item_id,position,src,alt,alt_status,http_status,broken
256446183524,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/16110-T-Tape-NeoprenePatch-PKG-02.jpg,"Responsive image",generic,200,no
256446183545,0,https://s3.amazonaws.com/DOWS_products/1000x1000/camping_outdoors/repair/shockcord.jpg,"Responsive image",generic,200,no
256446186491,0,https://s3.amazonaws.com/DOWS_products/1000x1000/camping_outdoors/repair/gear_aid_10603_main.jpg,"Responsive image",generic,200,no
256446186491,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256462817220,0,https://s3.amazonaws.com/DOWS_products/1000x1000/616Vpp4hHAL._SL1498_.jpg,"Responsive image",generic,200,no
256462817220,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256462817259,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/silver-credit-card-tool-main.jpg,"Responsive image",generic,200,no
256462817259,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256462817275,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/Sona/flexibleBoards1.jpg,"Responsive image",generic,200,no
256462817275,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256462820576,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/carabiner-jumbo-blue_878__1.jpg,"Responsive image",generic,200,no
256462820576,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256462854889,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/KFD672_15in_machete_detail_02.jpg,"Responsive image",generic,200,no
256462854889,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256462854948,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/GP-SB36PT_pocket_sluice_main.jpg,"Responsive image",generic,200,no
256462854977,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/GP3-SS30DT_digging_tool_detail_02.jpg,"Responsive image",generic,200,no
256462854977,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256468957823,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/garden/Neon-Rope1.jpg,"Responsive image",generic,200,no
256468957823,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256470598809,0,https://s3.amazonaws.com/DOWS_products/camping_outdoors/goldProducts/goldpanbig.jpg,"Responsive image",generic,200,no
256470598809,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256470598874,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/flexibleboards1.jpg,"Responsive image",generic,200,no
256470598874,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256470598892,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/pans/goldpansmallg.jpg,"Responsive image",generic,200,no
256470598892,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256470598910,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/accessories/TestingStone.jpg,"Responsive image",generic,200,no
256470598910,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256470618737,0,https://s3.amazonaws.com/DOWS_products/1000x1000/covert_tactical/handcuff_keys/belt/ZT55-C2.jpg,"Responsive image",generic,200,no
256470618737,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256470618745,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/outerwear/10897_reflective_patches2.jpg,"Responsive image",generic,200,no
256470618745,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256476123885,0,https://s3.amazonaws.com/DOWS_products/1000x1000/camping_outdoors/repair/downcleaner.jpg,"Responsive image",generic,200,no
256476123885,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256476123930,0,https://s3.amazonaws.com/DOWS_products/1000x1000/Tools/powerExtensionBits1.jpg,"Responsive image",generic,200,no
256476123930,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256485432774,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/gear_aid_44053_package_front.jpg,"Responsive image",generic,200,no
256485432774,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256494150722,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/gear_aid_30141_main.jpg,"Responsive image",generic,200,no
256494150722,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256495157311,0,https://s3.amazonaws.com/DOWS_products/1000x1000/camping_outdoors/repair/10770-TenaciousTape-ClearRoll-PKG-1.5x60.jpg,"Responsive image",generic,200,no
256495157311,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256496193766,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/wilderness_tools/ROCK.jpg,"Responsive image",generic,200,no
256500167211,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/utensils.jpg,"Responsive image",generic,200,no
256500167211,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256504787666,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/Sona/RazorComb3.JPG,"Responsive image",generic,200,no
256504787666,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244300,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/hobby_knives/testors.jpg,"Responsive image",generic,200,no
256508244300,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244301,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/garden/FKP36_NPT288_bundle_main.jpg,"Responsive image",generic,200,no
256508244301,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244302,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/safety-vest-1.jpg,"Responsive image",generic,200,no
256508244302,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244303,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/outerwear/36170_wash_in_water_repellent_gallon_stock.jpg,"Responsive image",generic,200,no
256508244303,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244305,0,https://s3.amazonaws.com/DOWS_products/1000x1000/Tools/DD2-32_double_ended_spatula_main.jpg,"Responsive image",generic,200,no
256508244305,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244309,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/navy-towel-1.jpg,"Responsive image",generic,200,no
256508244309,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244319,0,https://s3.amazonaws.com/DOWS_products/Hobby_Tools/6pcMetalClamps2.jpg,"Responsive image",generic,200,no
256508244319,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244326,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/PC-BALL50-6_50pc-6mm-ammo-stock1.jpg,"Responsive image",generic,200,no
256508244326,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244327,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/multi-tools/28pc-woodburning-set-4.jpg,"Responsive image",generic,200,no
256508244327,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244336,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/Sona/sharpening8.jpg,"Responsive image",generic,200,no
256508244336,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244342,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/TW2-411_4pc_tweezer_stock.jpg,"Responsive image",generic,200,no
256508244342,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244345,0,https://s3.amazonaws.com/DOWS_products/1000x1000/automotive/uni-zip-cable-white-3mm_165__1.jpg,"Responsive image",generic,200,no
256508244345,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244347,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/BTAA-4_AA_Batteries_4pk.jpg,"Responsive image",generic,200,no
256508244347,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244348,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/NW9510-12_2.jpg,"Responsive image",generic,200,no
256508244348,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244356,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/E-Corie/SleepBag2.jpg,"Responsive image",generic,200,no
256508244356,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244360,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/Sona/flexibleBoards1.jpg,"Responsive image",generic,200,no
256508244360,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244362,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/120SKP-B_Pull_Apart_Key_Ring_Stock1.jpg,"Responsive image",generic,200,no
256508244362,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244367,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/multi-tools/PC1212_Paper_Trimmer_Stock1.jpg,"Responsive image",generic,200,no
256508244367,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244370,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/stencil1.jpg,"Responsive image",generic,200,no
256508244370,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244371,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/CS003_3.jpg,"Responsive image",generic,200,no
256508244371,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244379,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/kitchen/bbq-grill-mats-1.jpg,"Responsive image",generic,200,no
256508244379,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244380,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/CC_magnifier.jpg,"Responsive image",generic,200,no
256508244380,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244384,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/pans/GP4-10_mini_sifter_stock2.jpg,"Responsive image",generic,200,no
256508244384,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244390,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/dry-sack-40L.jpg,"Responsive image",generic,200,no
256508244390,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244391,0,https://s3.amazonaws.com/DOWS_products/Professional_Equipment/stethoscopeBlack1.jpg,"Responsive image",generic,200,no
256508244391,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244394,0,https://s3.amazonaws.com/DOWS_products/Hobby_Tools/storkScissors.jpg,"Responsive image",generic,200,no
256508244394,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244395,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/classifiers/GP4-110_6in_classifier_100hole_detail_02.jpg,"Responsive image",generic,200,no
256508244395,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244398,0,https://s3.amazonaws.com/DOWS_products/1000x1000/covert_tactical/handcuff_keys/HandcuffKey.JPG,"Responsive image",generic,200,no
256508244407,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/gp4-30_mini_sifter_stock1.jpg,"Responsive image",generic,200,no
256508244407,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244410,0,https://s3.amazonaws.com/DOWS_products/1000x1000/camping_outdoors/1297A-12_jumbo_caribiner_prp_main.jpg,"Responsive image",generic,200,no
256508244410,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244417,0,https://s3.amazonaws.com/DOWS_products/1000x1000/home/kitchen/OD-BBQM3340_bbq_mats_2pk_main_01.jpg,"Responsive image",generic,200,no
256508244417,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244422,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/36119_odor_eliminator_gallon_stock.jpg,"Responsive image",generic,200,no
256508244422,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244425,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/dual-face-texturing-hammer-stripe-and-square.jpg,"Responsive image",generic,200,no
256508244425,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244429,0,https://s3.amazonaws.com/DOWS_products/Hobby_Tools/4pt8.jpg,"Responsive image",generic,200,no
256508244429,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244430,0,https://s3.amazonaws.com/DOWS_products/camping_outdoors/Survival_Kits/LgWaterproofCase.jpg,"Responsive image",generic,200,no
256508244430,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244435,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/OD-FN2P-funnels-2pc-2.jpg,"Responsive image",generic,200,no
256508244435,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244448,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/tweezer4x.jpg,"Responsive image",generic,200,no
256508244448,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244454,0,https://s3.amazonaws.com/DOWS_products/1000x1000/Survival/EP11A-LG_green_poncho_detail_01.jpg,"Responsive image",generic,200,no
256508244454,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244456,0,https://s3.amazonaws.com/DOWS_products/Hobby_Tools/threadNipper.jpg,"Responsive image",generic,200,no
256508244456,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244457,0,https://s3.amazonaws.com/DOWS_products/1000x1000/barbecue-fork.jpg,"Responsive image",generic,200,no
256508244457,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244458,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/rope_cord/PC100BK55_100ft_Paracord_Black_Stock2.jpg,"Responsive image",generic,200,no
256508244458,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244466,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/Sona/EB7158.jpg,"Responsive image",generic,200,no
256508244466,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244468,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/fixed_knives/son-sgsursb-10pc-11-mtl_971_3.jpg,"Responsive image",generic,200,no
256508244468,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244478,0,https://s3.amazonaws.com/DOWS_products/1000x1000/tools/7594DSE_main.jpg,"Responsive image",generic,200,no
256508244478,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244481,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/pc103or55_100ft_paracord_oranage_tracer_stock2.jpg,"Responsive image",generic,200,no
256508244481,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244500,0,https://s3.amazonaws.com/DOWS_products/1000x1000/Tools/OD-WBH72BL_water_bottle_clip_detail_03-1.jpg,"Responsive image",generic,200,no
256508244500,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244506,0,https://s3.amazonaws.com/DOWS_products/Tools/JewelDriver2.jpg,"Responsive image",generic,200,no
256508244506,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
256508244508,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/wilderness_tools/tri-fold-shovel-4.jpg,"Responsive image",generic,200,no
