item_id,sku,name,category_id,aspect,mode,proposed_value,source,ai_generated,certainty,status,title
256510047585,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",112581,"Lighting Technology",FREE_TEXT,LED,llm,yes,75,ok,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
256510047585,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",112581,Room,FREE_TEXT,Bedroom,llm,yes,60,ok,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
256510047585,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",112581,Department,SELECTION_ONLY,Adults,llm,yes,70,ok,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
256380454290,MCN-NIGLO-PARENT,,52373,Features,FREE_TEXT,"Glowing, Keychain",llm,yes,90,ok,"GEAR AID Ni Glo 2"" Glowing Keychain for Camping, SCUBA, Fishing, Multi Colors"
256470618737,ZKT-TKRHBCCFZ-SML-BLCK,"Tactical Keyring Holder Belt Connector Clip ZT55",,Features,,"Belt Clip, Key Ring",llm,yes,85,ok,"Zak Tool ZT55-C Tactical Key Ring Holder Connector Clip for Law Enforcement"
256508244362,SON-AOPAKR-SML-SLVR,"ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory",52373,Accents,FREE_TEXT,"Nickel Plated",llm,yes,90,ok,"ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory"
256508244410,SON-J65XCKCWHGP-XL-PURPLE,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple",52373,"Number of Pieces",FREE_TEXT,1,llm,yes,80,ok,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple"
256526374819,ASR-GRIPREDKEEPSPORTING,"(2 Pack) ASR Outdoor Jumbo 6.5 Inch XL Key Chain Hand Grip Black and Silver",45237,Size,FREE_TEXT,"6.5 Inch",llm,yes,95,ok,"Jumbo 6.5 Inch Carabiner Key Chain with Grip - 2 Pack Black and Silver"
256526374819,ASR-GRIPREDKEEPSPORTING,"(2 Pack) ASR Outdoor Jumbo 6.5 Inch XL Key Chain Hand Grip Black and Silver",45237,Material,FREE_TEXT,Aluminum,llm,yes,60,ok,"Jumbo 6.5 Inch Carabiner Key Chain with Grip - 2 Pack Black and Silver"
254735978393,MCN-FSABRA-1OZ-CLR-PARENT,"GEAR AID Aquaseal SR Shoe and Boot Repair Adhesive, Clear Glue, 1 oz",106124,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,"GEAR AID Aquaseal SR Shoe and Boot Repair Adhesive, Clear Glue, 1 oz"
256468957823,SON-PARACORD-PARENT,,181413,Features,FREE_TEXT,"Survival, Outdoor Use",llm,yes,75,ok,"ASR Outdoor Survival Paracord Rope 100ft (10 Colors)"
256468957823,SON-PARACORD-PARENT,,181413,"Suitable For",FREE_TEXT,"Camping, Survival, Outdoor",llm,yes,80,ok,"ASR Outdoor Survival Paracord Rope 100ft (10 Colors)"
256509144716,KOL-FRUITVEGGIEPEELER-PARENT,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)",20641,Features,FREE_TEXT,"Dishwasher Safe",llm,yes,95,ok,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)"
256509144716,KOL-FRUITVEGGIEPEELER-PARENT,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)",20641,"Food Compatibility",FREE_TEXT,"Fruits and Vegetables",llm,yes,90,ok,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)"
256510048037,SON-U3IRHC-MED-SLVR,"1pk Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor",88433,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,"Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor 1pk"
256510048040,,,177876,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,
256525915661,SON-GRAPHITECRUCIBLES-PARENT,"Universal Tool Graphite Crucible for Melting Gold and Silver (2 Sizes)",31726,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,"Universal Tool Graphite Crucible for Melting Gold and Silver (Many Sizes)"
256525915671,SON-GR4XTVCSACK-5PC-SML-BLCK,"Gold Rush 4x Tweezer & Vial Combo Set (BUNDLE COMPONENT SKU)",11704,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,"ASR Outdoor Prospecting Magnifying Tweezer & Vial Kit - 4x Magnification"
256525915833,SON-AO125IBPSSFGP-LG-BL,"ASR Outdoor 12.5 Inch Prospecting Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Blue",88433,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,"Sand Scooper Heavy Duty Plastic for Metal Detecting 12.5 Inch Blue"
256525922794,SON-AO125IGPSSFGP-LG-GRN,"ASR Outdoor 12.5 Inch Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Green",88433,"California Prop 65 Warning",FREE_TEXT,,llm,yes,0,empty,"Sand Scooper Heavy Duty Plastic for Metal Detecting 12.5 Inch Green"
256462817275,SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK,"(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Features,FREE_TEXT,"Flexible, Dishwasher Safe",llm,yes,75,ok,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
256462817275,SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK,"(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Shape,FREE_TEXT,Rectangular,llm,yes,80,ok,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
256462817275,SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK,"(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Style,FREE_TEXT,Modern,llm,yes,55,ok,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
256470598874,SON-CUTBRD12X15-VARZ-4PK,"(4 Pack) Thin Clear Flexible Cutting Board Mat 12 x 15 inch",46282,Features,FREE_TEXT,Flexible,llm,yes,80,ok,"Thin Clear Flexible Cutting Board Chopping Mat - 12"" x 15"" (4 Pack)"
256470598874,SON-CUTBRD12X15-VARZ-4PK,"(4 Pack) Thin Clear Flexible Cutting Board Mat 12 x 15 inch",46282,Shape,FREE_TEXT,Rectangular,llm,yes,80,ok,"Thin Clear Flexible Cutting Board Chopping Mat - 12"" x 15"" (4 Pack)"
256508244360,UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PACK,"(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Shape,FREE_TEXT,Rectangular,llm,yes,80,ok,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (6 Pack)"
256508244360,UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PACK,"(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Style,FREE_TEXT,Modern,llm,yes,55,ok,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (6 Pack)"
256510048002,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,"4pk - Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Shape,FREE_TEXT,Rectangular,llm,yes,80,ok,"Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256510047693,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",183393,Lumens,FREE_TEXT,750,llm,yes,95,ok,"Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047693,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",183393,"Lighting Technology",FREE_TEXT,LED,llm,yes,80,ok,"Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047693,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",183393,"Installation Area",SELECTION_ONLY,"Indoor & Outdoor",llm,yes,85,ok,"Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047693,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",183393,"Power Source",FREE_TEXT,Electric,llm,yes,60,ok,"Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047693,SON-LEDWORKLIGHT-LARGE-BLACKORANGE,"750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black",183393,"Assembly Required",SELECTION_ONLY,No,llm,yes,60,ok,"Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256508244301,SON-TROWELKNEELINGPADCOMBO,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,"Number of Items in Set",FREE_TEXT,2,llm,yes,85,ok,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256508244301,SON-TROWELKNEELINGPADCOMBO,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,Indoor/Outdoor,SELECTION_ONLY,Outdoor,llm,yes,85,ok,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256508244301,SON-TROWELKNEELINGPADCOMBO,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,"Assembly Status",SELECTION_ONLY,"Fully Assembled",llm,yes,65,ok,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256508244301,SON-TROWELKNEELINGPADCOMBO,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set",75669,"FSC Certified",SELECTION_ONLY,No,llm,yes,55,ok,"Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,"Number of Lights",FREE_TEXT,20,llm,yes,95,ok,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,"Lighting Technology",FREE_TEXT,LED,llm,yes,75,ok,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,"Installation Area",SELECTION_ONLY,Indoor,llm,yes,70,ok,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,"Assembly Required",SELECTION_ONLY,Yes,llm,yes,65,ok,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,Occasion,FREE_TEXT,"Party, Decoration",llm,yes,65,ok,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256508701517,CHAINSAW-SHARPENING-BURR-3-16,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit",85915,"Assembly Required",SELECTION_ONLY,No,llm,yes,70,ok,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256525915653,LST-PICNICFOOD-XJ330Z-8,"Kidplokio Kids Pretend Play Food Set Fun Picnic Plastic Food Utensils Assorted, Multicolor, Ages 3+",158746,"Age Level",SELECTION_ONLY,"3-4 Years",llm,yes,90,ok,"Kidplokio Kids Pretend Play Food Set Fun Picnic Plastic Food Utensils Assorted,"
256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,"Number of Items in Set",FREE_TEXT,2,llm,yes,80,ok,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,Department,FREE_TEXT,Adults,llm,yes,70,ok,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256525915760,XGI-URBANPLAYMAT-POLICE-KP-IH,"Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue, Boys Ages 3+",19100,Theme,FREE_TEXT,"Police, Urban City",llm,yes,90,ok,"Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue,"
256525915760,XGI-URBANPLAYMAT-POLICE-KP-IH,"Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue, Boys Ages 3+",19100,"Age Level",SELECTION_ONLY,"3-4 Years",llm,yes,90,ok,"Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue,"
256508244347,SDT-HEAVYDUTYSTEADFASTBATTERIES,"Heavy Duty AA Steadfast Batteries - 12 Pack",50602,"Battery Size",FREE_TEXT,AA,llm,yes,95,ok,"Heavy Duty AA Steadfast Batteries - 12 Pack"
256508244347,SDT-HEAVYDUTYSTEADFASTBATTERIES,"Heavy Duty AA Steadfast Batteries - 12 Pack",50602,Voltage,FREE_TEXT,1.5V,llm,yes,85,ok,"Heavy Duty AA Steadfast Batteries - 12 Pack"
256508244347,SDT-HEAVYDUTYSTEADFASTBATTERIES,"Heavy Duty AA Steadfast Batteries - 12 Pack",50602,"Chemical Composition",FREE_TEXT,"Heavy Duty",llm,yes,75,ok,"Heavy Duty AA Steadfast Batteries - 12 Pack"
256525915685,SON-ABCBFER-SML-SLVR,"Universal Tool 30 Piece Assorted Button Cell Batteries for Electronic Repairs",50602,"Battery Size",FREE_TEXT,"Button Cell",llm,yes,95,ok,"Assorted Button Cell Batteries for Electronic Repairs 30 Piece"
256525915685,SON-ABCBFER-SML-SLVR,"Universal Tool 30 Piece Assorted Button Cell Batteries for Electronic Repairs",50602,Application,FREE_TEXT,"Electronic Repairs, Watches, Calculators",llm,yes,75,ok,"Assorted Button Cell Batteries for Electronic Repairs 30 Piece"
256525915710,SON-HDASB-MED-BL,"4pk Heavy Duty AA Steadfast Batteries",50602,"Battery Size",FREE_TEXT,AA,llm,yes,95,ok,"4pk Heavy Duty AA Steadfast Batteries"
256525915710,SON-HDASB-MED-BL,"4pk Heavy Duty AA Steadfast Batteries",50602,Voltage,FREE_TEXT,1.5V,llm,yes,85,ok,"4pk Heavy Duty AA Steadfast Batteries"
256525915710,SON-HDASB-MED-BL,"4pk Heavy Duty AA Steadfast Batteries",50602,"Chemical Composition",FREE_TEXT,"Heavy Duty",llm,yes,75,ok,"4pk Heavy Duty AA Steadfast Batteries"
256508244309,MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL",40587,Features,FREE_TEXT,"Ultra Absorbent, Quick Dry",llm,yes,90,ok,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
256508244309,MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL",40587,Department,SELECTION_ONLY,Adults,llm,yes,70,ok,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
256508244309,MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL",40587,"Care Instructions",FREE_TEXT,"Machine Wash",llm,yes,60,ok,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
255457181082,MCN-SEAMGRIPWP-PARENT,"GEAR AID Seam Grip WP Waterproof Sealant and Adhesive for Tents and Outdoor Fabric, Clear",36120,Features,FREE_TEXT,"Waterproof, Adhesive",llm,yes,85,ok,"GEAR AID Seam Grip Waterproof Sealant Adhesive for Tents, Outdoors, Clear, 1 oz"
255457181082,MCN-SEAMGRIPWP-PARENT,"GEAR AID Seam Grip WP Waterproof Sealant and Adhesive for Tents and Outdoor Fabric, Clear",36120,"Number in Pack",FREE_TEXT,1,llm,yes,65,ok,"GEAR AID Seam Grip Waterproof Sealant Adhesive for Tents, Outdoors, Clear, 1 oz"
256264332056,MCN-GAMEAACCRA-3PC-SML-CLR-PARENT,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive and Cure Accelerator",36120,Features,FREE_TEXT,"Flexible, Durable, Adhesive",llm,yes,85,ok,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive, Cure Accelerator, 0.75 oz"
256264332056,MCN-GAMEAACCRA-3PC-SML-CLR-PARENT,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive and Cure Accelerator",36120,"Number in Pack",FREE_TEXT,1,llm,yes,60,ok,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive, Cure Accelerator, 0.75 oz"
256376275265,MCN-SEAMGRIP-REPAIRKIT-PARENT,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear",36120,Features,FREE_TEXT,"Waterproof, Field Repair",llm,yes,85,ok,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear, Clear 0.25 oz"
256376275265,MCN-SEAMGRIP-REPAIRKIT-PARENT,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear",36120,"Number in Pack",FREE_TEXT,1,llm,yes,65,ok,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear, Clear 0.25 oz"
256446183297,MCN-MTRFT-3X20E-PARENT,,36120,Features,FREE_TEXT,Reflective,llm,yes,90,ok,"GEAR AID Tenacious Tape Reflective, Jackets, Outdoor Gear, 3"" x 20"", Silver"
256446183297,MCN-MTRFT-3X20E-PARENT,,36120,"Suitable For",FREE_TEXT,"Jackets, Outdoor Gear",llm,yes,85,ok,"GEAR AID Tenacious Tape Reflective, Jackets, Outdoor Gear, 3"" x 20"", Silver"
256446183453,MCN-TTAPE-SILNYLON-3X5-PARENT,"GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent and Tarp Repair, 3""x5""",36120,Features,FREE_TEXT,"Waterproof, Silnylon",llm,yes,85,ok,"GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent, Tarp Repair, 3""x5"""
256446183505,MCN-TENTAPE-GEARPATCHES-PARENT,"Gear Aid Tenacious Tape Gear Patches for Jacket, Tent and Outerwear Repair, 3"" x 20""",36120,Features,FREE_TEXT,"Repair Patches",llm,yes,80,ok,"GEAR AID Tenacious Tape Wildlife Patches for Jackets, Tent, Gear Repair 3"" x 20"""
256470618745,MCN-REFLTTAPEPATCH-PARENT,,36120,Features,FREE_TEXT,Reflective,llm,yes,90,ok,"GEAR AID Tenacious Tape Reflective Patches for Jackets, Outdoor Gear, Silver"
256470618745,MCN-REFLTTAPEPATCH-PARENT,,36120,"Suitable For",FREE_TEXT,"Jackets, Outdoor Gear",llm,yes,85,ok,"GEAR AID Tenacious Tape Reflective Patches for Jackets, Outdoor Gear, Silver"
256495157311,MCN-MTCARTRC-5FT-CLR-PARENT,"GEAR AID Tenacious Tape Repair and Seam Tape for Tents and Vinyl",36120,Features,FREE_TEXT,"Waterproof, Repair Tape",llm,yes,85,ok,"GEAR AID Tenacious Tape Repair for Tents and Vinyl, Clear Roll, 1.5""x 60"""
256510047928,MCN-MBMPRK-STD-PARENT,,36120,Features,FREE_TEXT,"Mesh, Repair Patches",llm,yes,85,ok,"GEAR AID Tenacious Tape Mesh Patches for Tent and Bug Screen Repair, 3"" Rounds"
256510047928,MCN-MBMPRK-STD-PARENT,,36120,"Suitable For",FREE_TEXT,"Tent, Bug Screen",llm,yes,90,ok,"GEAR AID Tenacious Tape Mesh Patches for Tent and Bug Screen Repair, 3"" Rounds"
256515004658,MCN-SEAMGRIP-TF-PARENT,"Gear Aid Seam Grip TF Tent Fabric Sealer for Waterproofing",36120,Features,FREE_TEXT,"Waterproof, Fabric Sealer",llm,yes,85,ok,"GEAR AID Seam Grip TF Tent Fabric Sealer for Waterproofing, Clear, 4 fl oz"
256476123885,MCN-GADWNCLN10OZ-10OZ-HVAR,"Gear Aid ReviveX Down Cleaner",259621,Capacity,FREE_TEXT,"10 fl oz",llm,yes,95,ok,"GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256476123885,MCN-GADWNCLN10OZ-10OZ-HVAR,"Gear Aid ReviveX Down Cleaner",259621,Volume,FREE_TEXT,"10 fl oz",llm,yes,95,ok,"GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256476123885,MCN-GADWNCLN10OZ-10OZ-HVAR,"Gear Aid ReviveX Down Cleaner",259621,Form,FREE_TEXT,Liquid,llm,yes,75,ok,"GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256476123885,MCN-GADWNCLN10OZ-10OZ-HVAR,"Gear Aid ReviveX Down Cleaner",259621,For,FREE_TEXT,"Down Jackets, Sleeping Bags",llm,yes,90,ok,"GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256476123885,MCN-GADWNCLN10OZ-10OZ-HVAR,"Gear Aid ReviveX Down Cleaner",259621,"Number in Pack",FREE_TEXT,1,llm,yes,65,ok,"GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256525915904,SON-FLEXIDUSTER-GRN,"Extendable Flexible Feather Duster For Home And Office Cleaning - Green",29509,For,FREE_TEXT,"Home and Office",llm,yes,90,ok,"Extendable Flexible Feather Duster For Home And Office Cleaning - Green"
256525915904,SON-FLEXIDUSTER-GRN,"Extendable Flexible Feather Duster For Home And Office Cleaning - Green",29509,Features,FREE_TEXT,"Extendable, Flexible",llm,yes,90,ok,"Extendable Flexible Feather Duster For Home And Office Cleaning - Green"
256508244379,SON-BGMN-LG-BLCK,"BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk",20725,Style,FREE_TEXT,Non-Stick,llm,yes,80,ok,"BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk"
256508244417,SON-BLE-BBQMATS-BLK-2PC,"Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13 x 15 Inch, 2pk",20725,Style,FREE_TEXT,Non-Stick,llm,yes,80,ok,"Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13x15"" 2pk"
256508244457,SON-BFTOUMT-MED-BLCK,"ASR Outdoor Barbecue Fork Extendable Metal Dual Prong Fire Cooking Utensil",20725,Style,FREE_TEXT,"BBQ Fork",llm,yes,75,ok,"ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508244457,SON-BFTOUMT-MED-BLCK,"ASR Outdoor Barbecue Fork Extendable Metal Dual Prong Fire Cooking Utensil",20725,"Handle Material",FREE_TEXT,Metal,llm,yes,75,ok,"ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508244457,SON-BFTOUMT-MED-BLCK,"ASR Outdoor Barbecue Fork Extendable Metal Dual Prong Fire Cooking Utensil",20725,"Head Material",FREE_TEXT,Metal,llm,yes,75,ok,"ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508244457,SON-BFTOUMT-MED-BLCK,"ASR Outdoor Barbecue Fork Extendable Metal Dual Prong Fire Cooking Utensil",20725,"Number of Items in Set",FREE_TEXT,1,llm,yes,70,ok,"ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508701447,ASR-BFTOU-BUN-3PK-STD-SLVR,"(3 Pack) ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Utensil",20725,Style,FREE_TEXT,"BBQ Fork",llm,yes,75,ok,"ASR Outdoor Telescopic BBQ Fork 2 Prong Outdoor Cooking Utensil - 3 Pack"
256508701447,ASR-BFTOU-BUN-3PK-STD-SLVR,"(3 Pack) ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Utensil",20725,"Handle Material",FREE_TEXT,Metal,llm,yes,70,ok,"ASR Outdoor Telescopic BBQ Fork 2 Prong Outdoor Cooking Utensil - 3 Pack"
