item_id,sku,name,category_id,aspect,importance,mode,proposed_value,source,ai_generated,status,title
255343573163,SON-GOLDMAT-GP-SB35-MAT-AMZ-HPN,"SE GP-SB35-MAT Prospector's Choice 10"" x 27"" Trimmable Riffled Sluice Box Matting",15913,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE GP-SB35-MAT Prospector's Choice 10""x27"" Trimmable Riffled Sluice Box Matting"
256446183433,SON-SLUICE-BOX-AMZN-HPNR,"Gold Rush Portable Backpack Sluice Box Professional Sifting Sieve - 30 Inch",163824,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE GP-SB32 Prospector's Choice Green Lightweight Sluice Box, 30"""
256494150722,MET-WETSUITSHAMPOO-ODOR-BUN,"GEAR AID Wetsuit Cleaner and Conditioner for Neoprene, Odor Kit",29574,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Wetsuit Cleaner and Conditioner for Neoprene, Concentrated, Odor Kit"
256508244345,UNI-ZIP-CABLE-WHITE-4MM,"100pk 12in Universal Utility Cable Zip Tie Cable White 4MM",181076,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"Universal Utility Cable Zip Tie Cable White 4MM 100pk 12in"
256508701414,SON-MINERMOSS-12X36GRY-HPNR,"SE GP-MT415-1GR 12"" x 36"" Grey Miner's Moss (Sluice Box Matting)",15913,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE GP-MT415-1GR 12” x 36” Grey Miner’s Moss (Sluice Box Matting)"
256509144716,KOL-FRUITVEGGIEPEELER-PARENT,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)",20641,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)"
256510041680,MCN-GARNASFWAWK-KIT-PARENT,"Gear Aid Revivex Suede and Fabric Boot Care Kit",27362,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Revivex Suede, Nubuck and Fabric Boot Care Kit with Protector Spray"
256510047596,MCN-GARVXPCDWP-BNDL-AMZ,"GEAR AID Care Kit with Revivex Pro Cleaner and Revivex Durable Water Repellent Spray",8504,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Care Kit with Revivex Pro Cleaner and Durable Water Repellent Spray"
256510047616,MCN-GARVXPCDWEMRP-BNDL-AMZ,"GEAR AID 3pc Care Kit with Revivex Pro Cleaner, Revivex Durable Water Repellent Spray and Tenacious Tape Mini Patches",8504,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Care Kit with Pro Cleaner,Water Repellent Spray and Mini Patches"
256510047661,MCN-GARVXPCWIWBP-BNDL-AMZ,"GEAR AID Care Kit with Revivex Pro Cleaner, Revivex Wash-In Water Repellent and Tenacious Tape Mini Patches",8504,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Care Kit with Pro Cleaner, Wash-In Water Repellent and Mini Patches"
256510047925,SON-155BSSMRWZSS-155E-BLCK,"15.5"" Black Stainless Steel Machete, Recurved Blade with Zigzag Serrated Spine",73522,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"Recurved Blade Machete with Zigzag Serrated Spine and Paracord Handle 15"""
256510047977,SON-GR6ISPP40HSI-6IN-GRN-HPNR,"SE GP4-40 5.5"" Mini Stackable Sifting Pan, 40 Holes/Square Inch",15913,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE GP4-40 5.5"" Mini Stackable Sifting Pan, 40 Holes/Square Inch"
256510048002,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,"4pk - Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256510048006,SON-MINERMOSS-12X36GRN-HPNR,"SE GP-MT415-2GG 12"" x 36"" Green Miner's Moss (Sluice Box Matting)",15913,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE GP-MT415-2GG 12” x 36” Green Miner’s Moss (Sluice Box Matting)"
256510048037,SON-U3IRHC-MED-SLVR,"1pk Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor",88433,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor 1pk"
256510048045,MCN-GARVXDCDWEMRP-BNDL-AMZ,"GEAR AID Revivex Down Care Kit for Jackets and Sleeping Bags, with Down Cleaner, Water Repellent and Repair Patches",8504,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Revivex Down Care Kit w/ Down Cleaner, Water Repellent, Repair Patches"
256510048063,SON-MINERMOSS-12X36BLU-HPNR,"SE GP-MT415-3BL 12"" x 36"" Blue Miner's Moss (Sluice Box Matting)",15913,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE GP-MT415-3BL 12” x 36” Blue Miner’s Moss (Sluice Box Matting)"
256510048094,SON-AOPMTSFGP-SML-GRY-HPNR,"SE JT-GT26 Small Precious Metal Testing Stone",262020,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"SE JT-GT26 Small Precious Metal Testing Stone"
256514435510,MCN-TTAPEREPAIRPATCHES-AMZ-PARENT,"GEAR AID Tenacious Tape Mini Patches to Repair Jackets, Tents and Rain Gear, 1.5""x2.5""",36120,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Tenacious Tape No-Sew Mini Repair Patches for Jackets, Tents 1.5""x2.5"""
256514435542,MCN-REVIVX-SEAMGRIPTF-BUNDLE-HPNR,"GEAR AID 2-Pack Bundle Tent Waterproofing Spray Kits for Nylon Tents",36120,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"GEAR AID Tent Waterproofing Spray and Sealer for Nylon Tents, Tent Fabric Kit"
256525915661,SON-GRAPHITECRUCIBLES-PARENT,"Universal Tool Graphite Crucible for Melting Gold and Silver (2 Sizes)",31726,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"Universal Tool Graphite Crucible for Melting Gold and Silver (Many Sizes)"
256525915671,SON-GR4XTVCSACK-5PC-SML-BLCK,"Gold Rush 4x Tweezer & Vial Combo Set (BUNDLE COMPONENT SKU)",11704,"Country of Origin",recommended,SELECTION_ONLY,CN,usurper:country_of_origin,no,value_not_in_list,"ASR Outdoor Prospecting Magnifying Tweezer & Vial Kit - 4x Magnification"
256525915802,SON-JEWELERSSAWBLADES04-144PK,"ToolTreaux 144pc Jewelry Saw Blades Set 0/3 Size 5.25"" 50 TPI Steel",122838,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"Premium Jewelers Saw Blades 0/4 Size - 144pc Set"
256525915833,SON-AO125IBPSSFGP-LG-BL,"ASR Outdoor 12.5 Inch Prospecting Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Blue",88433,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"Sand Scooper Heavy Duty Plastic for Metal Detecting 12.5 Inch Blue"
256525915863,SON-AO155IMWSAH-155-BLCK-WSH,"ASR Outdoor Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle",42576,"Country of Origin",recommended,SELECTION_ONLY,China,usurper:country_of_origin,no,ok,"Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle"
256525922794,SON-AO125IGPSSFGP-LG-GRN,"ASR Outdoor 12.5 Inch Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Green",88433,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"Sand Scooper Heavy Duty Plastic for Metal Detecting 12.5 Inch Green"
256462817275,SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK,"(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
256470598874,SON-CUTBRD12X15-VARZ-4PK,"(4 Pack) Thin Clear Flexible Cutting Board Mat 12 x 15 inch",46282,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Thin Clear Flexible Cutting Board Chopping Mat - 12"" x 15"" (4 Pack)"
256508244360,UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PACK,"(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (6 Pack)"
256510048002,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,"4pk - Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256470618737,ZKT-TKRHBCCFZ-SML-BLCK,"Tactical Keyring Holder Belt Connector Clip ZT55",52373,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Zak Tool ZT55-C Tactical Key Ring Holder Connector Clip for Law Enforcement"
256508244362,SON-AOPAKR-SML-SLVR,"ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory",52373,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory"
256508244410,SON-J65XCKCWHGP-XL-PURPLE,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple",52373,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple"
256526374819,ASR-GRIPREDKEEPSPORTING,"(2 Pack) ASR Outdoor Jumbo 6.5 Inch XL Key Chain Hand Grip Black and Silver",45237,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5 Inch Carabiner Key Chain with Grip - 2 Pack Black and Silver"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256525915552,UPD-INCRED-2-STATIONERY-9PC,"Disney Pixar Incredibles 2 9 pc Stationary Set",261068,Model,recommended,FREE_TEXT,,usurper:model,no,no_source_value,"Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256508244309,MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL",40587,Pattern,recommended,FREE_TEXT,,usurper:pattern,no,no_source_value,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
256508244466,SON-OTRSCMP-STD-YLLW,"ASR Outdoor Thermal Mat Heat Reflective Camping Sleeping Pad Insulated Winter Chill",36114,"Item Weight",recommended,FREE_TEXT,0.56,usurper:weight,no,ok,"Outdoor Thermal Mat Heat Reflective Sleeping Pad Insulated Winter Chill"
255457181082,MCN-SEAMGRIPWP-PARENT,"GEAR AID Seam Grip WP Waterproof Sealant and Adhesive for Tents and Outdoor Fabric, Clear",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Seam Grip Waterproof Sealant Adhesive for Tents, Outdoors, Clear, 1 oz"
256264332056,MCN-GAMEAACCRA-3PC-SML-CLR-PARENT,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive and Cure Accelerator",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive, Cure Accelerator, 0.75 oz"
256376275265,MCN-SEAMGRIP-REPAIRKIT-PARENT,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear, Clear 0.25 oz"
256446183453,MCN-TTAPE-SILNYLON-3X5-PARENT,"GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent and Tarp Repair, 3""x5""",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent, Tarp Repair, 3""x5"""
256446183505,MCN-TENTAPE-GEARPATCHES-PARENT,"Gear Aid Tenacious Tape Gear Patches for Jacket, Tent and Outerwear Repair, 3"" x 20""",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Tenacious Tape Wildlife Patches for Jackets, Tent, Gear Repair 3"" x 20"""
256446183545,MCN-ELSTIC-SHOCKCORD-HPNR,"GEAR AID Elastic Shock Cord for Tent Poles and Jackets, 84"", Black",36120,"Item Weight",recommended,FREE_TEXT,0.05,usurper:weight,no,ok,"GEAR AID Elastic Shock Cord for Tent Poles and Jackets, 84"", Black"
256495157311,MCN-MTCARTRC-5FT-CLR-PARENT,"GEAR AID Tenacious Tape Repair and Seam Tape for Tents and Vinyl",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Tenacious Tape Repair for Tents and Vinyl, Clear Roll, 1.5""x 60"""
256510047597,MCN-SEAM-SEALANT-SILNYLON-PATCHES-BUN,"Seam Grip SIL Silicone Sealant and Silnylon Patches for Silnylon Tents and Tarps",36120,"Item Weight",recommended,FREE_TEXT,0.12,usurper:weight,no,ok,"Seam Grip SIL Silicone Sealant and Silnylon Patches for Silnylon Tents and Tarps"
256511081582,MCN-REVIVX-SEAMGRIPFC-BUNDLE-HPNR,"GEAR AID 2pk Tent Waterproofing Spray and Sealer for Nylon Tents, Fast Cure Kit",36120,"Item Weight",recommended,FREE_TEXT,0.5,usurper:weight,no,ok,"GEAR AID Tent Waterproofing Spray and Sealer for Nylon Tents, Fast Cure Kit"
256514435542,MCN-REVIVX-SEAMGRIPTF-BUNDLE-HPNR,"GEAR AID 2-Pack Bundle Tent Waterproofing Spray Kits for Nylon Tents",36120,"Item Weight",recommended,FREE_TEXT,0.5,usurper:weight,no,ok,"GEAR AID Tent Waterproofing Spray and Sealer for Nylon Tents, Tent Fabric Kit"
256515004658,MCN-SEAMGRIP-TF-PARENT,"Gear Aid Seam Grip TF Tent Fabric Sealer for Waterproofing",36120,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Seam Grip TF Tent Fabric Sealer for Waterproofing, Clear, 4 fl oz"
256525915570,ASR-ASROUTDOORBLACKSTRETCH,"ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord Camping Tool 100pk",36120,"Item Weight",recommended,FREE_TEXT,3.82,usurper:weight,no,ok,"Black Stretch Cord Utility Tie with Black Ball - 100 Pack"
256526374819,ASR-GRIPREDKEEPSPORTING,"(2 Pack) ASR Outdoor Jumbo 6.5 Inch XL Key Chain Hand Grip Black and Silver",45237,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Jumbo 6.5 Inch Carabiner Key Chain with Grip - 2 Pack Black and Silver"
256525915552,UPD-INCRED-2-STATIONERY-9PC,"Disney Pixar Incredibles 2 9 pc Stationary Set",261068,"Animal Species",recommended,FREE_TEXT,,usurper:animal_type_walmart,no,no_source_value,"Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256476123885,MCN-GADWNCLN10OZ-10OZ-HVAR,"Gear Aid ReviveX Down Cleaner",259621,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256508244348,SON-DTCBAU-12PC-SML-WHT-2,"(12 Pack) Disposable Towels Compact Compressed Biodegradable and Unscented",29509,"Item Weight",recommended,FREE_TEXT,0.15,usurper:weight,no,ok,"Disposable Towels Compact Compressed Biodegradable and Unscented - 12 Pack"
256525915904,SON-FLEXIDUSTER-GRN,"Extendable Flexible Feather Duster For Home And Office Cleaning - Green",29509,"Item Weight",recommended,FREE_TEXT,,usurper:weight,no,no_source_value,"Extendable Flexible Feather Duster For Home And Office Cleaning - Green"
256508701517,CHAINSAW-SHARPENING-BURR-3-16,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit",85915,"Compatible Model",recommended,FREE_TEXT,,usurper:compatible_model,no,no_source_value,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,SON-CINEMA-LIGHTBOX-20BX,"Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes",183394,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256525915827,SON-EXTEND-FLYSWATTER-ASSRT,"ASR Outdoor Extendable Insect Bug Fly Swatter Durable Telescopic Pole Anti Slip",181042,"Item Weight",recommended,FREE_TEXT,0.06,usurper:weight,no,ok,"Extendable Fly Swatter Durable Telescopic Pole Anti Slip"
256525915851,SON-EXTEND-FLYSWATTER-RED,"ASR Outdoor Extendable Insect Bug Fly Swatter Durable Telescopic Pole Anti Slip",181042,"Item Weight",recommended,FREE_TEXT,0.06,usurper:weight,no,ok,"Extendable Fly Swatter - Durable Telescopic Pole-Anti Slip- Red"
256508244309,MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL",40587,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256508701517,CHAINSAW-SHARPENING-BURR-3-16,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit",85915,"Item Weight",recommended,FREE_TEXT,0.2,usurper:weight,no,ok,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256510047585,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",112581,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
256462817275,SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK,"(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Pattern,recommended,FREE_TEXT,,usurper:pattern,no,no_source_value,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
256470598874,SON-CUTBRD12X15-VARZ-4PK,"(4 Pack) Thin Clear Flexible Cutting Board Mat 12 x 15 inch",46282,Pattern,recommended,FREE_TEXT,,usurper:pattern,no,no_source_value,"Thin Clear Flexible Cutting Board Chopping Mat - 12"" x 15"" (4 Pack)"
256508244360,UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PACK,"(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Pattern,recommended,FREE_TEXT,,usurper:pattern,no,no_source_value,"Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (6 Pack)"
256510048002,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,"4pk - Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,Pattern,recommended,FREE_TEXT,,usurper:pattern,no,no_source_value,"Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256525915552,UPD-INCRED-2-STATIONERY-9PC,"Disney Pixar Incredibles 2 9 pc Stationary Set",261068,"Item Height",recommended,FREE_TEXT,0.5,usurper:height,no,ok,"Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256525915779,4SN-BLACKKNIFESET-4PC,"Beille 5 Piece Home Ergonomic Kitchen Knives Set, 5 Knife Essential Bundle",177005,"Set Includes",recommended,FREE_TEXT,"(5) Essential Kitchen Knives",usurper:package_includes,no,ok,"Universal Home 4-piece Black Kitchen Knife Set"
256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,Style,recommended,FREE_TEXT,,usurper:style_ebay,no,no_source_value,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256508244391,SON-UMLDSHS-BLCK,"Medical Lightweight Diagnostic Non Chill Single Head Stethoscope 30in Universal",183080,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Medical Lightweight Diagnostic Non Chill Single Head Stethoscope 30in Universal"
256512067987,SON-UFDSVHVO-29-ORNG,"Universal Safety Disposable Vest High Visibility One Size Fits Most Orange",183080,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"Universal Safety Disposable Vest High Visibility One Size Fits Most Orange"
256525915872,SON-15CPHTFMM-MED-BRWN,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs",20661,Pattern,recommended,FREE_TEXT,,usurper:pattern,no,no_source_value,"Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256508701517,CHAINSAW-SHARPENING-BURR-3-16,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit",85915,Capacity,recommended,FREE_TEXT,,usurper:capacity,no,no_source_value,"3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256525915552,UPD-INCRED-2-STATIONERY-9PC,"Disney Pixar Incredibles 2 9 pc Stationary Set",261068,"Items Included",recommended,FREE_TEXT,"1 Pencil1 Note Pad1 Pencil Sharpener1 Eraser5 Markers",usurper:package_includes,no,ok,"Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256509144716,KOL-FRUITVEGGIEPEELER-PARENT,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)",20641,"Set Includes",recommended,FREE_TEXT,,usurper:package_includes,no,no_source_value,"Universal Handy Helpers Fruit and Vegetable Peeler Dishwasher Safe (2 Colors)"
256510047965,MCN-MEMNORABC-2OZ-CLR-2,"Gear Aid Revivex Odor Eliminator, for Tents, Footwear and Sports Gear, 2 fl oz",260134,Features,recommended,FREE_TEXT,,usurper:features_ebay,no,no_source_value,"GEAR AID Revivex Odor Eliminator for Tents, Footwear and Sports Gear, 2 fl oz"
