numeric_id,gid,handle,title,status,vendor,product_type,category,seo_title,seo_desc,seo_desc_len,body_len,tags_count,image_alt,url,missing_seo_description,seo_too_short,seo_too_long,missing_category,missing_product_type,thin_body,missing_vendor,missing_image,missing_image_alt,priority
9516244304172,gid://shopify/Product/9516244304172,nylon-fishing-vest-size-large,"Nylon Fishing Vest, Lightweight Outdoor Cargo Jacket, Size Large",ACTIVE,"ASR Outdoor",,"Sporting Goods > Outdoor Recreation > Fishing",,,0,1376,7,"nylon fishing vest with several pockets and compartments  yellow and green",https://asroutdoor.com/products/nylon-fishing-vest-size-large,1,0,0,0,1,0,0,0,0,5
9516357517612,gid://shopify/Product/9516357517612,survival-candle-48-hour-unscented-4-wick-emergency-survival-indoor-outdoor-tin,"Survival Candle, 48 Hour, Unscented, 4 Wick, Emergency, Survival, Indoor Outdoor, Tin",ACTIVE,"ASR Outdoor",,"Home & Garden > Decor > Home Fragrances > Candles",,,0,1515,6,"a candle that can survive 48 hours to provide light during camping or power outages",https://asroutdoor.com/products/survival-candle-48-hour-unscented-4-wick-emergency-survival-indoor-outdoor-tin,1,0,0,0,1,0,0,0,0,5
9516362629420,gid://shopify/Product/9516362629420,200-lumen-led-camping-clip-on-cap-light-black-green-orange,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)",ACTIVE,"ASR Outdoor",,"Hardware > Tools > Flashlights & Headlamps",,,0,1335,6,"clip on hat clip on bill headlight for hands free lighting fishing hiking camping compatable",https://asroutdoor.com/products/200-lumen-led-camping-clip-on-cap-light-black-green-orange,1,0,0,0,1,0,0,0,0,5
9516488720684,gid://shopify/Product/9516488720684,11-in-1-multi-function-credit-card-sized-tool-with-black-sheath,"11 in 1 Stainless Steel Credit Card Multitool with Black Leather Carry Case",ACTIVE,"ASR Outdoor",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Multifunction Tools & Knives",,,0,319,4,"steel 11 in 1 multitool credit card with card sleeve",https://asroutdoor.com/products/11-in-1-multi-function-credit-card-sized-tool-with-black-sheath,1,0,0,0,1,0,0,0,0,5
8502674391340,gid://shopify/Product/8502674391340,13pc-gold-panning-backpack-kit-collapsible-bucket,"13pc Portable Gold Panning Kit with Collapsible Bucket, Mini Aluminum Sluice Box and 30L Backpack (4 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,3019,21,,https://asroutdoor.com/products/13pc-gold-panning-backpack-kit-collapsible-bucket,1,0,0,0,0,0,0,0,1,4
8521704636716,gid://shopify/Product/8521704636716,asr-outdoor-30l-heavy-stitch-gold-panning-backpack-camping-canvas-rucksack-3-colors,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)",ACTIVE,"ASR Outdoor","Gold Panning","Luggage & Bags > Backpacks > Hiking Backpacks",,,0,1968,22,,https://asroutdoor.com/products/asr-outdoor-30l-heavy-stitch-gold-panning-backpack-camping-canvas-rucksack-3-colors,1,0,0,0,0,0,0,0,1,4
8521825714476,gid://shopify/Product/8521825714476,19pc-ultimate-gold-panning-kit-with-classifier-screens-gold-pans-rock-pick,"19pc Ultimate Gold Panning Kit with Classifier Screens, Gold Pans, Rock Pick",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,3732,10,,https://asroutdoor.com/products/19pc-ultimate-gold-panning-kit-with-classifier-screens-gold-pans-rock-pick,1,0,0,0,0,0,0,0,1,4
8522010329388,gid://shopify/Product/8522010329388,sluice-box-gold-panning-kit-with-1-2-classifier-prospecting-equipment-21pc,"21pc Folding 50 Inch Aluminum Sluice Box Gold Panning Kit with Gold Recovery Prospecting Tools",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods",,,0,3808,30,,https://asroutdoor.com/products/sluice-box-gold-panning-kit-with-1-2-classifier-prospecting-equipment-21pc,1,0,0,0,0,0,0,0,1,4
9511366590764,gid://shopify/Product/9511366590764,6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch – Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Stakes",,,0,1832,6,,https://asroutdoor.com/products/6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,1,0,0,0,0,0,0,0,1,4
9652288487724,gid://shopify/Product/9652288487724,5lb-rough-brazilian-gemstone-paydirt-bag-geology-science-kit,"5LB Genuine Rough Gemstone Paydirt Bags, Rocks and Minerals Collection, Sift, Sort and Find Treasure",ACTIVE,"ASR Outdoor","Rock Hounding","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Rocks & Fossils",,,0,1546,9,,https://asroutdoor.com/products/5lb-rough-brazilian-gemstone-paydirt-bag-geology-science-kit,1,0,0,0,0,0,0,0,1,4
9892955554092,gid://shopify/Product/9892955554092,21l-everyday-carry-small-duffel-bag-for-travel-gym-outdoor-gear-black,"16 Inch Everyday Carry Travel Tool or Duffel Bag, Black",ACTIVE,"ASR Outdoor",Survival/Camping,"Luggage & Bags > Duffel Bags > Gym Duffel Bags",,,0,812,14,,https://asroutdoor.com/products/21l-everyday-carry-small-duffel-bag-for-travel-gym-outdoor-gear-black,1,0,0,0,0,0,0,0,1,4
10049578959148,gid://shopify/Product/10049578959148,20pc-beach-combing-metal-detector-gold-panning-kit-with-serrated-digger,"20pc Beach Combing Metal Detector Gold Panning Kit with Serrated Digger",ACTIVE,"ASR Outdoor","Metal Detecting","Sporting Goods > Outdoor Recreation > Camping & Hiking",,,0,1583,7,,https://asroutdoor.com/products/20pc-beach-combing-metal-detector-gold-panning-kit-with-serrated-digger,1,0,0,0,0,0,0,0,1,4
10095730983212,gid://shopify/Product/10095730983212,compact-50-lumens-mini-zipper-light-with-keychain-camping-hiking-edc-survival-gear,"Compact 50 Lumens Mini Zipper Light with Keychain, Camping Hiking EDC Survival Gear",ACTIVE,"ASR Outdoor",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights",,,0,2002,22,,https://asroutdoor.com/products/compact-50-lumens-mini-zipper-light-with-keychain-camping-hiking-edc-survival-gear,1,0,0,0,0,0,0,0,1,4
10099746996524,gid://shopify/Product/10099746996524,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",ACTIVE,"ASR Outdoor",Survival/Camping,"Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Weapons > Collectible Knives > Fixed Blade Collectible Knives",,,0,1150,5,,https://asroutdoor.com/products/13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,1,0,0,0,0,0,0,0,1,4
10099787170092,gid://shopify/Product/10099787170092,back-lock-folding-american-eagle-pocket-knife-8-inch,"8 Inch American Back Lock Folding Pocket Knife (2 Styles)",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives",,,0,717,5,,https://asroutdoor.com/products/back-lock-folding-american-eagle-pocket-knife-8-inch,1,0,0,0,0,0,0,0,1,4
10099832357164,gid://shopify/Product/10099832357164,wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,"Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles)",ACTIVE,"ASR Outdoor",Survival/Camping,"Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Weapons > Collectible Knives > Fixed Blade Collectible Knives",,,0,1366,4,,https://asroutdoor.com/products/wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,1,0,0,0,0,0,0,0,1,4
10099850772780,gid://shopify/Product/10099850772780,non-metallic-covert-zirconia-ceramic-razor-blade-wear-resistant-and-non-dulling,"Non-Metallic Zirconia Ceramic Mini Survival Razor Blade, Wear-Resistant and Non-Dulling",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",,,0,2049,4,,,1,0,0,0,0,0,0,0,1,4
10099858768172,gid://shopify/Product/10099858768172,mini-folding-ceramic-razor-blade-survival-tool,"Mini Folding Ceramic Razor Blade Survival Tool EDC Gear",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",,,0,1858,13,,,1,0,0,0,0,0,0,0,1,4
10100504035628,gid://shopify/Product/10100504035628,mini-edc-small-pocket-knife-multitool-3-colors,"Mini Logo EDC Small Pocket Knife Multitool (4 Colors)",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives",,,0,2241,10,,https://asroutdoor.com/products/mini-edc-small-pocket-knife-multitool-3-colors,1,0,0,0,0,0,0,0,1,4
10101810626860,gid://shopify/Product/10101810626860,6pk-aluminum-carabiner-spring-clip-with-keychain-many-sizes-colors,"6pk Large Aluminum Carabiner Spring Clip with Keychain (3.25 Inches, Assorted Colors)",ACTIVE,"ASR Outdoor",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",,,0,1279,9,,https://asroutdoor.com/products/6pk-aluminum-carabiner-spring-clip-with-keychain-many-sizes-colors,1,0,0,0,0,0,0,0,1,4
10157710999852,gid://shopify/Product/10157710999852,kids-high-res-optics-compact-binoculars-outdoor-travel-gift-with-lanyard-blue,"Kids 8X High-Res Optics Compact Binoculars Outdoor Travel Gift with Lanyard, Blue",ACTIVE,"ASR Outdoor",Survival/Camping,"Cameras & Optics > Optics > Binoculars",,,0,1171,8,,https://asroutdoor.com/products/kids-high-res-optics-compact-binoculars-outdoor-travel-gift-with-lanyard-blue,1,0,0,0,0,0,0,0,1,4
10158773862700,gid://shopify/Product/10158773862700,first-aid-kit-in-plastic-waterproof-case-emergency-supplies-survival-gear-50pc,"First Aid Kit in Plastic Waterproof Case Survival Gear Emergency Preparedness Item, 50pc",ACTIVE,"ASR Outdoor",Survival/Camping,"Health & Beauty > Health Care > First Aid > First Aid Kits",,,0,2565,13,,https://asroutdoor.com/products/first-aid-kit-in-plastic-waterproof-case-emergency-supplies-survival-gear-50pc,1,0,0,0,0,0,0,0,1,4
10165489860908,gid://shopify/Product/10165489860908,10-inch-triple-riffle-gold-pan-gold-prospecting-equipment-green,"10 Inch Triple Riffle Gold Pan Gold Prospecting Equipment, Green",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,1244,12,,https://asroutdoor.com/products/10-inch-triple-riffle-gold-pan-gold-prospecting-equipment-green,1,0,0,0,0,0,0,0,1,4
10165513879852,gid://shopify/Product/10165513879852,10-inch-bottom-dual-riffle-gold-pan-gold-prospecting-equipment-green,"10 Inch Bottom Dual Riffle Gold Pan Gold Prospecting Equipment, Green",ACTIVE,"ASR Outdoor","Gold Panning","Sporting Goods > Outdoor Recreation",,,0,1500,2,,https://asroutdoor.com/products/10-inch-bottom-dual-riffle-gold-pan-gold-prospecting-equipment-green,1,0,0,0,0,0,0,0,1,4
10169362415916,gid://shopify/Product/10169362415916,dual-grit-knife-blade-sharpening-stone-2-sizes,"Dual Grit Knife Blade Sharpening Stones, 120/240 (2 Sizes)",ACTIVE,"ASR Outdoor",Survival/Camping,"Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Sharpening Stones",,,0,1388,0,,https://asroutdoor.com/products/dual-grit-knife-blade-sharpening-stone-2-sizes,1,0,0,0,0,0,0,0,1,4
10246630015276,gid://shopify/Product/10246630015276,weather-resistant-nylon-rock-hounding-equipment-tool-bag-with-shoulder-strap-18-x-8-5-x-11-inches,"Weather Resistant Nylon Rock Hounding Equipment Tool Bag with Shoulder Strap (18 x 8.5 x 11 inches)",ACTIVE,"ASR Outdoor","Rock Hounding","Hardware > Hardware Accessories > Tool Storage & Organization > Tool Bags",,,0,1939,7,,https://asroutdoor.com/products/weather-resistant-nylon-rock-hounding-equipment-tool-bag-with-shoulder-strap-18-x-8-5-x-11-inches,1,0,0,0,0,0,0,0,1,4
10246633947436,gid://shopify/Product/10246633947436,4pc-aluminum-eye-loupe-set-2-5x-5x-7-5x-10x,"4pc Premium Quality Aluminum Eye Loupe Set for Rock Hounding Geology Gold Prospecting (2.5X 5X 7.5X 10X)",ACTIVE,"ASR Outdoor","Rock Hounding","Sporting Goods > Outdoor Recreation",,,0,1625,17,,https://asroutdoor.com/products/4pc-aluminum-eye-loupe-set-2-5x-5x-7-5x-10x,1,0,0,0,0,0,0,0,1,4
10246636929324,gid://shopify/Product/10246636929324,20pc-complete-aluminum-storage-container-set-for-rock-hounding-gemstones-gold-prospecting-geology-1-inch-diameter,"20pc Complete Aluminum Storage Container Set for Rock Hounding Gold Prospecting Gemstones Geology",ACTIVE,"ASR Outdoor","Rock Hounding","Sporting Goods > Outdoor Recreation",,,0,1495,11,,https://asroutdoor.com/products/20pc-complete-aluminum-storage-container-set-for-rock-hounding-gemstones-gold-prospecting-geology-1-inch-diameter,1,0,0,0,0,0,0,0,1,4
10246948356396,gid://shopify/Product/10246948356396,3000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,"3000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches",ACTIVE,"ASR Outdoor",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights > Handheld Torches",,,0,2121,7,,https://asroutdoor.com/products/3000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,1,0,0,0,0,0,0,0,1,4
10246952878380,gid://shopify/Product/10246952878380,2000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,"2000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches",ACTIVE,"ASR Outdoor",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights > Handheld Torches",,,0,1726,9,,https://asroutdoor.com/products/2000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,1,0,0,0,0,0,0,0,1,4
10246957728044,gid://shopify/Product/10246957728044,mini-stick-on-led-lights-6-pack-battery-operated-puck-lights-with-magnet-and-adhesive-for-camping-gear-rv-tool-boxes,"Mini Stick On LED Lights 6 Pack Battery Operated Puck Lights with Magnet and Adhesive for Camping Gear RV Tool Boxes",ACTIVE,"ASR Outdoor",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights > Handheld Torches",,,0,1953,12,,https://asroutdoor.com/products/mini-stick-on-led-lights-6-pack-battery-operated-puck-lights-with-magnet-and-adhesive-for-camping-gear-rv-tool-boxes,1,0,0,0,0,0,0,0,1,4
10251979817260,gid://shopify/Product/10251979817260,waterproof-adventure-writing-journal-smudgeproof-personal-notebook,"Waterproof Pocket Notebook All Weather Field Notes Journal (50 Sheets with Pencil)",ACTIVE,"ASR Outdoor",Survival/Camping,"Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Pocket Notebooks",,,0,1918,10,,https://asroutdoor.com/products/waterproof-adventure-writing-journal-smudgeproof-personal-notebook,1,0,0,0,0,0,0,0,1,4
10251985387820,gid://shopify/Product/10251985387820,stainless-steel-emergency-signaling-mirror-camping-hiking-emergency-tool,"Stainless Steel Signaling Mirror – Emergency Survival Mirror for Hiking, Camping & Outdoor Safety",ACTIVE,"ASR Outdoor",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Tools & Kits",,,0,1867,11,,https://asroutdoor.com/products/stainless-steel-emergency-signaling-mirror-camping-hiking-emergency-tool,1,0,0,0,0,0,0,0,1,4
10251991187756,gid://shopify/Product/10251991187756,waterproof-emergency-rain-poncho-lightweight-camping-hiking-rain-protection-clear-1pk,"Waterproof Emergency Rain Poncho Lightweight Camping & Hiking Rain Protection (Clear, 1pk)",ACTIVE,"ASR Outdoor",Survival/Camping,"Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Ponchos",,,0,1946,10,,https://asroutdoor.com/products/waterproof-emergency-rain-poncho-lightweight-camping-hiking-rain-protection-clear-1pk,1,0,0,0,0,0,0,0,1,4
10252002165036,gid://shopify/Product/10252002165036,2-person-emergency-survival-shelter-lightweight-reflective-waterproof-tent,"2 Person Emergency Survival Shelter Lightweight Reflective Waterproof Tent",ACTIVE,"ASR Outdoor",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Tools & Kits",,,0,1970,13,,https://asroutdoor.com/products/2-person-emergency-survival-shelter-lightweight-reflective-waterproof-tent,1,0,0,0,0,0,0,0,1,4
10252005343532,gid://shopify/Product/10252005343532,reusable-thermal-mylar-emergency-blanket-sleeping-bag-bivvy-sack-40um-thickness,"Reusable Thermal Mylar Emergency Blanket Sleeping Bag Bivvy Sack 40um Thickness",ACTIVE,"ASR Outdoor",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Blankets",,,0,3418,11,,https://asroutdoor.com/products/reusable-thermal-mylar-emergency-blanket-sleeping-bag-bivvy-sack-40um-thickness,1,0,0,0,0,0,0,0,1,4
