certainty,item_id,sku,name,category_id,aspect,mode,proposed_value,approved_value,reviewer_notes,allowed_values,title
50,236345137192,NPT-ASTKUNAI-6PC,"ASR Outdoor 6 Piece 6.5 Inch Ninja Kunai Set Assorted Colors With Sheath Set",73522,"Blade Edge",FREE_TEXT,Plain,,,"Plain | Serrated | Combination","ASR Outdoor 6 Piece 6.5 Inch Ninja Kunai Set Assorted Colors With Sheath Set"
50,236345137194,LST-KPL-FPFIRETRUCK-8255F-RED,"Kidplokio Fire Truck Firefighter Rescue Toy Pull Back Cars, Red, Boys Ages 3+",19074,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio Fire Truck Firefighter Rescue Toy Pull Back Cars, Red, Boys Ages 3+"
50,236345137210,LST-LUDDRDPWRCG-2PC-LG-GRN,"Dino Control Jurassic Rex RC Dinosaur Predator With Lights and Sounds - Green",84912,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Dino Control Jurassic Rex RC Dinosaur Predator With Lights and Sounds - Green"
50,236345137220,LST-CATCHBALL-ORNG,"TychoTyke Toss and Catch Self Stick Paddle Game Set Orange",19017,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","TychoTyke Toss and Catch Self Stick Paddle Game Set Orange"
50,236345137225,LST-CONSTRUCTION-RED,"TychoTyke Construction and Rescue Tools Truck with Light and Sound Red",152934,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","TychoTyke Construction and Rescue Tools Truck with Light and Sound Red"
50,364820863592,SON-10SCHHSMFM,"ToolTreaux 10 inch Stone Carving Hammer Hardened Steel Mallet for Masonry",20763,"Handle Material",FREE_TEXT,Steel,,,"ABS | ABS Plastic | Aluminum | Carbon Steel | Cast Iron | CFRP | Concrete | Epoxy Resin | Fiberglass | Forged Steel | Galvanized Steel | GRP | Hardwood | Iron | Latex | Metal | Neodymium | Nylon | Plastic | Polypropylene | Polystyrene | PVC | Rubber | Stainless Steel | Steel | Titanium | Wood","10inch Stone Carving Hammer Hardened Steel Mallet for Masonry"
50,364824402665,LST-LUFERTWFUB-RD-BUN,"Fire Engine Rescue Truck with Firefighter Utility Bucket",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Fire Engine Rescue Truck with Firefighter Utility Bucket"
50,364869811859,UPD-ARMFLOATS-BANZAI,"Banzai Kids Summertime Inflatable Swimming Arm Floaties Pool Floats",145993,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Banzai Kids Summertime Inflatable Swimming Arm Floaties Pool Floats"
50,364909875082,UPD-ARMFLOATS-BANZAI-KPL,"Kidplokio Kids Summertime Inflatable Swimming Arm Floaties Pool Floats",145993,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio Kids Summertime Inflatable Swimming Arm Floaties Pool Floats"
50,365879907948,SON-10SCHHSMFM-2,"ASR Outdoor 10 inch Stone Carving Hammer Hardened Steel Mallet for Masonry",20763,"Handle Material",FREE_TEXT,Steel,,,"ABS | ABS Plastic | Aluminum | Carbon Steel | Cast Iron | CFRP | Concrete | Epoxy Resin | Fiberglass | Forged Steel | Galvanized Steel | GRP | Hardwood | Iron | Latex | Metal | Neodymium | Nylon | Plastic | Polypropylene | Polystyrene | PVC | Rubber | Stainless Steel | Steel | Titanium | Wood","2 Pound 10"" Stone Carving Hammer Hardened Steel Mallet for Masonry"
50,365879908011,XGI-URBANPLAYMAT-POLICE-KP-IH,"Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue, Boys Ages 3+",19100,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue,"
50,365879935293,SON-NPT288-TROWEL-BLK,"Ergonomic Home Garden Trowel Digging Hand Shovel Planting Outdoor Tool - 11 inch",122907,"Blade Material",FREE_TEXT,"Stainless Steel",,,"Aluminum | Bi-Metal | Brass | Bronze | Carbon Steel | Cast Iron | Ceramic | Fiberglass | Forged Steel | High Carbon Steel | Iron | Metal | Nickel | Nickel Chrome | Plastic | Stainless Steel | Steel | Titanium Steel","Ergonomic Home Garden Trowel Digging Hand Shovel Planting Outdoor Tool - 11 inch"
50,365879950540,LST-48PCTRUCK-MY020-PARENT,"Kidplokio Giant Engines 1:32 Scale Semi Truck Construction Cargo Carrier Toy Set, Ages 3-12, Blue or Red",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio Giant Engines 1:32 Scale Semi Truck Construction Cargo Carrier Toy"
50,365879950545,LST-DINOTRUCK-ORG,"TychoTyke 12pc Dinosaur Toys Action Figures with Toy Truck Storage Playset, Lights Sounds, Orange, Boys Ages 3+",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","TychoTyke 12pc Dinosaur Toys Action Figures Toy Truck Storage Playset, Orange"
50,365949582238,LST-TWTTDRCCS-7PC-LG-RD,"7pc Thunder Wheels Die Cast Auto Hauler Toy Truck Diecast Race Car Carrier, Ages 3-12",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio 7pc Red Semi Truck Toy Car Carrier Diecast Playset for Boys 3 and Up"
52,126415790575,ASR-WDACS-BUN-3PC-MED-BNDL,"Wolf Dagger 3pc American Flag Knife Collector Set",73522,"Blade Type",FREE_TEXT,Dagger,,,"Clip Point | Drop Point | Karambit | Needle Point | Sheepsfoot | Spay Point | Spear Point | Straightback | Tanto | Trailing Point | Wharncliffe","Wolf Dagger 3pc American Flag Knife Collector Set"
52,126428136149,NPT-DROPPOINTKNIFE-PARENT,"ASR Tactical Full Tang Paracord Survival Knife with Sheath (Tanto or Drop Point)",73522,"Blade Type",FREE_TEXT,"Fixed Blade",,,"Clip Point | Drop Point | Karambit | Needle Point | Sheepsfoot | Spay Point | Spear Point | Straightback | Tanto | Trailing Point | Wharncliffe","ASR Tactical Full Tang Paracord Survival Knife with Sheath (Tanto or Drop Point)"
52,126468846680,SON-ASRO-PORTABLETOILETSEAT-BLK,"ASR Outdoor Portable Toilet Seat with Lid Compatible with 5 Gallon Bucket, Blk",181397,"Bowl Shape",FREE_TEXT,Round,,,"Elongated | Standard","ASR Outdoor Portable Toilet Seat with Lid Compatible with 5 Gallon Bucket, Blk"
52,126470733996,4SN-DOVEHANDSOAP-PARENT,"Dove Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body, 4oz",180924,Shape,FREE_TEXT,Oval,,,"Disc | Fruit | Heart | Rectangular | Star","Dove Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body, 4oz"
52,126506952902,TTX-22KGOLD-3PC-REDACTED-PZ,"ToolTreaux 3pc Fine Jewelry 22k Gold Testing Kit with Gold Testing Stone",262020,"Set Includes",FREE_TEXT,"Acid and Testing Stone",,,"Bur | Chisel | Clamp | Hammer | Jewelry File | Needle Nose Plier | Plier | Punch | Round Nose Plier | Stamp | Tool Organizer | Zipped Case","ToolTreaux 3pc Fine Jewelry 22k Gold Testing Kit with Gold Testing Stone"
52,127389768427,SON-STEPDRILLBITS-3PC,"Universal Tool High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc",50382,"Suitable For",FREE_TEXT,Metal,,,"Air Compressor | Air Drill | Angle Grinder | Buffing | Cement | Commercial | Drill | Drywall Compound | Grout | Grout Mixer | Lathe | Liquid | Mortar | Orbital Sander | Oscillating Tool | Paint | Plaster | Polishing | Residential | Rotary Tool | Thinset Mortar | Tile Adhesive | Work Bench","Universal Tool High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc"
52,127389838862,SON-ASRO-64X84WOOLBLANKET-NVY-STD,"ASR Outdoor 5lb Navy Blue Wool Blanket Camping Survival Gear, 64 x 84 Inches",111261,Season,FREE_TEXT,Winter,,,"2-Season | 3-Season | 4-Season","ASR Outdoor 5lb Navy Blue Wool Blanket Camping Survival Gear, 64 x 84 Inches"
52,127389838920,SON-SSESM-SML-SLVR,"ASR Outdoor Stainless Steel Emergency Signaling Mirror Camping Hiking Emergency Tool",181415,Features,FREE_TEXT,"Signal Mirror",,,"Adhesive | Adjustable | Adjustable Heat | Compass | Disposable | Emergency Knife | Fire-retardant Material | Flint Fire Starter | Lightweight | Microwavable | Nontoxic | Odorless | Reflective | Smokeless | Waterproof | Whistle | Windproof | Works When Wet","ASR Outdoor Stainless Steel Emergency Signaling Mirror Camping Emergency Tool"
52,127389857805,ASR-GTWATMWST-BUN-2PC-BNDL,"A Comprehensive Guide to Wilderness and Travel Medicine With Survival Tool",181415,"Set Includes",FREE_TEXT,"Book and Survival Tool",,,"Emergency Blanket | Fire Starter | Flashlight | Lighter | Paracord | Signal Mirror | Whistle","ASR Outdoor Comprehensive Wilderness Travel Medicine Guide and Survival Tool"
52,127389857821,SON-UEHWPASBCCT-BUN-4PK,"Universal Emergency Hammer Window Punch and Seat Belt Cutter Car Tools 4 Pack",20763,"Handle Material",FREE_TEXT,Plastic,,,"ABS | ABS Plastic | Aluminum | Carbon Steel | Cast Iron | CFRP | Concrete | Epoxy Resin | Fiberglass | Forged Steel | Galvanized Steel | GRP | Hardwood | Iron | Latex | Metal | Neodymium | Nylon | Plastic | Polypropylene | Polystyrene | PVC | Rubber | Stainless Steel | Steel | Titanium | Wood","Universal Emergency Hammer Window Punch and Seat Belt Cutter Car Tools 4 Pack"
52,127389857832,LST-FLYINGDISC-ORG,"TychoTyke Kids Light Up 10 Inch Flying Disc Outdoor Fun Picnic Park Toys Orange",19017,"Age Level",SELECTION_ONLY,4-7,,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","TychoTyke Kids Light Up 10 Inch Flying Disc Outdoor Fun Picnic Park Toys Orange"
52,127389857864,DLT-JUMBO-PLAYINGCARDS-HATCHIMALS,"Cardinal Licensed Hatchimals Jumbo Printed Graphic Playing Cards",166571,"Age Level",SELECTION_ONLY,4-7,,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Cardinal Licensed Hatchimals Jumbo Printed Graphic Playing Cards"
52,127389857878,TTX-10KGOLD-3PC-REDACTED-PZ,"ToolTreaux 3pc Fine Jewelry 10k Gold Testing Kit with Gold Testing Stone",262020,"Set Includes",FREE_TEXT,"Acid and Testing Stone",,,"Bur | Chisel | Clamp | Hammer | Jewelry File | Needle Nose Plier | Plier | Punch | Round Nose Plier | Stamp | Tool Organizer | Zipped Case","ToolTreaux 3pc Fine Jewelry 10k Gold Testing Kit with Gold Testing Stone"
52,127389878153,LST-TTAHW6CRC-7PC-MED-BL-BUN,"Kidplokio 7pc Blue Semi Truck Toy Car Carrier Diecast Playset for Boys 3 and Up",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio 7pc Blue Semi Truck Toy Car Carrier Diecast Playset for Boys 3 and Up"
52,127389878177,UPD-20PCBARBIEHAIRSET-BR1452,"Barbie 20pc Hair Accessories Set for Girls, Pink",57920,Material,FREE_TEXT,Plastic,,,"100% Acrylic | 100% Cashmere | 100% Cotton | 100% Linen | 100% Lyocell | 100% Merino Wool | 100% Modal | 100% Nylon | 100% Polyamide | 100% Polyester | 100% Silk | 100% Viscose | 100% Wool | ABS Plastic | Acetate | Acrylic | Acrylic Blend | Alpaca | Angora | Bamboo | Brass | Brocade | Camel | Can...","Barbie Girls Hair Accessories Gift Set 20pc Hair Clips Barrettes and Scrunchies"
52,127389878199,SON-DAYPACK-PARENT,"ASR Outdoor Water Resistant Collapsible Day Pack (Many Colors)",181379,Sport/Activity,FREE_TEXT,Hiking,,,"Backpacking | Camping | Hiking","ASR Outdoor Pocket Travel Collapsible Day Pack Lightweight Water Resistant"
52,127389932534,LST-FLYINGDISC-ORG-KPKO,"Kidplokio Light Up 10 Inch Flying Disc Kids Outdoor Summer Toy - Orange",19017,"Age Level",SELECTION_ONLY,4-7,,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio Light Up 10 Inch Flying Disc Kids Outdoor Summer Toy - Orange"
52,127389932563,LST-MONSTERATV-PARENT,"Kidplokio Monster Trucks ATV Off Road Friction Toys Trailer Pull Back Cars",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio Monster Trucks Toy ATV Off Road Friction Trailer Pull Back Cars"
52,127389932568,XGI-CARCARRIER-BLK,"Kids Racing Game Play Mat Diecast Metal Toy Car Carrier Playset 11pc",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kids Racing Game Play Mat Diecast Metal Toy Car Carrier Playset 11pc"
52,127389932574,SON-SGSURSB-10PC-11-MTL,"10pc Sterile Surgical Grade Replacement Scalpel Blades Universal Fit - Size 11",104229,"Intended Use/Discipline",FREE_TEXT,Crafting,,,"Anesthesiology | Biological Laboratory | Cardiology | Cosmetology | Dental Laboratory | Dentistry | Dermatology | Emergency Medicine | Endocrinology | Endodontics | Family Medicine | Gastroenterology | General Surgery | Hematology | Immunology | Internal Medicine | Medical Laboratory | Microbiolo...","10pc Sterile Surgical Grade Replacement Scalpel Blades Universal Fit - Size 11"
52,127389932575,LST-KPL-DIECASTCARSET-50PC,"Kidplokio Ultimate Fleet 50pc Multicolor Diecast Toy Cars Playset for Boys, Ages 3+",180506,"Age Level",SELECTION_ONLY,"3-4 Years",,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7 | 8-11 Years | 12-16 Years | 17 Years & Up","Kidplokio Ultimate Fleet 50pc Multicolor Diecast Toy Cars Play Set for Boys 3+"
52,127389932580,UPD-SUNNYHAIR-CLIP,"Sunny Day Girls Faux Hair Extension Clip and Style with Snap Barrettes Gift Set",19172,"Age Level",SELECTION_ONLY,4-7,,,"12 Months & Under | 1-2 Years | 3-4 Years | 4-7","Sunny Day Girls Faux Hair Extension Clip and Style with Snap Barrettes Gift Set"
52,127389932583,SON-ASRF-LGHAMMER-PARENT,"Large Universal Car Emergency Hammer Window Punch and Seat Belt Cutter Tool",20763,"Handle Material",FREE_TEXT,Plastic,,,"ABS | ABS Plastic | Aluminum | Carbon Steel | Cast Iron | CFRP | Concrete | Epoxy Resin | Fiberglass | Forged Steel | Galvanized Steel | GRP | Hardwood | Iron | Latex | Metal | Neodymium | Nylon | Plastic | Polypropylene | Polystyrene | PVC | Rubber | Stainless Steel | Steel | Titanium | Wood","Large Universal Car Emergency Hammer Window Punch Seat Belt Cutter Tool 2pk 4pk"
52,235238649466,TTX-14KGOLD-3PC-REDACTED-PZ,"ToolTreaux 3pc Fine Jewelry 14k Gold Testing Kit with Gold Testing Stone",262020,"Set Includes",FREE_TEXT,"Acid and Testing Stone",,,"Bur | Chisel | Clamp | Hammer | Jewelry File | Needle Nose Plier | Plier | Punch | Round Nose Plier | Stamp | Tool Organizer | Zipped Case","ToolTreaux 3pc Fine Jewelry 14k Gold Testing Kit with Gold Testing Stone"
