item_id,sku,name,category_id,aspect,importance,mode,proposed_value,source,ai_generated,status,title
127389857830,4SN-MOODLIGHT-RECTANGLE,"Universal Home LED 7 Color Changing Mood Light Ambiance Home Decor White Light",20702,Character,recommended,FREE_TEXT,"Monster Truck",usurper:character_amazon,no,ok,"Universal Home LED 7 Color Changing Mood Light Ambiance Home Decor White Light"
235396232983,4SN-MOODLIGHT-RECTANGLE-2PK,"2pk Home LED 7 Color Changing Mood Lamp Ambiance Light Home Decor",20702,Character,recommended,FREE_TEXT,"Monster Truck",usurper:character_amazon,no,ok,"2pk Home LED 7 Color Changing Mood Lamp Ambiance Light Home Decor"
365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",112581,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
127389857830,4SN-MOODLIGHT-RECTANGLE,"Universal Home LED 7 Color Changing Mood Light Ambiance Home Decor White Light",20702,"Character Family",recommended,FREE_TEXT,"Monster Truck",usurper:character_amazon,no,ok,"Universal Home LED 7 Color Changing Mood Light Ambiance Home Decor White Light"
235396232983,4SN-MOODLIGHT-RECTANGLE-2PK,"2pk Home LED 7 Color Changing Mood Lamp Ambiance Light Home Decor",20702,"Character Family",recommended,FREE_TEXT,"Monster Truck",usurper:character_amazon,no,ok,"2pk Home LED 7 Color Changing Mood Lamp Ambiance Light Home Decor"
365879832353,SON-PHONESTAND-FL89026TL,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen",112581,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,"(2 Pack) Universal Antique Grandfather Brass Clock Key",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Brass Clock Key 2 Pack Even & Odd"
127389857840,SON-UAGBCKE-SML-BRSS,"Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Clock Winding Brass Key 5 Way (Even)"
235240675875,SON-UAGBCKE-SML-BRSS,"Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Clock Winding Brass Key 5 Way (Even)"
236345056407,SON-UAGBCKO-SML-BRSS,"Universal Antique Grandfather Brass Clock Key Odd",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Brass Clock Key Odd"
236345137201,DOY-4PRONGCLOCKKEY-EVEN,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers"
365879908026,UNV-UAGBCK-BUN-2PC-SML-BRSS-2,"(2 Pack) Universal Antique Grandfather Brass Clock Key Even and Odd",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Brass Clock Key 2 Pack"
365879996435,DOY-4PRONGCLOCKKEY-ODD,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Odd Numbers",261610,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Odd Numbers"
127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",11662,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
235148716431,WTB-XMAS-NEW-2022-COZY-BLANKET,"ASR Outdoor Ultrasoft Southwest Navajo Fleece Throw Blanket, 60x80 (Many Colors)",175750,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"ASR Outdoor Queen Size 60x80 Southwest Wilderness Adventure Fleece Throw Blanket"
127389768415,FLL-FOHHAM30MM-30MM-BLCK,"Flatline Ops 30mm Rifle Scope Mount ADI/ACI Ring System for Scopes",52510,"For Gun Make",recommended,FREE_TEXT,,usurper:for_gun_make,no,no_source_value,"Flatline Ops 30mm Rifle Scope Mount ADI/ACI Ring System for Scopes"
364811452556,FLL-HALOXLEVEL-PARENT,"Flatline Ops Halo-X Ultra Precision Rigid Scope Level Bubble (Multiple Sizes)",52510,"For Gun Make",recommended,FREE_TEXT,,usurper:for_gun_make,no,no_source_value,"Flatline Ops Halo-X Ultra Precision Rigid Scope Level Bubble (Multiple Sizes)"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,"(2 Pack) Universal Antique Grandfather Brass Clock Key",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Brass Clock Key 2 Pack Even & Odd"
127389857840,SON-UAGBCKE-SML-BRSS,"Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Clock Winding Brass Key 5 Way (Even)"
235240675875,SON-UAGBCKE-SML-BRSS,"Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Clock Winding Brass Key 5 Way (Even)"
236345056407,SON-UAGBCKO-SML-BRSS,"Universal Antique Grandfather Brass Clock Key Odd",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Brass Clock Key Odd"
236345137201,DOY-4PRONGCLOCKKEY-EVEN,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers"
365879908026,UNV-UAGBCK-BUN-2PC-SML-BRSS-2,"(2 Pack) Universal Antique Grandfather Brass Clock Key Even and Odd",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Antique Grandfather Brass Clock Key 2 Pack"
365879996435,DOY-4PRONGCLOCKKEY-ODD,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Odd Numbers",261610,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Odd Numbers"
364881885930,LST-KPL-PIRATESHIP-RED,"Kidplokio Pirate Ship Ocean Adventure Playset with Lights Sounds Action Figures, Red, Boys, Ages 3+",261069,Franchise,recommended,FREE_TEXT,Pirate,usurper:character,no,ok,"Kidplokio Pirate Ship Ocean Adventure Playset, Lights Sounds Action Figures, Red"
127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",11662,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",10034,"Character Family",recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127737051015,PRF-PFPSUBSEN-STD-BL,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
364839375985,PRF-FIGHTTHROUGH-PARENT,"Productive Fitness Fighthrough Series Work Out Poster Laminated (10 Styles)",28009,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Fighthrough Series Work Out Poster Laminated (6 Styles)"
127389838914,4SN-BLE-CHRMWBOTTLE-23OZ,"Beille Silver Chrome Borosilicate Glass BPA Free Water Bottle with Bamboo Lid Hydration Health and Beauty, 23oz",177006,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 23oz Silver Glass BPA Free Water Bottle with Bamboo Lid"
127410844912,4SN-BLE-WHISKEYGLASSES-PARENT,"Beille 10.82oz Whiskey Glasses Old Fashioned Glass Barware Kitchen Essentials Home Décor (Assorted Pack Sizes)",20696,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 10.82oz Whiskey Glasses Old Fashioned Glass Barware (Many Pack Sizes)"
127417945230,4SN-BLE-COUPEGLASSES-PARENT,"Beille 8.5oz Classic Coupe Glasses Dishwasher Safe Crystal Style Glassware for Champagne, Martinis and Craft Cocktails (Assorted Pack Sizes)",20696,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 8.5oz Classic Coupe Glasses Dishwasher Safe Glassware (3 Pack Sizes)"
236344962453,26C-11OZCLEARGLASSTUMBLER-4PK-BUN,"Beille 11oz Water Glasses Clear Tumbler Set Kitchen Essentials Everyday Glassware, 4pk",20696,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 11oz Water Glasses Clear Tumbler Set Kitchen Essentials Glassware, 4pk"
236345031444,4SN-GOBLETWATERGLASSES-6PK,"Beille Set of 6 Clear Classic Goblet Water Glasses Home Decor Glassware, 7.43oz",260384,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille Set of 6 Clear Classic Goblet Water Glasses Home Decor Glassware, 7.43oz"
236345056396,SON-ASRO-ENAMELCOFFEEMUG-BLU,"ASR Outdoor 11.75oz Stainless Steel and Enamel Coffee Mug Camping Essentials, Classic Speckled Blue",20695,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"ASR Outdoor 11.75oz Stainless Steel and Enamel Coffee Mug Camping Essentials, Cl"
365879832351,4SN-BLE-STEMLESSWINEGLASSES-4PC,"Beille 4pc Stemless Wine Glasses Kitchen Decor Entertaining Essentials, 21oz (Made in USA)",20696,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 4pc Stemless Wine Glasses Kitchen Decor Entertaining Essentials, 21oz"
365906269227,4SN-BLE-CHAMPAGNEFLUTES-PARENT,"Beille 9oz Stemless Glass Champagne Flutes Glassware Barware Made in USA (Assorted Pack Sizes)",20696,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 9oz Stemless Glass Champagne Flutes Glassware Made in USA (3 Pack Sizes)"
365920250803,4SN-BLE-17OZCOFFEEMUGS-PARENT,"Beille 17oz Stoneware Terracotta Coffee Mugs Farmhouse Decor Kitchen Essentials (4 Colors)",20695,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 17oz Stoneware Terracotta Coffee Mug Farmhouse Decor Kitchen (4 Colors)"
364721606929,26C-WS10PCCUPS-YJJ-74613-72-NOVAR,"Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw",134728,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Beille 10 Piece Kitchen Measuring Cups Spoons Cooking Baking Set Wheat Straw"
127389878181,4SN-SPORTSBOTTLE-PARENT,"ASR Outdoor Pop Top Sports Water Bottle 33oz Fitness Daily Hydration",181408,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"ASR Outdoor Pop Top Sports Water Bottle 33oz Fitness Daily Hydration"
236345069160,SON-AOES5LWFCP-LG-CLR,"ASR Outdoor Emergency Survival 5 Liter Water Flask Compact Portable",181408,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"ASR Outdoor Emergency Survival 5 Liter Water Flask Compact Portable"
365879935290,4SN-CHRMWBOTTLE-23OZ,"ASR Outdoor Chrome Finish Leak Proof Glass Water Bottle 23oz with Bamboo Lid",181408,Theme,recommended,FREE_TEXT,,usurper:theme,no,no_source_value,"ASR Outdoor Chrome Finish Leak Proof 23oz Glass Water Bottle with Bamboo Lid"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
364839375985,PRF-FIGHTTHROUGH-PARENT,"Productive Fitness Fighthrough Series Work Out Poster Laminated (10 Styles)",28009,Franchise,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Productive Fitness Fighthrough Series Work Out Poster Laminated (6 Styles)"
236345069150,4SN-COFFEEMUGS-54715-WARM,"Beille Ceramic Stoneware Modern Dipped Coffee Cups 3pc Set, Assorted Colors",262378,Pattern,recommended,FREE_TEXT,Modern,usurper:pattern_walmart,no,ok,"Beille Ceramic Stoneware Modern Dipped Coffee Cups 3pc Set, Assorted Colors"
365879950568,MCN-MOMUAQDGTNBX-2PC-35X62-NVYBL,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL",40587,Theme,recommended,FREE_TEXT,"Outdoor, Camping, Hiking",usurper:theme_walmart,no,ok,"Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
236345137222,HGR-NANNINIQUICK79-PARENT,"Nannini Quick 7.9 Lightweight Reading Glasses (Many Optics and Colors)",67670,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Nannini Italy Quick 7.9 Lightweight Reading Glasses (Many Strengths and Colors)"
125770812748,MCN-HEROCLIPMINI-BLCKBLU-210011-923,"HEROCLIP Carabiner Clip and Hook (Mini) for Travel, Luggage, and Small Bags (Black & Blue)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"HEROCLIP Carabiner Clip Hook Mini for Camping, Organization (Black & Blue)"
126112000074,CARABINER-JUMBO-PARENT,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)"
126459398545,SON-JUMBOBINERS-PARENT,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip (Many Colors)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip (Many Colors)"
127389768445,SON-J65XCKCWHGB-XL-BL,"Jumbo 6.5 inch XL Carabiner Key Chain  - Blue",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5 inch XL Carabiner Key Chain  - Blue"
127389857833,SON-J65XCKCWHGP-XL-PURPLE,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5"" XL Carabiner Key Chain  - Purple"
127389878179,SON-J65XCKCWHGR-XL-RD,"Jumbo 6.5 inch XL Carabiner Key Chain Outdoor Rec - Red",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5 inch XL Carabiner Key Chain  Outdoor Rec - Red"
235459823131,MCN-HEROCLIPLRG-BLU-210014-401,"HEROCLIP Carabiner Clip and Hook (Large) for Camping, Backpack, Organization, and Garage (Blue)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"HEROCLIP Carabiner Clip Hook Large for Camping, Backpack, Organization (Blue)"
235505374455,MCN-HEROCLIPSML-BLKRED-210012-922,"HEROCLIP Carabiner Clip and Hook (Small) for Purse, Stroller, and Backpack (Black with Red Hook)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"HEROCLIP Carabiner Clip and Hook Small for Purse, Stroller (Black and Red)"
236345056424,ZKT-TKRHBCCFZ-SML-BLCK,"Tactical Keyring Holder Belt Connector Clip ZT55",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Zak Tool 1pc Tactical Connector Clip for ZT55 Duty Belt Clips (PN# ZT55-C)"
236345056427,MCN-HEROCLIPLRG-BLK-210014-010-PARENT,"HEROCLIP Large Black Carabiner Clip Hook for Camping, Backpack (2 Pack Sizes)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"HEROCLIP Large Black Carabiner Clip Hook for Camping, Backpack (2 Pack Sizes)"
236345137159,SON-J65XCKCWHGB-XL-BLCK,"Jumbo 6.5 Inch XL Carabiner Key Chain  - Black",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Jumbo 6.5 Inch XL Carabiner Key Chain  - Black"
236345160662,SON-AOPAKR-SML-SLVR,"ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory"
364857922960,CARABINER-6PK-PARENT,"6 Pack Aluminum Multi-Color Carabiner Spring Clip Keychain (Many Sizes, Colors)",52373,Character,recommended,FREE_TEXT,Chewbacca,usurper:character_amazon,no,ok,"6 Pack Aluminum Multi-Color Carabiner Keychain Spring Clip (Many Sizes, Colors)"
365879950586,MCN-HEROCLIPLRG-GRY-210014-021-PARENT,"HEROCLIP Large Carabiner Clip and Hook for Camping, Backpack (2 Pack Sizes)",52373,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"HEROCLIP Large Gray Carabiner Clip and Hook for Camping, Backpack (2 Pack Sizes)"
126412730192,HWC-LEATHERBADGEHOLDER-BLACK,"ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain, Black",169271,Character,recommended,FREE_TEXT,police,usurper:character_amazon,no,ok,"ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain,"
363932435623,SHM-BCBH-ONE-BLCK,"ASR Federal Universal Belt Clip Badge Holder with Metal Clip, Made in USA, Leather, Black",169271,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"Belt Clip Badge Holder Stainless Steel Tactical Heavy Gauge Leather Made In USA"
365879908024,HWC-HIDDENBADGERFID-PARENT,"ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID Card Holder (Round, Shield, Oval), Black",169271,Character,recommended,FREE_TEXT,,usurper:character_ebay,no,no_source_value,"ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID"
127389838942,UPD-FLOWERCLIP-11496446-PRINCESS,"Disney Princess Purple Flower Hair Clip Accessory for Girls Dress Up",57920,Character,recommended,FREE_TEXT,Disney,usurper:character_walmart,no,ok,"Disney Princess Purple Flower Hair Clip Accessory for Girls Dress Up"
236345069164,UPD-HEADWRAP-11496435-PRINCESS,"Disney Princess Purple Glitter Elastic Hair Band Headband Hair Bow for Girls Fashion Accessory",57920,Character,recommended,FREE_TEXT,Disney,usurper:character_walmart,no,ok,"Disney Princess Purple Glitter Elastic Hair Band Headband Hair Bow for Girls"
126470733996,4SN-DOVEHANDSOAP-PARENT,"Dove Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body, 4oz",180924,"Country of Origin",recommended,SELECTION_ONLY,"United States",usurper:country_of_origin,no,ok,"Dove Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body, 4oz"
127389838887,HWK-LEATHAPRON-PARENT,"ToolTreaux Unisex Large Leather Workshop Apron Full Body with Pockets",42632,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"ToolTreaux Unisex Large Leather Workshop Apron Full Body with Pockets"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)",261068,"Country of Origin",recommended,SELECTION_ONLY,,usurper:country_of_origin,no,no_source_value,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
