item_id,sku,category_id,aspect,reason
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,261068,"Autograph Format","mass-produced action figure, not autographed"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,261068,"Professional Grader","not a graded/certified collectible"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,261068,Grade,"not a graded/certified collectible"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,261068,"Certification Number","not a graded/certified collectible"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,Character,"generic exercise poster, no licensed character"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,Culture,"generic instructional poster, no culture theme"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,"Featured Person/Artist","generic stock exercise poster, no featured artist"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,Franchise,"generic fitness poster, no franchise"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,"Signed By","mass-produced poster, not autographed"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,"COA Issued By","mass-produced poster, no certificate of authenticity"
127389838928,4SN-CHEESEGRATER-PNK-45498,11662,Character,"plain utility kitchen grater, no licensed character"
127389838928,4SN-CHEESEGRATER-PNK-45498,11662,Franchise,"plain utility kitchen grater, no franchise"
127389838928,4SN-CHEESEGRATER-PNK-45498,11662,"Wood Tone","stainless steel grater, not wood"
127389838937,SON-SCSA-21PC-34D1D-SLVR,183080,Theme,"plain utility storage containers, no theme"
127389838951,4SN-WALLCLOCK-PARENT,20561,"Smart Home Compatibility","simple analog wall clock, not a smart device"
127389838951,4SN-WALLCLOCK-PARENT,20561,"Smart Home Protocol","simple analog wall clock, not a smart device"
127389838951,4SN-WALLCLOCK-PARENT,20561,"Protection Plan","low-cost kids wall clock, no protection plan offered"
127389838965,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,46282,"Wood Tone","plastic, not wood"
127389838965,SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR,46282,Theme,"plain utility cutting board, no theme"
127389857796,AQM-MFUQC14I-14-BLCK,87125,Event,"splice kit accessory, not event-related"
127389857796,AQM-MFUQC14I-14-BLCK,87125,"Event Type","splice kit accessory, not event-related"
127389857796,AQM-MFUQC14I-14-BLCK,87125,Team,"splice kit accessory, no sports team affiliation"
127389857796,AQM-MFUQC14I-14-BLCK,87125,"EPA Registration Number","tubing splice kit, not a pesticide/regulated chemical product"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,261610,"Autograph Authentication","brass winding key, not an autographed item"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,261610,"Autograph Authentication Number","brass winding key, not an autographed item"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,261610,"Autograph Format","brass winding key, not an autographed item"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,261610,Character,"plain utility clock key, no licensed character"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,261610,Franchise,"plain utility clock key, no franchise"
127389857807,UNV-UAGBCK-BUN-2PC-SML-BRSS,261610,"Signed By","brass winding key, not an autographed item"
127389857823,FLL-BOSDTBO-L375LD5-BLCK,20688,"Wood Tone","metal bottle opener, not wood"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Chain Type","silicone stretch bracelet, not a chain-type jewelry piece"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Diamond Color Grade","novelty silicone toy bracelet, not real diamonds"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Main Stone","novelty silicone toy bracelet, no real gemstone"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Main Stone Creation","novelty silicone toy bracelet, no real gemstone"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Main Stone Shape","novelty silicone toy bracelet, no real gemstone"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Main Stone Treatment","novelty silicone toy bracelet, no real gemstone"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Metal Purity","silicone bracelet, not a metal jewelry item"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Number of Diamonds","novelty silicone toy bracelet, no real diamonds"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Setting Style","novelty silicone toy bracelet, no gemstone setting"
127389857824,UPD-SSB-4PC-SML-PNK,261974,"Total Carat Weight","novelty silicone toy bracelet, no real gemstones"
127389857830,4SN-MOODLIGHT-RECTANGLE,20702,Department,"home decor lighting product, not apparel with a department"
127389857833,SON-J65XCKCWHGP-XL-PURPLE,52373,Character,"plain utility carabiner, no licensed character"
127389857833,SON-J65XCKCWHGP-XL-PURPLE,52373,"Character Family","plain utility carabiner, no licensed character"
127389857833,SON-J65XCKCWHGP-XL-PURPLE,52373,Theme,"plain utility carabiner, no theme"
127389857840,SON-UAGBCKE-SML-BRSS,261610,"Autograph Authentication","brass winding key, not an autographed item"
127389857840,SON-UAGBCKE-SML-BRSS,261610,"Autograph Authentication Number","brass winding key, not an autographed item"
127389857840,SON-UAGBCKE-SML-BRSS,261610,"Autograph Format","brass winding key, not an autographed item"
127389857840,SON-UAGBCKE-SML-BRSS,261610,Character,"plain utility clock key, no licensed character"
127389857840,SON-UAGBCKE-SML-BRSS,261610,Franchise,"plain utility clock key, no franchise"
127389857840,SON-UAGBCKE-SML-BRSS,261610,"Signed By","brass winding key, not an autographed item"
127389857844,HWC-AFLDIH-STD-BLCK,71482,"Lens Material","leather ID holder, not a mirror/lens product"
127389857844,HWC-AFLDIH-STD-BLCK,71482,"Mirror Environment","leather ID holder, not a mirror product"
127389857844,HWC-AFLDIH-STD-BLCK,71482,"Mirror Shape","leather ID holder, not a mirror product"
127389857844,HWC-AFLDIH-STD-BLCK,71482,"Mirror Width","leather ID holder, not a mirror product"
127389857844,HWC-AFLDIH-STD-BLCK,71482,"Viewing Angle","leather ID holder, not a mirror/optic product"
127389857846,SON-AOMDBWSB-17X125-BLCK,87122,Event,"plain drawstring bag, not event-related"
127389857846,SON-AOMDBWSB-17X125-BLCK,87122,"Event Type","plain drawstring bag, not event-related"
127389857846,SON-AOMDBWSB-17X125-BLCK,87122,Team,"plain drawstring bag, no sports team affiliation"
127389857846,SON-AOMDBWSB-17X125-BLCK,87122,"EPA Registration Number","drawstring bag, not a pesticide/regulated chemical product"
127389878170,UNV-INSULATEDLEADSALLIGATORCLIPS-2,181959,"Expiration Date","electronic test lead cable, doesn't expire"
127389878179,SON-J65XCKCWHGR-XL-RD,52373,Character,"plain utility carabiner, no licensed character"
127389878179,SON-J65XCKCWHGR-XL-RD,52373,"Character Family","plain utility carabiner, no licensed character"
127389878179,SON-J65XCKCWHGR-XL-RD,52373,Theme,"plain utility carabiner, no theme"
127389878186,EVR-ASRO-LAPTOPBACKPACK-GREY,181379,Event,"plain travel backpack, not event-related"
127389878186,EVR-ASRO-LAPTOPBACKPACK-GREY,181379,"Event Type","plain travel backpack, not event-related"
127389878186,EVR-ASRO-LAPTOPBACKPACK-GREY,181379,Team,"plain travel backpack, no sports team affiliation"
127389878186,EVR-ASRO-LAPTOPBACKPACK-GREY,181379,"EPA Registration Number","travel backpack, not a pesticide/regulated chemical product"
127389878189,SON-20ITLWAC-10PC-STD-RD,181959,"Expiration Date","electronic test lead cable, doesn't expire"
127389878199,SON-DAYPACK-PARENT,181379,Event,"plain travel daypack, not event-related"
127389878199,SON-DAYPACK-PARENT,181379,"Event Type","plain travel daypack, not event-related"
127389878199,SON-DAYPACK-PARENT,181379,Team,"plain travel daypack, no sports team affiliation"
127389878199,SON-DAYPACK-PARENT,181379,"EPA Registration Number","daypack backpack, not a pesticide/regulated chemical product"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,28009,Character,"generic exercise poster, no licensed character"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,28009,Culture,"generic instructional poster, no culture theme"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,28009,"Featured Person/Artist","generic stock exercise poster, no featured artist"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,28009,Franchise,"generic fitness poster, no franchise"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,28009,"Signed By","mass-produced poster, not autographed"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,28009,"COA Issued By","mass-produced poster, no certificate of authenticity"
127389932542,MCN-MGAZP-2E-BLCK,52482,"Battery Life","zipper pull replacement parts, not an electronic device"
127389932542,MCN-MGAZP-2E-BLCK,52482,Connectivity,"zipper pull replacement parts, not an electronic device"
127389932542,MCN-MGAZP-2E-BLCK,52482,"Display Resolution","zipper pull replacement parts, not an electronic device"
127389932542,MCN-MGAZP-2E-BLCK,52482,"Display Size","zipper pull replacement parts, not an electronic device"
127389932542,MCN-MGAZP-2E-BLCK,52482,"Measurement Provided","zipper pull replacement parts, not a measuring instrument"
127389932542,MCN-MGAZP-2E-BLCK,52482,"Measurement System","zipper pull replacement parts, not a measuring instrument"
127389932542,MCN-MGAZP-2E-BLCK,52482,"Power Source","simple zipper pull hardware, not powered"
127389932542,MCN-MGAZP-2E-BLCK,52482,Sensors,"zipper pull replacement parts, not an electronic device"
127389932542,MCN-MGAZP-2E-BLCK,52482,Sport/Activity,"general gear repair part, not tied to a specific sport"
127389932552,DLX-WORKGLOVES-ORG,43616,"Expiration Date","fabric/knit garden gloves, doesn't expire"
127389932574,SON-SGSURSB-10PC-11-MTL,104229,"Handle Number","blade-only replacement set, no handle included to number"
127389932586,SON-UMLDSHS-BLCK,183080,Theme,"medical diagnostic stethoscope, no decorative theme"
127488196314,LST-GALAXYSRD-PARENT,261068,"Animal Species","toy lightsaber/sword, not an animal character"
127488196314,LST-GALAXYSRD-PARENT,261068,Sport,"toy weapon prop, not sports-related"
127488196314,LST-GALAXYSRD-PARENT,261068,"Transformer Faction","space sword toy, not a Transformers product"
127488196314,LST-GALAXYSRD-PARENT,261068,"Vehicle Type","toy sword, not a vehicle"
127488196314,LST-GALAXYSRD-PARENT,261068,"Signed By","mass-produced toy, not autographed"
127488196314,LST-GALAXYSRD-PARENT,261068,"Autograph Authentication","mass-produced toy, not autographed"
127488196314,LST-GALAXYSRD-PARENT,261068,"Autograph Authentication Number","mass-produced toy, not autographed"
127488196314,LST-GALAXYSRD-PARENT,261068,"Autograph Format","mass-produced toy, not autographed"
127488196314,LST-GALAXYSRD-PARENT,261068,"Professional Grader","not a graded/certified collectible"
127488196314,LST-GALAXYSRD-PARENT,261068,Grade,"not a graded/certified collectible"
127737051015,PRF-PFPSUBSEN-STD-BL,28009,Character,"generic exercise poster, no licensed character"
127737051015,PRF-PFPSUBSEN-STD-BL,28009,Culture,"generic instructional poster, no culture theme"
127737051015,PRF-PFPSUBSEN-STD-BL,28009,"Featured Person/Artist","generic stock exercise poster, no featured artist"
127737051015,PRF-PFPSUBSEN-STD-BL,28009,"Signed By","mass-produced poster, not autographed"
127737051015,PRF-PFPSUBSEN-STD-BL,28009,"COA Issued By","mass-produced poster, no certificate of authenticity"
235240675875,SON-UAGBCKE-SML-BRSS,261610,"Autograph Authentication","brass winding key, not an autographed item"
235240675875,SON-UAGBCKE-SML-BRSS,261610,"Autograph Authentication Number","brass winding key, not an autographed item"
235240675875,SON-UAGBCKE-SML-BRSS,261610,"Autograph Format","brass winding key, not an autographed item"
235240675875,SON-UAGBCKE-SML-BRSS,261610,Character,"plain utility clock key, no licensed character"
235240675875,SON-UAGBCKE-SML-BRSS,261610,Franchise,"plain utility clock key, no franchise"
235240675875,SON-UAGBCKE-SML-BRSS,261610,"Signed By","brass winding key, not an autographed item"
235396232983,4SN-MOODLIGHT-RECTANGLE-2PK,20702,Department,"home decor lighting product, not apparel with a department"
235459823131,MCN-HEROCLIPLRG-BLU-210014-401,52373,Character,"plain utility carabiner, no licensed character"
235459823131,MCN-HEROCLIPLRG-BLU-210014-401,52373,"Character Family","plain utility carabiner, no licensed character"
235459823131,MCN-HEROCLIPLRG-BLU-210014-401,52373,Theme,"plain utility carabiner, no theme"
235463330536,SON-ZIPPERPULLCOMPASS-BLK-2PK,52482,Connectivity,"simple analog compass, not an electronic/connected device"
235463330536,SON-ZIPPERPULLCOMPASS-BLK-2PK,52482,"Display Resolution","simple analog compass, has no digital display"
235463330536,SON-ZIPPERPULLCOMPASS-BLK-2PK,52482,"Display Size","simple analog compass, has no digital display"
235505374455,MCN-HEROCLIPSML-BLKRED-210012-922,52373,Character,"plain utility carabiner, no licensed character"
235505374455,MCN-HEROCLIPSML-BLKRED-210012-922,52373,"Character Family","plain utility carabiner, no licensed character"
235505374455,MCN-HEROCLIPSML-BLKRED-210012-922,52373,Theme,"plain utility carabiner, no theme"
235522127585,SON-FLEXIDUSTER-PARENT,161648,Theme,"plain utility cleaning duster, no theme"
235540665153,UPD-HELI-IRBALL-SW-PARENT,123847,"Blade Length","ball-shaped flying toy helicopter, propellers enclosed/not a stated blade spec"
235540665153,UPD-HELI-IRBALL-SW-PARENT,123847,"Lot (Y/N)","single retail toy item, not a bulk lot listing field"
235540665153,UPD-HELI-IRBALL-SW-PARENT,123847,"Replica of","toy helicopter, not a replica of a real model"
235917170385,EVR-ASRO-21LDUFFLEBAG-BLK,52357,Character,"plain utility duffel bag, no licensed character"
236025492026,SON-ASRO-SSCOFFEEMUG-PARENT,181383,"EPA Registration Number","stainless steel coffee mug, not a pesticide/regulated chemical product"
236167093641,26C-BLE-BEECHWOODUTENSILS-PARENT,20649,"Personalization Instructions","standard utility kitchen utensils, not personalized"
236167093641,26C-BLE-BEECHWOODUTENSILS-PARENT,20649,Theme,"plain utility utensil set, no licensed theme"
236167093641,26C-BLE-BEECHWOODUTENSILS-PARENT,20649,Pattern,"plain/solid utensils, no decorative pattern"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"EPA Registration Number","cleaning/waterproofing care kit, not a pesticide"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Fill Material","not a sleeping bag, no fill"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Fill Power","not a sleeping bag, no fill power"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Hip Girth","not a sleeping bag, no body fit dimensions"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Lining Material","not a sleeping bag, no lining"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,R-Value,"not a sleeping bag/pad"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,Season,"care kit, not season-rated"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,Shape,"not a sleeping bag"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Shoulder Girth","not a sleeping bag, no body fit dimensions"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Sleeping Capacity","not a sleeping bag"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Stuff Sack Size","care kit, no stuff sack"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Temperature Rating","care kit, not a sleeping bag"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Zipper Location","care kit, no zipper"
236206659191,MCN-GARVXPCW-BNDL-AMZ,87100,"Packed Size","liquid bottles in a kit, no compressed packed size"
236344962436,HWK-NYTOOLBAG-AB77,42362,"Item Diameter","rectangular tool bag, no single diameter dimension"
236344962444,UNV-HOBBYKNIFEMETALSCALPEL,104229,"Expiration Date","metal scalpel handle, not a sterile disposable with expiry"
236344962453,26C-11OZCLEARGLASSTUMBLER-4PK-BUN,20696,Character,"plain clear glassware, no character"
236344962453,26C-11OZCLEARGLASSTUMBLER-4PK-BUN,20696,"Character Family","plain clear glassware, no character family"
236344962453,26C-11OZCLEARGLASSTUMBLER-4PK-BUN,20696,"Personalization Instructions","not a personalized product"
236344962453,26C-11OZCLEARGLASSTUMBLER-4PK-BUN,20696,Theme,"plain utility glassware, no theme"
236344962453,26C-11OZCLEARGLASSTUMBLER-4PK-BUN,20696,Pattern,"plain clear glass, no decorative pattern"
236344962454,SON-TS2ISSCS-6PC,20761,"Item Diameter","spring clamps have jaw opening, not a single item diameter"
236344962454,SON-TS2ISSCS-6PC,20761,"Personalization Instructions","not a personalized product"
236344962455,LST-CINCHBAG-12PC-TRCK-BUN,260988,"Personalization Instructions","not a personalized product"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Animal Species","tote bag, not an animal figure"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Animation Studio","product is a tote bag, not an animated production"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Autograph Authentication","mass-produced bag, no autograph"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Autograph Authentication Number","mass-produced bag, no autograph"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Autograph Format","mass-produced bag, no autograph"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Certification Number","not a graded collectible"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Convention/Event,"retail product, not a convention exclusive"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Featured Person/Artist","fictional character IP, no featured real person"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Grade,"not a graded collectible"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Personalization Instructions","not a personalized product"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Professional Grader","not a graded collectible"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Scale,"tote bag, not a scale model"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Signed By","mass-produced product, not signed"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Time Period Manufactured","contemporary mass-produced retail product, not a vintage collectible"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Transformer Faction","Star Wars, not Transformers"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,"Vehicle Type","tote bag, not a vehicle"
236344962459,4SN-6PCKNIVES-50549,177005,"Personalization Instructions","not a personalized product"
236344962462,MCN-WILDERNESSTRAVELGUIDE,261186,"Personalization Instructions","not a personalized product"
236344962462,MCN-WILDERNESSTRAVELGUIDE,261186,"Signed By","mass-produced guide book, not signed"
236344962462,MCN-WILDERNESSTRAVELGUIDE,261186,Era,"survival reference guide, literary era classification does not apply"
236344962462,MCN-WILDERNESSTRAVELGUIDE,261186,"Literary Movement","practical reference guide, not part of a literary movement"
236344962469,SON-ACIDBRUSHSET-12PC,183161,"Wood Type","metal handle brushes, not a wood product"
236344962475,DLT-CHARSTOCKS-PARENT,170091,Filling,"empty decorative stocking, not sold with filling"
236344962475,DLT-CHARSTOCKS-PARENT,170091,"Personalization Instructions","not a personalized product"
236345031404,DLX-LINTEROLLER2REFILLS-1PK,170626,Pattern,"plain functional lint roller, no decorative pattern"
236345031404,DLX-LINTEROLLER2REFILLS-1PK,170626,Shape,"standard cylindrical lint roller, shape not a meaningful differentiator"
236345031404,DLX-LINTEROLLER2REFILLS-1PK,170626,Style,"utility cleaning product, style classification does not apply"
236345031406,SON-OEHWPASBC-2,20763,"Personalization Instructions","not a personalized product"
236345031406,SON-OEHWPASBC-2,20763,"Item Diameter","emergency hammer tool, not a cylindrical item with single diameter"
236345031413,APL-SUBSHARK-AS-9445,180506,"Vehicle Make","fictional toy vehicle, no real manufacturer make"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"EPA Registration Number","emergency blanket/sleeping bag, not a pesticide"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"Fill Material","emergency mylar sleeping bag with no insulating fill"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"Fill Power","emergency sleeping bag, no down fill power"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"Hip Girth","emergency sleeping bag, not fit-rated by body dimensions"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,R-Value,"emergency foil blanket bag, no R-value insulation rating"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"Shoulder Girth","emergency sleeping bag, not fit-rated by body dimensions"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"Zipper Location","emergency sleeping bag with drawstring, no zipper"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,"Sleeping Capacity","single-person emergency bag, sleeping capacity is always 1"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"EPA Registration Number","fabric care/repair kit, not a pesticide"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Fill Material","not a sleeping bag, no fill"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Fill Power","not a sleeping bag, no fill power"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Hip Girth","not a sleeping bag, no body fit dimensions"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Lining Material","not a sleeping bag, no lining"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,R-Value,"not a sleeping bag/pad"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,Season,"care kit, not season-rated"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,Shape,"not a sleeping bag"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Shoulder Girth","not a sleeping bag, no body fit dimensions"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Sleeping Capacity","not a sleeping bag"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Stuff Sack Size","care kit, no stuff sack"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Temperature Rating","care kit, not a sleeping bag"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Zipper Location","care kit, no zipper"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Packed Size","liquid bottles and patches, no compressed packed size"
