item_id,status,notes,html_bytes
126827721230,ok,,3642
127082971121,needs_review,"METAL DETECTOR ACCESSORIES: (1) Premium tool bag, (1) Compact hand shovel pick, (1) Large sand scoop holes, (1) Rigid hand scoop 9"" steel probe, (1) Hand trowel with depth markers, (1) Serrated edge digger, (1) Pair gloves, (1) Depth marker trowel, (1) 10x specimen magnification eye loupe, (1) Attaching carabiner clip, (6) Specimen sealable bags, (1) Waterproof notebook, (1) Mag tweezers with with (1) Premium equipment tool bag (1) Compact hand shovel with pick (1) Large sand scoop with holes (1) Rigid hand scoop with 9"" steel probe (1) Hand trowel with depth markers (1) Serrated edge digger (1) Pair of gloves (1) Depth marker trowel (1) 10x specimen magnification eye loupe (1) Attaching carabiner clip (6) Specimen sealable bags (1) Waterproof notebook (1) Mag tweezers The best part about this metal detector accessories field kit, is that all included tools fit into the included heavy duty tool bag, making it easy tote tools from the field, while keeping them together and organized one location. tool bag is constructed of heavy-duty, durable 600D ripstop nylon that will keep your tools organized and ready to use whenever you need them. The bag itself measures 18"" x 9"" x 11"" when open, and has a sturdy zip closure at the top of the bag. Both sides of the bag feature side pockets so you can have easy access to your most commonly used tools and accessories. The bag has top carry handles, and also comes with a separate adjustable shoulder strap that you can attach to the bag additional carrying options. There is an additional storage space underneath the bag that can store heavier tools. Additional items included are the in metal detecting shovel, durable ABS hand scoop measures inches in length and features a built in steel probe for finding and collecting valuables in sand and dirt. The steel probe unscrews from inside the top of the handle, and can conveniently be reattached to the end of the scoop, so both tools can be used simultaneously. Whether you’re a seasoned metal detecting hobbyist or brand new to the sport, the is suitable for all levels and will have you covered in the field from start to finish. for to to",
127088986267,ok,,6680
127116875911,unrecognized,,
127168314084,needs_review,"Built tough the backcountry, this spacious pack carries all your gear comfortably with reinforced seams, padded and adjustable shoulder straps, and multiple compartments Classifier Screens (Multiple Sizes): Speed up your panning process with lightweight, stackable screens that separate larger rocks and debris from finer material, ideal for high efficiency prospecting Pans: High quality inch single riffle and inch dual riffle gold pans ensure you never miss a flake, whether working in a riverbed or remote stream 8lb Magnetic Pick Tool: Remove unwanted magnetic black sand from concentrates quickly, lightweight and perfect for field use 3-in-1 Shovel: Compact yet rugged, this digging tool is ready tackle any terrain, whether breaking hard ground, scooping gravel or digging into riverbanks Collapsible Bucket with Stand: Lightweight and portable, this foldable bucket is perfect for collecting water or transporting pay dirt; packs down small save space. Fine Recovery Tools: Everything you need to help recover and store even the tiniest specs gold with ease Designed for portability and performance, the 14pc Gold is your reliable companion for off the grid gold adventures. Whether hiking into remote streams or exploring historic goldfields, you’ll have all the tools needed to pan, classify, recover and store found gold. Good luck! for to to Up",
127196591598,ok,,5146
127226971822,ok,,4459
127236581110,ok,,5788
127239775819,ok,,5820
127239950660,ok,,6141
127239967300,ok,,4618
127264606664,ok,,3820
127365667688,ok,,5084
127389768398,ok,,3391
127389768400,ok,,4214
127389768402,ok,,3836
127389768403,ok,,3952
127389768404,ok,,3611
127389768405,ok,,3034
127389768406,ok,,5722
127389768407,ok,,4805
127389768408,needs_review,060886628095,
127389768410,ok,,2982
127389768411,ok,,4236
127389768412,ok,,4008
127389768415,ok,,4148
127389768417,ok,,6297
127389768418,ok,,5192
127389768419,ok,,2861
127389768421,ok,,3242
127389768422,ok,,4081
127389768427,ok,,4786
127389768429,ok,,5476
127389768430,ok,,3201
127389768433,ok,,3190
127389768434,ok,,2689
127389768437,ok,,4177
127389768441,ok,,5826
127389768442,ok,,3614
127389768444,ok,,7797
127389768445,ok,,3625
127389838857,ok,,3600
127389838859,ok,,7764
127389838860,ok,,6341
127389838862,ok,,5543
127389838864,needs_review,90MAT123,
127389838865,ok,,5544
127389838866,ok,,3103
127389838868,ok,,3752
127389838869,ok,,4990
127389838870,ok,,4693
127389838871,ok,,2503
127389838872,ok,,4012
127389838873,ok,,5525
127389838877,ok,,5086
127389838878,ok,,4573
127389838879,needs_review,"UHASC-VAR-648 1/4"" Diameter, 3/4"" Deep",
127389838882,ok,,6842
127389838883,ok,,4924
127389838887,ok,,5367
127389838890,ok,,4751
127389838894,ok,,3163
127389838895,ok,,3959
127389838898,ok,,4739
127389838901,ok,,4391
127389838906,ok,,5715
127389838909,ok,,4771
127389838910,ok,,4694
127389838911,ok,,3430
127389838912,ok,,4432
127389838913,ok,,4142
127389838914,ok,,5579
127389838916,ok,,3328
127389838917,needs_review,"pommel to",
127389838920,ok,,3813
127389838923,ok,,4998
127389838925,needs_review,"by viewing you're",
127389838926,ok,,3620
127389838928,ok,,6868
127389838930,ok,,4407
127389838931,ok,,3246
127389838932,ok,,5877
127389838933,ok,,5498
127389838934,ok,,4142
127389838935,ok,,3242
127389838936,ok,,5520
127389838937,ok,,3904
127389838939,ok,,6211
127389838940,ok,,5877
127389838941,ok,,3254
127389838942,ok,,4237
127389838943,ok,,3182
127389838944,ok,,4793
127389838945,ok,,6633
127389838946,ok,,3404
127389838948,ok,,5754
127389838951,needs_review,CAPTWCLCK1,
127389838952,ok,,4994
127389838954,ok,,3969
127389838955,ok,,4796
127389838959,unrecognized,,
127389838960,ok,,4046
127389838965,needs_review,"FC-222-B4 790807680528",
127389857795,ok,,3449
127389857796,ok,,4660
127389857797,ok,,2913
127389857802,needs_review,1:24,
127389857805,ok,,4438
127389857806,ok,,5165
127389857807,ok,,4141
127389857808,ok,,3110
127389857809,ok,,3423
127389857810,ok,,3917
127389857811,ok,,3804
127389857812,ok,,5494
127389857815,ok,,6179
127389857816,ok,,4389
127389857817,needs_review,ASR)-Red,
127389857818,needs_review,RLCTUCTAM1218,
127389857819,ok,,4181
127389857821,ok,,4212
127389857822,ok,,5211
127389857823,ok,,3955
127389857824,ok,,4247
127389857825,ok,,3905
127389857827,needs_review,192040083553,
127389857829,ok,,4639
127389857830,ok,,4407
127389857832,ok,,4688
127389857833,ok,,3622
127389857834,ok,,5763
127389857835,ok,,4859
127389857836,needs_review,ZDFRZ16WB,
127389857837,ok,,6356
127389857838,ok,,4628
127389857839,ok,,6469
127389857840,ok,,3872
127389857841,needs_review,"microscopic gold recovery.",
127389857843,ok,,4478
127389857844,ok,,6612
127389857845,needs_review,KPLBLUSPGB2PC,
127389857846,ok,,5680
127389857848,ok,,5485
127389857849,ok,,6130
127389857855,ok,,4768
127389857856,ok,,3433
127389857857,ok,,3204
127389857858,ok,,4321
127389857859,ok,,3532
127389857860,ok,,4425
127389857861,ok,,3410
127389857862,ok,,3493
127389857864,ok,,5695
127389857866,ok,,4190
127389857867,ok,,3523
127389857868,ok,,5583
127389857869,ok,,3547
127389857870,needs_review,ASROORGKNF25,
127389857871,ok,,3437
127389857876,ok,,5841
127389857877,unrecognized,,
127389857878,ok,,6018
127389857879,ok,,4022
127389857880,ok,,5804
127389857881,ok,,3868
127389857882,ok,,5319
127389857883,ok,,4801
127389857884,ok,,3511
127389857886,needs_review,KPLFRTRCKPOLCR2PC,
127389857890,ok,,3437
127389857893,ok,,4549
127389873036,ok,,3896
127389878144,ok,,5199
127389878150,ok,,2469
127389878151,ok,,3977
127389878152,ok,,4694
127389878153,ok,,5859
127389878154,needs_review,1274782,
127389878156,ok,,7506
127389878157,needs_review,KPLGRNSPGB2PC,
127389878158,ok,,3139
127389878159,ok,,5968
127389878160,ok,,3996
127389878161,ok,,5439
127389878163,ok,,2960
127389878164,ok,,3852
127389878166,ok,,4352
127389878167,ok,,5281
127389878169,needs_review,"PREVENTS DROPPING OR LOSING SMALL PARTS reducing frustration waste. PERFECT TOOL FOR PRECISION WORK involving tiny, hard-to-hold - pieces.",
127389878170,ok,,3328
127389878171,ok,,5437
127389878173,ok,,5298
127389878175,ok,,4413
127389878176,ok,,6214
127389878177,needs_review,"Transform your look with this dazzling 20-piece Collection! Perfect kids collectors alike, this vibrant set includes colorful clips, bows, scrunchies, and headbands inspired by Barbie’s iconic style. Crafted for durability and comfort, each piece adds a pop fun any hairstyle, making every day a fashion adventure. Ideal for playdates, parties, or everyday flair, this set offers endless styling options with bright, bold, and trendy designs. Safe, comfortable, and easy use, it’s a must-have for all ages. Delight any fan with this perfect gift and let their creativity shine! for to to",
127389878178,ok,,3137
127389878179,ok,,3571
127389878180,ok,,5258
127389878181,ok,,5736
127389878183,ok,,8256
127389878185,ok,,3114
127389878186,ok,,6279
127389878187,ok,,4020
127389878188,ok,,3299
127389878189,ok,,3443
127389878191,needs_review,MPOCKKNFPRP1,
127389878192,ok,,3383
127389878195,ok,,5615
127389878197,ok,,3775
127389878198,needs_review,HWKTBBLK1,
127389878199,needs_review,WPDP7,
127389878200,ok,,4992
127389878201,needs_review,1200TECHLACE,
127389878203,ok,,3655
127389878206,ok,,3159
127389878208,ok,,6322
127389878209,ok,,4692
127389878211,ok,,5743
127389878212,ok,,5269
127389878215,ok,,3134
127389878216,ok,,4615
127389878217,ok,,6129
127389878218,ok,,5176
127389878220,ok,,3592
127389878229,ok,,3647
127389878230,ok,,3604
127389878231,ok,,5741
127389878236,needs_review,"FOSPCWP-2 Available Wave, Grid, Degree Patterns",
127389932527,ok,,5690
127389932528,ok,,4109
127389932529,needs_review,712404MD,
127389932532,ok,,3908
127389932534,needs_review,KPKO-YG50SGRNORG,
127389932535,ok,,3777
127389932536,ok,,4964
127389932537,ok,,6689
127389932538,ok,,5634
127389932539,ok,,3181
127389932540,ok,,6454
127389932541,ok,,5203
127389932542,ok,,3893
127389932543,needs_review,"Packaging may vary",
127389932544,ok,,3789
127389932545,ok,,3524
127389932547,ok,,4153
127389932548,ok,,5983
127389932549,ok,,6055
127389932550,ok,,4188
127389932551,ok,,5697
127389932552,ok,,6932
127389932553,ok,,5141
127389932554,ok,,5197
127389932555,ok,,5780
127389932557,ok,,5071
127389932558,ok,,3249
127389932559,ok,,6194
127389932560,ok,,3282
127389932561,ok,,3982
127389932563,needs_review,KPMONATVBLU1,
127389932565,ok,,5628
127389932566,ok,,6220
127389932567,ok,,5398
127389932568,ok,,4617
127389932569,ok,,4065
127389932570,ok,,5940
127389932571,ok,,3819
127389932572,ok,,6136
127389932573,ok,,4487
127389932574,ok,,3083
127389932575,ok,,6296
127389932576,ok,,5717
127389932577,ok,,4627
127389932578,ok,,3843
127389932579,needs_review,HWHP8HR1,
127389932580,ok,,3186
127389932581,ok,,5239
127389932582,ok,,4433
127389932583,ok,,4276
127389932584,ok,,3282
127389932585,ok,,4727
127389932586,ok,,3145
127389932587,ok,,3909
127389932589,ok,,3765
127389932590,ok,,3975
127389946569,ok,,6442
127389946571,ok,,6897
127389946574,ok,,4739
127389946575,ok,,6327
127389946577,ok,,5054
127389946578,ok,,2979
127389946579,ok,,8063
127389946581,ok,,4772
127389946586,ok,,6740
127389969219,ok,,4122
127389969220,ok,,5190
127389969224,ok,,5963
127389969226,ok,,5423
127389969229,ok,,3057
127389969233,ok,,3557
127389969234,ok,,6870
127389969236,ok,,5677
127389969237,ok,,3810
127389969238,ok,,4270
127389969239,ok,,4568
127389969242,ok,,4203
127410844912,ok,,5133
127416297526,ok,,5595
127417945230,ok,,5455
127426374970,ok,,6156
127468679386,ok,,4009
127488196314,ok,,5595
127502681657,ok,,5760
127663835500,needs_review,"operational as not compromise the finished piece. INSTRUCTIONS: To test gold karat content, scratch the item onto the test stone leaving a visible deposit. Place a small drop solution on top of the deposit; if the gold is the same karat or higher, the solution will not affect the deposit. If the deposit is of a lower karat, the deposit will dissolve and eventually disappear. When done, add an equal amount of neutralizing solution neutralize the old solution. Ensure gold testing stone has been thoroughly washed and neutralized before starting any more testing! PLEASE NOTE: solutions can be harmful to the skin. Please exercise the utmost caution when opening and using this product and method of testing! Proper protective eye wear and gloves are highly recommended, as the solution can burn unprotected skin. Ensure neutralization of the testing solution after every test by using the neutralizing solution. Read the label on the bottle and follow provided instructions. to to",
127663835501,needs_review,"piece tests potentially damage an already finished item. If testing fine jewelry or other finished items, be sure choose an inconspicuous spot so as not compromise a finished INSTRUCTIONS: To test platinum purity, scratch the item onto the test stone leaving a visible deposit. Place a small drop solution on top of the deposit; if the material on the scratch stone is platinum, the deposit will keep its bright white color up to a minute. When done, add an equal amount of neutralizing solution to neutralize the platinum solution. Ensure the testing stone has been thoroughly washed and neutralized before performing any more purity PLEASE NOTE: solutions can be harmful to the skin. Please exercise the utmost caution when opening and using this product and method of testing! Proper protective eye wear and gloves are highly recommended, as the solution can burn unprotected skin. Ensure neutralization of the testing solution after every test by using the neutralizing solution. Read the label on the bottle and follow provided operational instructions. for to to",
127663835511,needs_review,"solution that could potentially damage an already finished item; if testing fine jewelry, sterling silver items or other finished items, be sure choose an inconspicuous spot so as not compromise the finished piece. INSTRUCTIONS: To test silver quaity, scratch the item onto the test stone leaving a visible deposit. Place a small drop solution over the top the deposit; the quality of the silver is approximated according to the color the solution turns when it is applied to the sample. If the solution turns cream-colored, that indicates high quality silver. If the solution turns black, that indicates coin quality. If the solution turns green, that indicates high amounts of copper/poor quality. If the solution turns gold-colored, that indicates a brass or silver plated item. When done, add an equal amount of neutralizing solution to neutralize the silver solution. Ensure the testing stone has been thoroughly washed and neutralized before performing any testing. PLEASE NOTE: solutions can be harmful to the skin. Please exercise the utmost caution when opening and using this product and method of testing! Proper protective eye wear and gloves are highly recommended, as the solution can burn unprotected skin. Ensure neutralization of the testing solution after every test by using the neutralizing solution. Read the label on the bottle and follow provided operational instructions. to to",
127677522292,ok,,6949
127677657099,ok,,5314
127706888901,ok,,6641
127737051015,ok,,4104
127752367320,ok,,4306
127790044097,ok,,4425
127801274476,unrecognized,,
127802870982,ok,,4123
127803050156,ok,,4708
127815670306,needs_review,BC-1-BW,
127826228899,unrecognized,,
127838564661,unrecognized,,
127850350544,unrecognized,,
127877523832,unrecognized,,
127916636595,unrecognized,,
235054823492,needs_review,"501GN55-608 Strength :",
235100299670,ok,,5906
235148716431,needs_review,ASROSWBBLUGR6,
235151519890,ok,,6007
235188782222,needs_review,UVM-GRN1,
235197665340,ok,,3517
235214767866,ok,,3585
235226017969,ok,,4813
235227727519,ok,,3474
235235642786,ok,,3952
235238649466,ok,,6018
235240675875,ok,,3977
235244103905,ok,,5356
235249667109,needs_review,10750,
235264218835,ok,,3833
235339618206,ok,,3578
235365887228,needs_review,021563141108,
235386965380,ok,,5104
235392003566,needs_review,3NSKBJ9EZ9,
235396232983,ok,,4399
235399090909,ok,,3961
235409096986,ok,,4704
235436886860,ok,,4100
235441319364,needs_review,3X3ZB-301,
235445154602,needs_review,7AIGJB4X3CT1V,
235450751834,ok,,5269
235456017127,ok,,3760
235456017183,unrecognized,,
235459823131,ok,,4490
235463312560,ok,,3400
235463330536,ok,,6297
235473955329,ok,,5573
235475474261,ok,,6624
235477074948,ok,,5477
235480965677,ok,,4004
235480965695,ok,,3355
235480965806,ok,,3906
235482459293,ok,,3729
235483317325,needs_review,SCPC-600-25,
235499239928,ok,,2846
235505374432,ok,,4726
235515601661,needs_review,ASRTB600-25,
235520156841,needs_review,MST925,
235522127585,needs_review,EBD2601-121,
235523607549,ok,,6053
235528772889,ok,,5918
235537299734,unrecognized,,
235539278220,ok,,7830
235540665153,needs_review,SWCOPTBOB1,
235542026245,ok,,3535
235546013987,needs_review,KPFAIRTSPPNK1,
235546014012,needs_review,KPFORTPSPNK1,
235547635892,needs_review,KPFORTPPSPURP1,
235547635948,ok,,6150
235548997300,needs_review,TTHWKTBPNK1,
235550290140,ok,,4001
235553303692,ok,,3313
235555762740,ok,,4072
235557930524,ok,,4118
235561798388,needs_review,"Compact 2-in-1 shovel pick; 20oz pick hammer; 3pc cold chisel 6-inch coarse classifier rock screen; hand trowel with depth markers; brushes beam LED-UV black light flashlight; aluminum jars with display lid Specimen identification mat; assorted clear specimen bags; magnification eye loupe; gem tweezers; Adjustable safety goggles; universal fit canvas work gloves; microfiber dust/debris rag set rock collection Big mineral",
235564694014,ok,,5718
235566257605,ok,,3609
235567190786,ok,,5930
235570931965,needs_review,"SKBH-1NWKP 885189156980 ages 3+",
235571605042,ok,,5899
235574892230,ok,,6811
235575573637,needs_review,"The newest addition ASR Outdoor classifier screen product line up are these large, six inch deep stackable gallon sifting screens built side handle, ideal working with and sifting out gold rich pay dirt or other valuable sifted items from unwanted raw material. Importantly, these heavy duty plastic sifting screen is able be stacked on top a five gallon bucket, and are also compatible with all other sizes of ASR Outdoor stainless steel mesh classifiers. To Note: Top Diameter: inches Bottom Diameter: inches inches holes per square inch (1/8 inch) These heavy duty plastic gold rush sifting screens are ideal for working with coarse or more fine raw materials. Designed to be stacked on top of a five gallon bucket, use these plastic sifting screens or soil sifters to separate high value pay dirt from other unwanted organic material, like rocks, gravels, plant matter and aggregates. Two important design features to note: depth and built handles. The depth of this plastic sifting screen is intentional and will allow you to move through much more raw material in comparison to a more shallow classifier screen. Lastly, when carrying and working with heavier and large amounts of material, you'll appreciate the two built in side handles, making the plastic sifting screen easier to maneuver. ASR Outdoor heavy duty plastic sifting screen is made from tough and durable polypropylene plastic that will see you through many gold prospecting or rock hounding seasons to come. The high quality plastic material will never rust, making it a great classifier suitable for all types of weather. To maintain longevity, rinse and air dry between uses. The plastic classifier would also make a great gardening or foraging tool. for to to",
235578359942,ok,,3350
235578364769,ok,,5045
235579675124,needs_review,"Hungarian V-shape Micro riffles riffles These traditional proven riffle patterns will help increase the amount gold prospecting material you collect while separating your sediment and maximizing your efficiency. The is inches length with a inch wide channel and has inch high channel walls to keep all your valuable, high yielding pay dirt confined and flowing over the riffle collection. The mouth the features a inch flared opening designed to increase the volume of water entering the prospecting channel thus increasing the flow rate through the Prospecting Sluice Box. This is a great prospecting kit for beginners, intermediate and expert prospectors alike!",
235579675193,ok,,4212
235580958045,ok,,6166
235582224942,ok,,4699
235586463818,ok,,4000
235588568699,ok,,5475
235612248029,needs_review,KPPDCCS50,
235792850839,ok,,5951
235829380082,needs_review,"SKPKO-TMBH21 1:64 ages 3+",
235868804322,ok,,4433
235917170385,needs_review,"DUFFEL BAG: 18L small duffel bag is a versatile, all purpose travel bag, gym bag, tool bag and more, suitable all kinds indoor or outdoor recreation; features adjustable shoulder strap and sturdy carry handles DURABLE 600D POLYESTER: Resistant wear and tear long lasting use; spacious main compartment provides ample room fit essentials, plus small outer pocket quick access to small necessities LIGHTWEIGHT DESIGN: Weighing in at just 0.54lbs, the small duffel bag adds virtually no weight to whatever you’re packing; easily foldable material makes it great for travel MACHINE WASHABLE: Small black duffel bag should be washed on cold cycle and left to hang or air dry SPECIFICATIONS: Dimensions: x x inches; 600D polyester; Volume: 18L; Weight: 0.54lbs 18L for Adventure awaits with Outdoors small, durable and pack able black duffel bag! Made from 600D polyester, this small duffel bag offers excellent resistance to wear and tear, making it ideal for daily use, travel, gym sessions or as a tools and equipment bag. The spacious main compartment provides ample room for essentials, while the additional side pocket keeps smaller items organized and easily accessible. Designed with both comfort and functionality in mind, the adjustable shoulder strap ensures a comfortable carry, while the sturdy handles offer an alternate option for lifting and carrying. Whether you're heading to the gym, planning a day trip or weekend getaway, or simply need a reliable everyday carry, this small black duffel bag is your go to companion and ready for adventure! Machine washable. for to to",
236015325652,ok,,5785
236025492026,ok,,6135
236070593096,ok,,3419
236153746008,ok,,4392
236167093641,ok,,5175
236206659191,ok,,4601
236344962434,ok,,3589
236344962435,ok,,3623
236344962436,ok,,5372
236344962437,ok,,6966
236344962442,ok,,4026
236344962443,ok,,3726
236344962444,ok,,3234
236344962447,ok,,2923
236344962451,ok,,3421
236344962452,ok,,4495
236344962453,ok,,6139
236344962454,ok,,5196
236344962455,needs_review,KPL12PCCBBUNWAL,
236344962456,ok,,4740
236344962459,ok,,6724
236344962462,ok,,4120
236344962465,ok,,4541
236344962467,ok,,3834
236344962468,unrecognized,,
236344962469,ok,,3365
236344962470,ok,,4227
236344962472,ok,,3525
236344962474,ok,,2786
236344962475,needs_review,LICSTOCKDMRB,
236344962477,ok,,4204
236344962479,ok,,4683
236344962482,ok,,3380
236345031394,ok,,5542
236345031396,ok,,4519
236345031402,ok,,3502
236345031403,ok,,5503
236345031404,ok,,3674
236345031406,ok,,4102
236345031407,ok,,5803
236345031408,ok,,4157
236345031410,ok,,6389
236345031412,ok,,5635
236345031413,ok,,5726
236345031414,ok,,4031
236345031415,ok,,5426
236345031416,ok,,4066
236345031418,ok,,3019
236345031419,ok,,3797
236345031420,unrecognized,,
236345031422,ok,,6523
236345031423,ok,,5284
236345031424,ok,,5214
236345031425,ok,,3440
236345031427,ok,,5222
236345031429,ok,,4697
236345031430,needs_review,"Length :",
236345031431,ok,,3143
236345031435,ok,,3503
236345031438,ok,,5421
236345031440,ok,,3968
236345031442,ok,,5110
236345031444,ok,,6366
236345031445,ok,,2446
236345031446,ok,,4989
236345031447,ok,,5267
236345031448,ok,,4998
236345031449,ok,,5935
236345031450,ok,,3264
236345031451,ok,,5636
236345031452,ok,,3913
236345031453,ok,,3968
236345031454,ok,,6920
236345031456,ok,,5661
236345031460,ok,,6072
236345031462,ok,,4416
236345031463,ok,,5061
236345031465,needs_review,DMM8PCDS,
236345031466,ok,,5466
236345031468,ok,,4310
236345031469,ok,,4693
236345031470,ok,,3831
236345031472,needs_review,17258,
236345031473,ok,,2646
236345031474,ok,,5584
236345031475,ok,,3694
236345031479,ok,,3827
236345031480,needs_review,WGW73Q92,
236345031482,needs_review,BEI4PCKIUS,
236345031486,ok,,6092
236345031488,needs_review,ASRSSFTYLW1,
236345056379,ok,,4615
236345056380,ok,,5687
236345056382,ok,,5732
236345056383,ok,,3384
236345056388,ok,,5719
236345056389,ok,,3335
236345056390,ok,,4586
236345056392,ok,,2837
236345056393,ok,,6366
236345056394,ok,,3316
236345056395,ok,,5456
236345056396,unrecognized,,
236345056398,ok,,5637
236345056399,ok,,3239
236345056400,ok,,6504
236345056402,ok,,4470
236345056403,ok,,3788
236345056405,ok,,3968
236345056406,ok,,3365
236345056407,ok,,3775
236345056409,ok,,3811
236345056410,needs_review,15LDSBGRN,
236345056411,ok,,5675
236345056413,ok,,6215
236345056414,ok,,4212
236345056415,ok,,5227
236345056416,ok,,4676
236345056418,ok,,3375
236345056420,ok,,2715
236345056421,ok,,5861
236345056423,ok,,3199
236345056424,needs_review,"GENUINE USA ZAK TOOL",
236345056425,ok,,4628
236345056427,ok,,4233
236345056429,ok,,5770
236345056430,ok,,5704
236345056432,ok,,5569
236345056434,ok,,6250
236345056435,ok,,5779
236345056436,needs_review,use,
236345056438,needs_review,BVC-V-625,
236345056439,ok,,4003
236345056440,needs_review,TTGGLOV1PR,
236345056442,ok,,4748
236345056443,ok,,3932
236345069128,ok,,5519
236345069129,ok,,2944
236345069130,ok,,6025
236345069131,ok,,3871
236345069132,ok,,4741
236345069133,ok,,3966
236345069134,ok,,3706
236345069135,ok,,3350
236345069136,ok,,5757
236345069137,ok,,3293
236345069139,ok,,3566
236345069140,ok,,3915
236345069141,ok,,6059
236345069143,ok,,5826
236345069144,ok,,6467
236345069145,unrecognized,,
236345069146,ok,,5421
236345069147,ok,,3532
236345069148,ok,,4826
236345069150,ok,,6609
236345069151,ok,,3364
236345069152,ok,,4558
236345069153,ok,,3086
236345069154,ok,,3639
236345069157,ok,,3094
236345069158,ok,,6002
236345069159,ok,,6191
236345069160,ok,,4258
236345069161,ok,,4382
236345069162,ok,,3756
236345069163,ok,,3854
236345069164,ok,,4140
236345069166,ok,,3213
236345069168,ok,,2444
236345069169,ok,,5547
236345069170,ok,,4059
236345069171,ok,,3983
236345069172,needs_review,SKC325-25FT-BLK,
236345069173,ok,,6719
236345069174,ok,,3615
236345069175,ok,,4279
236345069177,ok,,5517
236345069178,ok,,4765
236345069181,ok,,5806
236345069182,ok,,3333
236345069183,ok,,4741
236345069184,ok,,4475
236345069185,ok,,3756
