fillability,category_id,aspect,mode,item_id,sku,name,approved_value,reviewer_notes,allowed_values,title
easy,3142,Style,FREE_TEXT,236345069139,UPD-INCRED-2-STATIONERY-9PC,"Disney Pixar Incredibles 2 9 pc Stationary Set",,,"Animal Print | Antique Style | Art Deco Style | Art Nouveau | Baroque/Rococo | Bauhaus Style | Braided | Children's | Colonial | Contemporary | Fun & Curiosity | Kazak | Kilim | Kurdish | Mediterranean | Modern | Moroccan | Pop Art | Queen Anne Style | Renaissance | Romanticism | Scandinavian | S...","Disney Pixar Incredibles 2 9 pc Stationary Set"
easy,3186,Style,FREE_TEXT,127389838955,SON-SCOOPNPROBE-GP3-PARENT,"ASR Outdoor 14 Inch Metal Detecting Tool Sand Scoop with Coin Probe (3 Colors)",,,"Animal Print | Antique Style | Art Deco Style | Art Nouveau | Baroque/Rococo | Bauhaus Style | Braided | Children's | Colonial | Contemporary | Fun & Curiosity | Kazak | Kilim | Kurdish | Mediterranean | Modern | Moroccan | Pop Art | Queen Anne Style | Renaissance | Romanticism | Scandinavian | S...","ASR Outdoor 14 Inch Metal Detecting Tool Sand Scoop with Coin Probe (3 Colors)"
easy,3628,"Character Family",FREE_TEXT,236729991444,SON-ASRO-PROSPECTKEYCHAINS-PARENT,"ASR Outdoor 1pc Stainless Steel Gold Prospecting Keychain Carabiner, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)",,,"Dragon Ball Z | Gundam | Lost in Space | Minions | Pokémon","ASR Outdoor 1pc Stainless Steel Gold Prospecting Carabiner Keychains (2 Styles)"
easy,3628,"Character Family",FREE_TEXT,364888228206,SON-J65XCKCWHGB-XL-BL-2,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue",,,"Dragon Ball Z | Gundam | Lost in Space | Minions | Pokémon","Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue"
easy,3628,Theme,FREE_TEXT,364888228206,SON-J65XCKCWHGB-XL-BL-2,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue",,,"Advertising | Animal | Awareness | Brewery | Buildings & Monuments | Cartoons & Characters | Celebrity | Celestial & Horoscope | Cowboys & Western | Famous Place | Flags & Political | Floral | Food & Wine | Gambling/Casino | Hobbies & Crafts | Holiday | Letters, Numbers & Symbols | Love & Hearts ...","Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue"
easy,10034,"Character Family",FREE_TEXT,365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",,,".Hack// | A Certain Scientific Railgun S | Action Man | Akira | Alf | Alias | Alice in Wonderland | Alien | Angel | Angry Birds | Animal Crossing | Animaniacs | Archer | Arknights | Arpeggio Of Blue Steel | Astro Boy | Attack on Titan | Avatar | Avatar: The Last Airbender | Avengers | Azur Lane |...","Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
easy,10034,Color,FREE_TEXT,365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",,,"Beige | Black | Blue | Brown | Clear | Gold | Gray | Green | Multicolor | Orange | Pink | Purple | Red | Silver | White | Yellow","Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
easy,10034,Occasion,FREE_TEXT,365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",,,"Baby Shower | Back to School | Baisakhi | Beach Party | Best Wishes | Birth & Baby | Birthday | Breast Cancer Awareness Month | Business Gift | Casual | Celebration | Christmas | Clubwear | Everyday | Fall | Father of the Bride | Friendship | Friendship Day | Funeral | Gender Reveal | Glamour | G...","Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
easy,10034,Room,FREE_TEXT,365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",,,"Any Room | Attic | Basement | Bathroom | Bedroom | Cloakroom | Closet | Den | Dining Room | Entryway | Foyer | Garage | Greenhouse | Guestroom | Kitchen | Living Room | Lounge | Office | Patio | Porch | Study | Sunroom | Terrace | Utility/Laundry Room | Workshop","Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
easy,10034,Style,FREE_TEXT,365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",,,"African | American Directoire | American Empire | Antique | Art Deco | Art Nouveau | Arts & Crafts/Mission | Arts & Crafts/Mission Style | Asian | Baroque | Baroque/Rococo | Bauhaus | Carolean | Celtic | Chippendale | Colonial | Contemporary | Country | Cromwellian | Decorative | Dutch Colonial |...","Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
easy,10034,Theme,FREE_TEXT,365680341386,4SN-SAVBANK-CHARACTER-PARENT,"Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids",,,"Animals | Animals & Dinosaurs | Animation | Area 51 | Baby | Barware | Beatrix Potter | Bells | Cars & Vehicles | Cartoon & TV Characters | Cartoons | Celebrity | Circus | Cities | Clown | Designer & Urban Vinyl | Diner | Disney | Dogs | Fantasy | Farm Animals | Film & TV | Fish | Food & Drink | ...","Licensed Kids Coin Tin Piggy Bank Learning Savings Tools for Kids (Many Styles)"
easy,11662,Character,FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"Abin Sur | Abra Kadabra | Adam Strange | Akane Isshiki | Akeno Himejima | Alfred Pennyworth | All Might | Amanda Waller | Amazo | Ambush Bug | America Chavez | Amethyst | Ami Futami | Andrew Bennett | Animal Man | Animal-Vegetable-Mineral Man | Aoi Futaba | Aoko Aozaki | Apache Chief | Aquagirl |...","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,"Handle Material",FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"Acrylic | Bone | Composite | Damascus Steel | Horn | Plastic | Silver | Silver Plated | Stainless Steel","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,"Number in Pack",FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,"Number of Items in Set",FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,Occasion,FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"All Occasions | Anniversary | Baby Shower | Bachelorette Party | Bachelor Party | Back to School | Baisakhi | Bar/Bat Mitzvah | Beach Party | Best Wishes | Birth & Baby | Birthday | Breast Cancer Awareness Month | Bridal Shower | Business Gift | Casual | Chinese New Year | Christmas | Clubwear | ...","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,Pattern,FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"Abstract | African | Airbrush | All-Over | Alphabet | Animal Print | Argyle | Asian | Aztec | Bohemian | Bordered | Botanical | Boundary | Broad Rib | Brush | Candy Stripe | Cartoons | Celtic Knot | Checked | Coin Dot | Colorblock | Continuous | Damask | Desert | Diagonal | Diamond | Dotted | Eth...","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,Shape,FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"Animal | Cartoon | Egg | Flower | Fruit | Heart | Holiday | Jelly Bean | Letters & Numbers | Novelty | Oval | Rectangle | Ring | Round | Shot | Sport | Square | Star | Triangle","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,Style,FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"1950s | 1960s | 1970s | 1980s | Abstract | Aesthetic Movement | African | American | Art Deco | Art Nouveau | Arts & Crafts Movement | Aztec | Baroque & Rococo | Bauhaus | Black Forest | Bohemian | Byzantine | Cami | Cat Eye | Celtic | Chesterfield | Chippendale | Colonial | Constructivism | Cont...","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11662,Theme,FREE_TEXT,127389838928,4SN-CHEESEGRATER-PNK-45498,"Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink",,,"Advertising | Animals & Dinosaurs | Animation | Anime & Manga | Area 51 | Art | Barware | Cars & Vehicles | Cartoon & TV Characters | Celebrity | Circus | Comic Book Heroes | Cowboys & Western | Designer & Urban Vinyl | Fairy Tales | Fantasy | Film & TV | Floral | Food | Food & Drink | Football |...","Beille 6 Side Stainless Steel Grater Top Handle Zester Slicer 7.75 Inch - Pink"
easy,11735,"Character Family",FREE_TEXT,127389932541,LST-KARAOKEMIC-PARENT,"Kidplokio Musical Microphone Pretend Play Karaoke Machine Kids MP3 Player",,,"Backyardigans | Barbie | Batman | Bob the Builder | Disney Fairies | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Handy Manny | Kung Fu Panda | Madagascar | Mickey Mouse & Friends | Scooby-Doo | Sesame Street | Shrek | Spider-Man | SpongeBob SquarePants | Star Wars | T...","Kidplokio Musical Microphone Pretend Play Karaoke Machine Kids MP3 Player"
easy,11735,"Character Family",FREE_TEXT,365879908004,DLT-BIBLEBOOK-280505-2PK-ASST,"Colortivity Bible Fun Coloring Book with Activities for Kids 96pg 2pk Assorted",,,"Backyardigans | Barbie | Batman | Bob the Builder | Disney Fairies | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Handy Manny | Kung Fu Panda | Madagascar | Mickey Mouse & Friends | Scooby-Doo | Sesame Street | Shrek | Spider-Man | SpongeBob SquarePants | Star Wars | T...","Colortivity Bible Fun Coloring Book with Activities for Kids 96pg 2pk Assorted"
easy,11737,"Character Family",FREE_TEXT,236345031474,DOY-ASRO-12PCGEODEKIT-BUN,"ASR Outdoor 12pc Moroccan Break Your Own Geodes Kit with Sledge Hammer",,,"Backyardigans | Barbie | Batman | Bob the Builder | Disney Fairies | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Handy Manny | Kung Fu Panda | Madagascar | Mickey Mouse & Friends | Scooby-Doo | Sesame Street | Shrek | Spider-Man | SpongeBob SquarePants | Star Wars | T...","ASR Outdoor 12pc Moroccan Break Your Own Geodes Kit with Sledge Hammer"
easy,11872,Color,FREE_TEXT,365879832393,4SN-BEAUTYTOOLKIT-PARENT,"ToolTtreaux Beauty Tools Nail Care Facial Care Cosmetic Tools (Many Styles)",,,"Beige | Black | Blue | Brown | Clear | Gold | Gray | Green | Multicolor | Orange | Pink | Purple | Red | Silver | White | Yellow","ToolTtreaux Beauty Tools Nail Care Facial Care Cosmetic Tools (Many Styles)"
easy,11872,Material,FREE_TEXT,365879832393,4SN-BEAUTYTOOLKIT-PARENT,"ToolTtreaux Beauty Tools Nail Care Facial Care Cosmetic Tools (Many Styles)",,,"Ceramic | Diamond | Glass | Metal | Plastic | Sandpaper | Steel | Stone | Wood","ToolTtreaux Beauty Tools Nail Care Facial Care Cosmetic Tools (Many Styles)"
easy,16037,Material,FREE_TEXT,365879996408,SON-ASRT-STICKONLIGHTS-6PK-STD,"ASR Tactical 6pk Mini LED Stick On Lights, Battery Operated with Magnetic or Adhesive Mount (0.5 x 1.0 inches)",,,"ABS | Aluminum | Brass | Carbon | Copper | Duralumin | Glass | Metal | Neoprene | Nylon | Plastic | Polycarbonate | PVC | Rubber | Stainless Steel | Steel | Titanium","ASR Tactical 6pk Mini LED Stick On Lights, Battery Operated Magnetic Mount"
easy,19017,"Character Family",FREE_TEXT,127389857832,LST-FLYINGDISC-ORG,"TychoTyke Kids Light Up 10 Inch Flying Disc Outdoor Fun Picnic Park Toys Orange",,,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Iron Man | Mickey Mouse & Friends | Power Rangers | Sesame Street | Spider-Man | SpongeBob SquarePants | Star Wars | Thomas & Friends | Toy Story | Transformers | Winnie the Pooh & Friends | DC Universe | D...","TychoTyke Kids Light Up 10 Inch Flying Disc Outdoor Fun Picnic Park Toys Orange"
easy,19017,"Character Family",FREE_TEXT,127389932534,LST-FLYINGDISC-ORG-KPKO,"Kidplokio Light Up 10 Inch Flying Disc Kids Outdoor Summer Toy - Orange",,,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Iron Man | Mickey Mouse & Friends | Power Rangers | Sesame Street | Spider-Man | SpongeBob SquarePants | Star Wars | Thomas & Friends | Toy Story | Transformers | Winnie the Pooh & Friends | DC Universe | D...","Kidplokio Light Up 10 Inch Flying Disc Kids Outdoor Summer Toy - Orange"
easy,19017,"Character Family",FREE_TEXT,236345137220,LST-CATCHBALL-ORNG,"TychoTyke Toss and Catch Self Stick Paddle Game Set Orange",,,"Barbie | Batman | Disney Pixar Cars | Disney Princess | Dora the Explorer | Finding Nemo | Iron Man | Mickey Mouse & Friends | Power Rangers | Sesame Street | Spider-Man | SpongeBob SquarePants | Star Wars | Thomas & Friends | Toy Story | Transformers | Winnie the Pooh & Friends | DC Universe | D...","TychoTyke Toss and Catch Self Stick Paddle Game Set Orange"
easy,19074,"Character Family",FREE_TEXT,127389969224,LST-KPL-JUMBORACECAR-PARENT,"Kidplokio Friction Power Formula Max Jumbo Race Car, Ages 3+",,,"101 Dalmatians | A Bug's Life | Akira | Alf | American Girl | Angry Birds | Animaniacs | Arthur (PBS Kids) | Astro Boy | Avatar | Avatar: The Last Airbender | Backyardigans | Bad Taste Bears | Bakugan Battle Brawlers | Barbie | Barney & Friends | Batman | Battle of the Planets | Bearfoots | Beari...","Kids Jumbo 1:66 Scale Formula Max Toy Race Car, Pull Back Car, Red, Boys Ages 3+"
easy,19074,"Character Family",FREE_TEXT,236345137194,LST-KPL-FPFIRETRUCK-8255F-RED,"Kidplokio Fire Truck Firefighter Rescue Toy Pull Back Cars, Red, Boys Ages 3+",,,"101 Dalmatians | A Bug's Life | Akira | Alf | American Girl | Angry Birds | Animaniacs | Arthur (PBS Kids) | Astro Boy | Avatar | Avatar: The Last Airbender | Backyardigans | Bad Taste Bears | Bakugan Battle Brawlers | Barbie | Barney & Friends | Batman | Battle of the Planets | Bearfoots | Beari...","Kidplokio Fire Truck Firefighter Rescue Toy Pull Back Cars, Red, Boys Ages 3+"
easy,19170,"Character Family",FREE_TEXT,236345031460,LST-DINOPLAYSET-6PC,"Kidplokio Dinosaur Toy Assemble Pretend Play Set for Kids Large Dino Toys 6pc",,,"American Girl | Barbie | Batman | Bratz | Chuggington | Disney Fairies | Disney Pixar Cars | Disney Princess | Dora the Explorer | Handy Manny | Harry Potter | Hello Kitty | Littlest Pet Shop | Marvel Universe | Mickey Mouse & Friends | My Little Pony | Peanuts Gang | Sesame Street | SpongeBob Sq...","Kidplokio DIY Build Dinosaur Robot Assembly Toy Figure Play Set Boys Ages 3+"
easy,19172,"Character Family",FREE_TEXT,127389932580,UPD-SUNNYHAIR-CLIP,"Sunny Day Girls Faux Hair Extension Clip and Style with Snap Barrettes Gift Set",,,"American Girl | Barbie | Batman | Bratz | Chuggington | Disney Fairies | Disney Pixar Cars | Disney Princess | Dora the Explorer | Handy Manny | Harry Potter | Hello Kitty | Littlest Pet Shop | Marvel Universe | Mickey Mouse & Friends | My Little Pony | Peanuts Gang | Sesame Street | SpongeBob Sq...","Sunny Day Girls Faux Hair Extension Clip and Style with Snap Barrettes Gift Set"
easy,20561,Style,FREE_TEXT,127389838951,4SN-WALLCLOCK-PARENT,"Kids Licensed Character Analog Wall Clock Kids Bedroom Home Decor Wall Art",,,"African | Antique | Art Deco | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | British Colonial | Celtic | Chippendale | Colonial | Contemporary | Cottage | Country | Ethnic | European | Farmhouse | French Country | Gothic | Hollywood Regency | Indian | Industrial | Kazak | Kilim...","Kids Licensed Character Analog Wall Clock Kids Bedroom Home Decor Wall Art"
easy,20561,Theme,FREE_TEXT,127389838951,4SN-WALLCLOCK-PARENT,"Kids Licensed Character Analog Wall Clock Kids Bedroom Home Decor Wall Art",,,"Abstract | Advertising | Africa | Americana | Angels & Cherubs | Animals | Animation | Architecture & Cityscape | Arctic & Antarctic | Art | Australia | Baltic Sea | Bar & Club | Baseball | Basketball | Bears | Beatles | Berlin | Bicycling | Billiards | Birds | Blueprints | Bodybuilding | Botanic...","Kids Licensed Character Analog Wall Clock Kids Bedroom Home Decor Wall Art"
easy,20636,Style,FREE_TEXT,126328889625,HWK-TTX-SIFTSETBACKPACK-6PC-BUN,"ToolTreaux Interchangeable Fine Mesh Sieve Set with Drawstring Backpack, 6pc",,,"Modern | Regence | Traditional | Vintage/Retro","ToolTreaux Interchangeable Fine Mesh Sieve Set with Drawstring Backpack, 6pc"
easy,20636,Style,FREE_TEXT,235244103905,HWK-TTX-METALSIFTSET-5PC,"ToolTreaux Interchangeable Fine Mesh Sieve Set Gardening Composting Tools, 5pc",,,"Modern | Regence | Traditional | Vintage/Retro","ToolTreaux Interchangeable Fine Mesh Sieve Set Gardening Composting Tools, 5pc"
easy,20638,Style,FREE_TEXT,365879832396,4SN-BLE-KNIFESET-13PC,"Beille Kitchen Knife Set Cooking Baking Supplies Meal Prep with Wood Storage Block, 13pc",,,"Animal Print | Antique | Art Nouveau | Arts & Crafts/Mission | Baroque/Rococo | Bauhaus | British Colonial | Celtic | Chippendale | Classic | Colonial | Comic | Contemporary | Country | Ethnic | Farmhouse | French Country | Gothic | Holiday | Hollywood Regency | Kazak | Kilim | Kurdish | Lodge | ...","Beille Kitchen Knife Set Cooking Baking Supplies Meal Prep with Wood Storage"
easy,20649,"Handle Material",FREE_TEXT,236345031482,4SN-BLE-UTENSILSET-PARENT,"Beille Kitchen Gadgets Cooking Baking Supplies Meal Prep Tool Set Pastel",,,"Acrylic | Bone | Composite | Damascus Steel | Horn | Ivory | Plastic | Silver | Silver Plated | Stainless Steel","Beille Kitchen Gadgets Cooking Baking Supplies Meal Prep Tool Set Pastel"
easy,20649,"Handle Material",FREE_TEXT,364872869664,26C-COOKTOOLS-PARENT-GREY,"Beille Spoons Spatula Kitchen Utensils Set High Heat Resistance Spoon Ladle Spatula",,,"Acrylic | Bone | Composite | Damascus Steel | Horn | Ivory | Plastic | Silver | Silver Plated | Stainless Steel","Beille Grey Kitchen Utensils Set High Heat Resistance Spoon Ladle (Many Styles)"
easy,20649,"Handle Material",FREE_TEXT,364909134364,26C-COOKTOOLS-PARENT,"Beille Spoons Spatula Kitchen Utensils Set High Heat Resistance Spoon Ladle Spatula",,,"Acrylic | Bone | Composite | Damascus Steel | Horn | Ivory | Plastic | Silver | Silver Plated | Stainless Steel","Beille Kitchen Utensils High Heat Resistance Baking Cooking Tools (Many Styles)"
easy,20649,"Number of Items in Set",FREE_TEXT,236167093641,26C-BLE-BEECHWOODUTENSILS-PARENT,"Beille Beech Wood and Silicone Kitchen Utensils Cooking Baking Supplies Home Essentials, Light Grey",,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | Eight-Piece | Five-Piece | Four-Piece | Seven-Piece | Six-Piece | Ten-Piece | Three-Piece | Two-Piece","Beille Beech Wood and Silicone Kitchen Utensils Cooking Supplies (Many Styles)"
easy,20649,"Number of Items in Set",FREE_TEXT,236345031482,4SN-BLE-UTENSILSET-PARENT,"Beille Kitchen Gadgets Cooking Baking Supplies Meal Prep Tool Set Pastel",,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | Eight-Piece | Five-Piece | Four-Piece | Seven-Piece | Six-Piece | Ten-Piece | Three-Piece | Two-Piece","Beille Kitchen Gadgets Cooking Baking Supplies Meal Prep Tool Set Pastel"
easy,20649,"Number of Items in Set",FREE_TEXT,365680010387,26C-LBLH-ACACIAWOODENUTENSILS-PARENT,"Labrea Life + Home Solid Acacia Wooden Kitchen Utensils Home Essentials (Assorted Styles and Packs)",,,"1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | Eight-Piece | Five-Piece | Four-Piece | Seven-Piece | Six-Piece | Ten-Piece | Three-Piece | Two-Piece","Labrea Life + Home Solid Acacia Wooden Kitchen Utensils (Many Styles and Packs)"
easy,20649,Pattern,FREE_TEXT,126440196718,4SN-BLE-WDNSPOONS-2PC-STD,"Beille Kitchen Bamboo Utensils Wooden Spoons Cooking Baking Accessories 2pc Set",,,"All-Over | Animal Print | Animal Theme | Argyle | Brush | Camouflage | Checked | Chevron | Colorblock | Cow Print | Crocodile Print | Dalmatian Print | Damask | Desert | Dotted | Fair Isle | Floral | Geometric | Gingham | Giraffe Print | Herringbone | Houndstooth | Ikat | Leaf Green | Leopard Pri...","Beille 4pc Bamboo Kitchen Spoons Utensils Cooking Baking Accessories"
