item_id,sku,name,category_id,aspect,mode,proposed_value,source,ai_generated,certainty,status,title
365879996393,UPD-DODROID-SW14231-BUN,"Star Wars Bump N Go D-O with Authentic Voice Kids Plush Toy Action Figure Doll",261068,"Original/Licensed Reproduction",SELECTION_ONLY,"Licensed Reproduction",llm,yes,85,ok,"Star Wars Bump N Go D-O with Authentic Voice Kids Plush Toy Action Figure Doll"
366005344632,LST-SPACECINCHSET-3PC-PARENT,"Kidplokio 3pc Space Toy Bundle Sword Space Blaster and Superhero Cinch Bag Boys 3 and Up (2 Colors)",261068,"Original/Licensed Reproduction",SELECTION_ONLY,Original,llm,yes,65,ok,"Kidplokio 3pc Space Toy Bundle Sword Blaster and Superhero Cinch Bag (2 Colors)"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,Topic,FREE_TEXT,"Wilderness Medicine",llm,yes,85,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,Genre,FREE_TEXT,Reference,llm,yes,65,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,"Narrative Type",SELECTION_ONLY,Nonfiction,llm,yes,96,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,"Intended Audience",SELECTION_ONLY,Adults,llm,yes,78,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,Type,FREE_TEXT,Guide,llm,yes,75,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,"Original Language",FREE_TEXT,English,llm,yes,88,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,"Ex Libris",SELECTION_ONLY,No,llm,yes,90,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236344962462,MCN-WILDERNESSTRAVELGUIDE,"Wilderness Travel Medicine Emergency Guide",261186,Inscribed,SELECTION_ONLY,No,llm,yes,90,ok,"ASR Outdoor Comprehensive Wilderness Travel Medicine Emergency Guide"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,Topic,FREE_TEXT,Bible,llm,yes,85,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,Genre,FREE_TEXT,"Children's Activity",llm,yes,70,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,"Narrative Type",SELECTION_ONLY,Nonfiction,llm,yes,60,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,"Intended Audience",SELECTION_ONLY,"Ages 4-8",llm,yes,72,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,"Number of Pages",FREE_TEXT,96,llm,yes,95,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,"Original Language",FREE_TEXT,English,llm,yes,85,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,Format,FREE_TEXT,Paperback,llm,yes,68,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,"Ex Libris",SELECTION_ONLY,No,llm,yes,90,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
236345056400,DLT-BIBLEBOOK-280505-2PK-ASST-BUN,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk",261186,Inscribed,SELECTION_ONLY,No,llm,yes,90,ok,"Kidplokio Bible Coloring Book for Kids Activity Book with Puzzles 96 Pages - 2pk"
235528772889,4SN-TOUCHWATCH-56920-PARENT,"Licensed Girls LED Display Digital Touch Screen Watch for Kids (18 Styles)",31387,Movement,FREE_TEXT,Quartz,llm,yes,80,ok,"Licensed Kids LED Display Digital Touch Screen Watch Boys Girls Cartoons"
235528772889,4SN-TOUCHWATCH-56920-PARENT,"Licensed Girls LED Display Digital Touch Screen Watch for Kids (18 Styles)",31387,"With Service Records",SELECTION_ONLY,No,llm,yes,85,ok,"Licensed Kids LED Display Digital Touch Screen Watch Boys Girls Cartoons"
235528772889,4SN-TOUCHWATCH-56920-PARENT,"Licensed Girls LED Display Digital Touch Screen Watch for Kids (18 Styles)",31387,"Case Material",FREE_TEXT,Plastic,llm,yes,55,ok,"Licensed Kids LED Display Digital Touch Screen Watch Boys Girls Cartoons"
235528772889,4SN-TOUCHWATCH-56920-PARENT,"Licensed Girls LED Display Digital Touch Screen Watch for Kids (18 Styles)",31387,Band/Strap,FREE_TEXT,Band,llm,yes,60,ok,"Licensed Kids LED Display Digital Touch Screen Watch Boys Girls Cartoons"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",,Subject,,"Exercise & Fitness",llm,yes,85,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,Features,FREE_TEXT,Laminated,llm,yes,92,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,85,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",28009,Title,FREE_TEXT,"Home Gym Workout",llm,yes,65,ok,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,Subject,FREE_TEXT,Yoga,llm,yes,88,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,85,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28009,Title,FREE_TEXT,"Yoga Exercises",llm,yes,78,ok,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,Subject,FREE_TEXT,Stretching,llm,yes,85,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",,Features,,Non-Laminated,llm,yes,92,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,85,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",28009,Title,FREE_TEXT,"Lower Body Stretching Exercises",llm,yes,78,ok,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,Subject,FREE_TEXT,"Dumbbell Training",llm,yes,82,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,85,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
127389838912,PF-POSTER-DUMBBELL-PARENT,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use",28009,Title,FREE_TEXT,"Dumbbell Exercises",llm,yes,75,ok,"Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use"
365879935283,DLT-LICENSEDMARKER-MINI-PARENT,"Licensed Characters Art Supplies Non-Toxic Mini Felt Marker Set for Kids - 8pc",116656,MPN,FREE_TEXT,,llm,yes,0,empty,"Licensed Characters Art Supplies Non-Toxic Mini Felt Marker Set for Kids - 8pc"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)",261068,Model,FREE_TEXT,"Titan Hero Series",llm,yes,75,ok,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)",261068,Series,FREE_TEXT,"Titan Hero Series",llm,yes,80,ok,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)",261068,"Items Included",FREE_TEXT,"Action Figure",llm,yes,72,ok,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)",261068,"Original/Licensed Reproduction",SELECTION_ONLY,"Licensed Reproduction",llm,yes,85,ok,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)",261068,"Country of Origin",SELECTION_ONLY,China,llm,yes,50,ok,"Marvel Ultimate Spider-Man Titan Hero Series Action Figure 12 Inch (2 Styles)"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Subject,FREE_TEXT,"Medicine Ball Training",llm,yes,80,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Material,FREE_TEXT,Paper,llm,yes,70,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,85,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127389932528,PRF-MEDICINEBALLPOSTER-PARENT,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use",28009,Title,FREE_TEXT,"Medicine Ball Exercises",llm,yes,68,ok,"Productive Fitness Poster Series (Medicine Ball) Basic Exercises for At Home Use"
127737051015,PRF-PFPSUBSEN-STD-BL,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated"
127737051015,PRF-PFPSUBSEN-STD-BL,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated"
127737051015,PRF-PFPSUBSEN-STD-BL,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,Subject,FREE_TEXT,"Dumbbell Training",llm,yes,82,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,"Unit of Sale",SELECTION_ONLY,Set,llm,yes,62,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345056414,PRF-DELFP-SML-BL,"Dumbbell Exercises Laminated Fitness Poster 4 Pack",28009,Title,FREE_TEXT,"Dumbbell Exercises",llm,yes,78,ok,"Dumbbell Exercises Laminated Fitness Poster 4 Pack"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Subject,FREE_TEXT,"Muscle Anatomy",llm,yes,80,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Theme,FREE_TEXT,Fitness,llm,yes,82,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Material,FREE_TEXT,Paper,llm,yes,70,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,80,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Framing,FREE_TEXT,Unframed,llm,yes,80,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345069175,PRF-MUSCLEPOSTER-PARENT,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home",28009,Title,FREE_TEXT,"Muscle Diagrams",llm,yes,75,ok,"Productive Fitness Muscle Diagrams Poster Series Male and Female for Use At Home"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,Subject,FREE_TEXT,"Resistance Training",llm,yes,80,ok,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,Theme,FREE_TEXT,Fitness,llm,yes,88,ok,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,Material,FREE_TEXT,Paper,llm,yes,70,ok,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,"Unit of Sale",SELECTION_ONLY,"Single Piece",llm,yes,80,ok,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,"Original/Licensed Reprint",SELECTION_ONLY,Original,llm,yes,75,ok,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
236345160660,PRF-RESISTANCETUBINGPOSTER-PARENT,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use",28009,"Certificate of Authenticity (COA)",SELECTION_ONLY,No,llm,yes,90,ok,"Productive Fitness Resistance Tubing Workout Training Poster Series Home Use"
