item_id,sku,title,price,score,treatment,word_count,title_coverage_pct,aspect_hits,aspect_total,has_bullets,has_heading,has_schema,keyword_in_intro,is_duplicate,dup_group_size,issues
126240080796,SON-AO10IGGRGTGPDR-10-GRN-9,"ASR Outdoor Green 10 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types",9.99,100,ok,478,100,2,2,yes,yes,yes,yes,no,1,
126246015049,SON-FEEDSCOOP-GRN-GP3-SS21,"ASR Outdoor Heavy Duty Hand Scoop Trowel For Gold Panning Dredging Sluice",9.99,94,ok,694,91,3,4,yes,yes,yes,yes,no,1,
126261745604,UNV-LFKPSCFHGO-BUN-2PK-STD-BL,"Ultra Light Foam Kneeling Pad and Seat Cushion for Home Garden Outdoor 2pk",10.49,87,ok,179,100,2,6,yes,yes,yes,yes,no,1,"thin (<200 words)"
126273747000,SON-GOLDRUSHBEGINNERS-5PC-BUNDLE-BLU,"ASR Outdoor Blue Gold Pan Gold Prospecting Beginners Kit, 5 Piece",16.95,91,ok,455,89,1,2,yes,yes,yes,yes,no,1,
126300556081,SON-GOLDPANKIT-10PC-BUN-PARENT-EBAY,"ASR Outdoor 10pc Beginner Gold Panning Prospecting Kit with 3oz GOLD PAYDIRT",65.00,94,ok,752,100,4,7,yes,yes,yes,yes,no,1,
126318905098,SON-JEWELLOUPE-4PC-ALUM,"Universal Tool Aluminum Jewelers Eye Loupe Set 2.5X 5X 7.5X 10X Magnifiers 4pc",21.04,90,tier2_tweak,643,100,4,6,yes,yes,yes,no,no,1,"no keyword in intro"
126319915613,SON-18INCHSIFTCLASSKIT-14PC-BUN,"ASR Outdoor 14pc Gold Panning Kit Stackable 1/8 Inch Sifter Backpack Prospecting",45.00,90,ok,546,100,1,3,yes,yes,yes,yes,no,1,
126328889625,HWK-TTX-SIFTSETBACKPACK-6PC-BUN,"ToolTreaux Interchangeable Fine Mesh Sieve Set with Drawstring Backpack, 6pc",42.09,98,ok,493,100,5,6,yes,yes,yes,yes,no,1,
126329788905,SON-GOLDRUSHBEGINNERS-5PC-BUNDLE-BLK,"ASR Outdoor Black Gold Pan Gold Prospecting Beginners Kit, 5 Piece",16.95,91,ok,455,89,1,2,yes,yes,yes,yes,no,1,
126335800057,UNI-TENTPEGS-PARENT,"Universal Camping Steel Tent Stakes Heavy Duty Replacement Pegs",19.99,93,ok,710,100,3,6,yes,yes,yes,yes,no,1,
126366423877,SON-AO8IBGRGTGP-8-BL1,"ASR Outdoor 8"" Inch Blue Dual Riffle Gold Panning Pan for Mining Prospecting",9.99,100,ok,480,100,2,2,yes,yes,yes,yes,no,1,
126369525294,SON-GRCSS50HPSI-50HPS-GRN2,"Gold Rush Sifting Classifier Sieve Mini 6 Inch Prospect Pan 50 Holes Per Sq Inch",11.50,90,ok,477,100,1,3,yes,yes,yes,yes,no,1,
126369525443,SON-SLUICEBOXKIT-10PC,"ASR Outdoor Sluice Box Gold Prospecting Kit Classifier 10pc Set",128.95,93,ok,769,100,1,2,yes,yes,yes,yes,no,1,
126370118291,PRF-FITNESSPOSTERSLAM-PARENT,"Productive Fitness Home Gym Work Out Poster - Laminated (Many Exercises)",33.99,94,ok,202,100,3,5,yes,yes,yes,yes,no,1,
126373906372,SON-12X36IBMMSBM-12X36-SM-BL,"12 x 36 Inch Blue Miners Moss 10mm Thick Sluice Box Matting Gold Panning",21.50,93,ok,587,100,1,2,yes,yes,yes,yes,no,1,
126383530718,SON-DKBSBS-3PC-SML-ASSRTD,"Diamond Sharpening Stone Knife and Blade Variety Coarse Grit Universal Set of 3",15.99,87,ok,208,78,2,5,yes,yes,yes,yes,no,1,
126384427949,SON-7I1SWMWLF-SML-SLVRORGRN-3,"Kids Camping Outdoor Survival Multitool with Whistle Compass, 7 in 1 Flashlight",10.99,86,ok,207,88,1,6,yes,yes,yes,yes,no,1,
126386406454,TWL-TCSR4000LBBS-PARENT-RDX,"ASR Outdoor Technora Survival Cord Rope 400lb Break Strength",12.99,88,ok,392,100,1,5,yes,yes,yes,yes,no,1,
126391796563,SON-8-PIN-PUNCH-ST1032B-BUN-TT,"ToolTreaux Brass Pin Punch Set for Crafting Woodworking Assorted Sizes - 8pc",21.04,96,ok,469,100,5,7,yes,yes,yes,yes,no,1,
126396166504,SON-13PCGOLDKIT-BUN,"ASR Outdoor Gold Panning Backpack Kit Collapsible Bucket Prospecting Tools 13pc",125.26,93,ok,808,100,1,2,yes,yes,yes,yes,no,1,
126400323865,SON-DLXSLUICEKIT-2020-2-BUN,"ASR Outdoor Complete Gold Panning Kit with Sluice Box and Classifier Screen Set",189.99,83,tier2_tweak,840,90,0,2,yes,yes,yes,yes,no,1,"no key aspects mentioned"
126409555016,SON-GP45SHOVEL-BLK,"ASR Outdoor HRC Steel Shovel Spade Gold Panning Tool Knurled Wooden Handle 28.25",29.99,88,ok,529,92,1,3,yes,yes,yes,yes,no,1,
126412730192,HWC-LEATHERBADGEHOLDER-BLACK,"ASR Federal 2 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain,",29.99,98,ok,620,100,6,7,yes,yes,yes,yes,no,1,
126412730309,MCN-IMFRKSDWR-3PC-10X6-BLCK-2PK,"Iron Mend Fabric Maintenance Kit for Scuba Diving Wetsuit Drysuit Repair - Black",32.99,82,tier2_tweak,405,64,3,5,yes,yes,yes,no,no,1,"no keyword in intro"
126414603429,NPT-CHRKNIFE-HWT270CH,"ASR Tactical Double Edge Full Tang Spear Point Blade Dagger with Sheath – Chrome",19.79,96,ok,465,100,3,4,yes,yes,yes,yes,no,1,
126414603992,SON-GRCSS100HPSI-6-GRN,"ASR Outdoor 6"" Inch Mini Gold Panning Classifier Sift 100 Holes per Square Inch",12.50,88,ok,476,91,1,3,yes,yes,yes,yes,no,1,
126415790575,ASR-WDACS-BUN-3PC-MED-BNDL,"Wolf Dagger 3pc American Flag Knife Collector Set",42.09,91,ok,388,100,2,5,yes,yes,yes,yes,no,1,
126418260377,SON-12X36IGMMSBM-12X36-GRN-SM-3,"12 x 36 Inch Green Miners Moss 10mm Thick Sluice Box Matting Gold Panning",21.99,96,ok,237,82,2,2,yes,yes,yes,yes,no,1,
126419572927,SON-FLINTWHISTLE-PARENT,"ASR Outdoor 3 in 1 Flint Rod Striker Fire Starter Whistle Orange Green Black",9.99,90,ok,483,100,2,6,yes,yes,yes,yes,no,1,
126421703850,SON-NECKKNIFE-BLU,"4 Inch ASR Outdoor Fixed Blade Tanto Point Hunting Neck Knife - Blue",11.69,92,ok,285,91,5,8,yes,yes,yes,yes,no,1,
126428136149,NPT-DROPPOINTKNIFE-PARENT,"ASR Tactical Full Tang Paracord Survival Knife with Sheath (Tanto or Drop Point)",18.99,93,ok,196,100,3,5,yes,yes,yes,yes,no,1,"thin (<200 words)"
126431926007,HWC-AFLENCBAIH-STD-BLCK,"ASR Federal 3 in 1 Leather ID Badge Holder Police Gear with Lanyard Neck Chain,",42.09,96,ok,654,100,3,4,yes,yes,yes,yes,no,1,
126431926030,SON-GRCSS60HPSI-6-GRN,"Gold Rush Sifting Classifier Sieve Mini 6 Inch Prospect Pan 60 Holes per Sq Inch",12.99,90,ok,475,100,1,3,yes,yes,yes,yes,no,1,
126439889445,IGE-BSHCDSTU-36W,"The Brief Safe Travel Security Hidden Contents Diversion Safe - Slightly Unusual",18.99,92,ok,410,78,5,7,yes,yes,yes,yes,no,1,
126439889588,SON-SLUICEBOXKIT-16PC,"ASR Outdoor Sluice Box Gold Panning Kit Classifier Combo Set 16pc",144.99,93,ok,748,100,1,2,yes,yes,yes,yes,no,1,
126440196718,4SN-BLE-WDNSPOONS-2PC-STD,"Beille 4pc Bamboo Kitchen Spoons Utensils Cooking Baking Accessories",11.07,95,ok,534,100,4,6,yes,yes,yes,yes,no,1,
126443316370,SON-LIGHT-FL8825-12COB,"ASR Outdoor 3 Stage Super Bright Hanging Puck Light,  240 Lumen COB LED",11.89,93,ok,419,100,2,4,yes,yes,yes,yes,no,1,
126446929560,SON-ASRO-GLDPNACCKIT-19PC-BUN,"ASR Outdoor Complete Fine Gold Recovery Kit Gold Prospecting Equipment, 19pc",26.99,85,tier2_tweak,475,100,0,2,yes,yes,yes,yes,no,1,"no key aspects mentioned"
126447017429,SON-COLAPS-WATERCARRY-5GAL-RL,"ASR Outdoor Portable Collapsible Reusable Camping Travel Water Dispenser Water",17.99,94,ok,555,100,3,5,yes,yes,yes,yes,no,1,
126448866212,4SN-VASELINE-LIPTHER-COCOABUTTER-1PK,"Vaseline Lip Therapy Cocoa Butter | Lip Balm with Petroleum Jelly",11.19,90,ok,478,100,2,6,yes,yes,yes,yes,no,1,
126448866471,4SN-VASELINE-LIPTHER-48268-BUN,"Vaseline Lip Therapy Cocoa Butter Lip Balm Pure Petroleum Jelly Stick .16oz",10.49,93,ok,638,100,3,6,yes,yes,yes,yes,no,1,
126450542804,PRF-YOGAPOSTER-PARENT,"Productive Fitness Poster Series - Yoga Exercises | Laminated or Non-Laminated",28.99,88,ok,272,100,1,5,yes,yes,yes,yes,no,1,
126450542814,UPD-CHRBP-BACKPACK-PARENT,"Kids Characters School Backpack Officially Licenesed with Adjustable Straps",18.95,88,ok,537,100,1,6,yes,yes,yes,yes,no,1,
126453713695,ASR-AOCSK-BUN-30PC-8X5-ASSRTD-BNDL,"Outdoor Camping Survival Safety Kit ASR Safety and Emergency 12 Piece Kit",30.52,91,ok,342,88,3,6,yes,yes,yes,yes,no,1,
126453713734,SON-BEACHDIGBPKIT-BUN,"ASR Outdoor 20pc Beach Combing Metal Detector Gold Panning Kit Serrated Digger",54.99,100,ok,619,100,2,2,yes,yes,yes,yes,no,1,
126454417969,SON-3IN1CAMP-UTENSIL-2PK,"ASR Outdoor (2-Pack) Camping Utensil Set Army Military MRE Chow Set",13.99,93,ok,291,100,5,9,yes,yes,yes,yes,no,1,
126459398545,SON-JUMBOBINERS-PARENT,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip (Many Colors)",13.19,100,ok,218,100,6,6,yes,yes,yes,yes,no,1,
126462946756,MCN-2PKCAMOFORM-PARENT,"2 Pack GEAR AID Camo Form Self-Cling Reusable Gun Wrap 2"" x 144"" Various Colors",36.99,89,ok,280,100,2,7,yes,yes,yes,yes,no,1,
126464661439,ASR-GOLDPANGREENPROSPECTING-4PK,"4 Pack 14"" Inch Riffled Green Gold Panning Pan Mining Dredging Sluice Tool",29.99,87,ok,208,70,0,0,yes,yes,yes,yes,no,1,
126468846680,SON-ASRO-PORTABLETOILETSEAT-BLK,"ASR Outdoor Portable Toilet Seat with Lid Compatible with 5 Gallon Bucket, Blk",24.99,93,ok,625,100,3,6,yes,yes,yes,yes,no,1,
126469785044,SON-DIAMONDBURRBITSET-PARENT,"50pc Diamond Burr Bit Set for  Rotary Tool (Multiple Grit Sizes)",42.09,85,tier2_tweak,223,100,0,6,yes,yes,yes,yes,no,1,"no key aspects mentioned"
126469785057,4SN-WOMENSRAZORS-2PC-37693,"All Pure Womens 3 Blade Swivel Razor Pack 2 Pieces Lubricating Strip for Comfort",10.79,93,ok,324,100,3,6,yes,yes,yes,yes,no,1,
126470733977,DLX-UHDCHCTB-11X5X4,"Universal Home Dual Compartment Hobby Craft Tool Box",17.99,93,ok,452,100,3,6,yes,yes,yes,yes,no,1,
126470733996,4SN-DOVEHANDSOAP-PARENT,"Dove Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body, 4oz",9.99,96,ok,865,100,3,4,yes,yes,yes,yes,no,1,
126473385852,4SN-CALLUSREMOV-BLU-42121,"Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue",10.89,98,ok,654,100,5,6,yes,yes,yes,yes,no,1,
126475110167,HWK-TBPHDPSLFHAN-9P-PNK,"9 Pocket Tool Belt Pouch Heavy Duty Pink Suede Leather Fits Hammer And Nails",36.56,99,ok,190,100,6,6,yes,yes,yes,yes,no,1,"thin (<200 words)"
126476748263,LST-SPACEGUN-RF300-BLU,"Kidplokio Sonic Space Blaster Toy Gun with Flashing Lights and Sounds, Blue,",15.99,91,tier2_tweak,576,100,3,4,yes,yes,yes,no,no,1,"no keyword in intro"
126478317875,SON-SLUICEBOXKIT-17PC,"ASR Outdoor 17pc Deluxe Sluice Box Gold Prospecting Kit Classifier Pans Snifter",144.99,91,ok,748,92,1,2,yes,yes,yes,yes,no,1,
126479943435,DOY-BASIC-GEOKIT-BUN,"ASR Outdoor 13pc Beginner Geology Rock Hounding Kit with Mining Tools and Carry",79.99,93,ok,651,100,1,2,yes,yes,yes,yes,no,1,
126481444436,PRF-PFPSLBSEN-STD-BL-3,"Productive Fitness Poster Series Lower Body Stretching Exercises Non-Laminated",25.78,88,ok,221,100,1,5,yes,yes,yes,yes,no,1,
126481444509,SON-GRNGOLDPANKIT-7PC,"ASR Outdoor Gold Rush Gold Prospecting Pan Kit with Glass Vials Pocket Scale 7pc",17.99,93,ok,666,100,1,2,yes,yes,yes,yes,no,1,
126482220912,ASRO-5INCH-SNIFTERBOTTLE-4PK,"ASR Outdoor 4-Pack Gold Snuffer Bottle with Extendable Nozzle for Gold Recovery",12.99,88,ok,253,75,2,4,yes,yes,yes,yes,no,1,
126486323016,HWK-TT-LGLEATHERTB-BROWN,"ToolTreaux 13 Pocket Oil Tanned Leather Tool Belt with 2 Hammer Loops, Brown",69.99,100,ok,473,100,6,6,yes,yes,yes,yes,no,1,
126487251794,KOL-BARBIE-STAR-EARRINGS-PC316,"Girls Gold Star Bundle Set with Barbie Dangle Earrings Dress Up",10.59,93,ok,372,100,2,4,yes,yes,yes,yes,no,1,
126488763142,4SN-CINCHBAG-PARENT,"18 Inch Kids Licensed Cartoon Cinch Bag Travel Backpack Drawstring Tote",9.99,89,ok,497,100,2,7,yes,yes,yes,yes,no,1,
126489346392,SON-7DCFFS6DG-6PC-7E-TT,"ToolTreaux 6pc Diamond Coated Flat File Set, 40 to 600 Grit",16.59,95,ok,473,100,4,6,yes,yes,yes,yes,no,1,
126493144658,NPT-AONGHW33FNRCBF-LG-BLCK,"ASR Outdoor Ninja Grappling Hook with 33 Feet Nylon Rope Compact Black Finish",31.57,94,ok,264,100,3,5,yes,yes,yes,yes,no,1,
126494001373,SON-14INCHSIFTCLASS-GRN,"Heavy Duty 1/4"" Classifier Screen Sieve w/ Handles 5 Gallon Bucket Deep Stacking",39.99,86,ok,578,80,1,3,yes,yes,yes,yes,no,1,
126495205134,SON-FOLDINGSLUICEBOXBACKPACK-BUN,"ASR Outdoor 50"" Aluminum Folding Sluice Box Gold Prospecting Backpack Kit Black",160.00,93,ok,637,100,1,2,yes,yes,yes,yes,no,1,
126495661048,SON-AOHVLPHTTHBMRP-MED-PNK,"ASR Outdoor Line Posting Hunting Boundary Hiking Trail Tape Marker Ribbon - Pink",11.59,97,ok,264,100,4,5,yes,yes,yes,yes,no,1,
126495661368,DOY-CERAMIC-WHT-10PK-PARENT,"ToolTreaux 9mm 18mm Ceramic Hobby Knife Box Cutter Replacement Blades 10pk",20.00,88,ok,576,73,2,4,yes,yes,yes,yes,no,1,
126501503524,SON-DRYBOX-BLK,"ASR Outdoor Illuminated Dry Box Detachable Lid Large Waterproof Storage Case",29.99,98,ok,522,100,6,7,yes,yes,yes,yes,no,1,
126505506359,4SN-CINCHBAG-YODA-2PC-BUN,"Baby Yoda 2pc Kids 18 Inch Cinch Bags Travel Backpacks Drawstring Totes Set",12.99,94,ok,489,100,4,7,yes,yes,yes,yes,no,1,
126505662839,SON-UVBLACKLIGHT-BLK,"ASR Portable UV Black Light with LED Flashlight Verify IDS Passports Cards",14.99,95,ok,241,100,4,6,yes,yes,yes,yes,no,1,
126506952902,TTX-22KGOLD-3PC-REDACTED-PZ,"ToolTreaux 3pc Fine Jewelry 22k Gold Testing Kit with Gold Testing Stone",19.99,96,ok,580,100,5,7,yes,yes,yes,yes,no,1,
126506982497,SON-13PCGOLDKIT-BUN-GRN,"ASR Outdoor 13pc Gold Panning Backpack Kit Collapsible Bucket Prospecting",125.26,100,ok,739,100,2,2,yes,yes,yes,yes,no,1,
126533983592,ASR-15PC-3LB-PAYDIRT-ALUMINUM,"ASR Outdoor 3lb Gold Paydirt Prospecting Gold Panning Kit with Mini Sluice Box",149.99,93,ok,678,100,1,2,yes,yes,yes,yes,no,1,
126533983595,SON-DISCTHROWER-ORG,"ASR Outdoor 4.5 In Clay Target Disc Thrower Right and Left Handed (19 In Long)",12.99,94,ok,409,100,4,7,yes,yes,yes,yes,no,1,
126590584656,SON-FOLDINGSLUICEBACKPACK-PZ,"ASR Outdoor 24pc Complete Gold Prospecting Backpack Kit with Folding Sluice Box",199.00,93,ok,640,100,1,2,yes,yes,yes,yes,no,1,
126672923175,LST-RACKETSET-PARENT,"TychoTyke Kids Tennis Racket Play Set Rackets Balls Outdoor Exercise (2 Colors)",19.99,95,ok,293,100,2,3,yes,yes,yes,yes,no,1,
126716474810,DOY-ASRO-GEMSTONEKIT-6PC-BUN,"ASR Outdoor 6pc Gemstone Mining Kit Geology Paydirt Sifter Trowel Tweezers Loupe",44.99,95,ok,563,100,2,3,yes,yes,yes,yes,no,1,
126716494061,DOY-ASRO-GEMSTONEKIT-7PC-BUC-BUN,"ASR Outdoor 7pc Gemstone Mining Kit with Bucket Tweezer Brush Sifter 10x Loupe",85.49,95,ok,584,100,2,3,yes,yes,yes,yes,no,1,
126827721230,MCN-MGAIWS-2,"Gear Aid Revivex 10oz Instant Waterproofing Spray for Outdoor Gear All Purpose",20.99,96,ok,339,100,3,4,yes,yes,yes,yes,no,1,
127082971121,SON-ASRO-METALDETECTKIT-19PC-BUN-BAG,"ASR Outdoor 19pc Metal Detector Accessories Kit with Heavy Duty Tool Bag",109.99,90,ok,606,100,2,6,yes,yes,yes,yes,no,1,
127088986267,SON-ASRO-BUCKETCLASSIFER-7PC-BUN-PARENT,"ASR Outdoor Classifier Screen Set with 10L Collapsible Bucket Kit (4 Sizes)",54.99,88,tier2_tweak,721,100,2,4,yes,yes,yes,no,no,1,"no keyword in intro"
127116875911,SON-ASRO-CREEKSIDEGPKIT-13PC,"ASR Outdoor 13pc Creekside Gold Panning Kit with Mini Classifiers and Backpack",54.95,64,copy_rewrite,217,80,0,0,no,no,no,yes,no,1,"no bullet structure; no schema markup"
127168314084,SON-ASRO-REMOTERUCKSACKGPKIT-14PC-PARENT,"ASR Outdoor Remote Adventure 30L Rucksack Gold Panning Kit (3 Colors)",149.99,97,ok,942,100,4,5,yes,yes,yes,yes,no,1,
127174728310,SHM-HDTIPFAO-STD-SLVR,"ASR Outdoor Solid Titanium Ice Pick EDC Ultra Lightweight Precision Tool, 9.25""",52.99,93,ok,373,100,2,4,yes,yes,yes,yes,no,1,
127196591598,SON-ASRO-PLASTICSTAKES-ORG-PARENT,"ASR Outdoor Orange Heavy Duty ABS Plastic Tent Stakes Ground Anchor (2 Sizes)",16.99,96,ok,428,100,3,4,yes,yes,yes,yes,no,1,
127226971822,SON-3PCDUALPANKIT-PARENT,"ASR Outdoor 3pc Gold Pans with Bottle Snuffer Gold Panning Kit (Many Styles)",17.49,91,ok,336,100,2,5,yes,yes,yes,yes,no,1,
127236581110,SON-TTX-COMPGOLDTESTKIT-5PC-BUN,"ToolTreaux 10k 14k 18k 22k Complete Gold Testing Kit with Testing Stone 5pc",24.99,100,ok,529,100,3,3,yes,yes,yes,yes,no,1,
127239775819,4SN-CINCHBAG-SUPRMAN-2PC-BUN,"DC Comics Superman 2pc Cinch Bag Drawstring Backpacks Bundle Boys Age 3 and Up",14.99,94,ok,459,100,4,7,yes,yes,yes,yes,no,1,
127239950660,SON-FOLDINGSLUICEBOXBACKPACK-BUN-GREEN,"ASR Outdoor 50"" Aluminum Folding Sluice Box Gold Prospecting Backpack Kit Green",168.42,93,ok,637,100,1,2,yes,yes,yes,yes,no,1,
127239967300,SON-ASRO-GLDPNACCKIT-18PC-BUN-AMZ,"ASR Outdoor Complete Fine Gold Recovery Kit Gold Prospecting Equipment, 18pc",29.99,100,ok,408,100,1,1,yes,yes,yes,yes,no,1,
127264606664,4SN-STAIN-REMOVER-2025-PARENT,"Soilove Laundry Soil Stain Remover All Colorfast Washable Fabrics (Many Sizes)",12.49,100,ok,212,100,3,3,yes,yes,yes,yes,no,1,
127365667688,26C-BLE-CERAMICRAMEKINS-4PC-BUN,"Beille 4pc Oven Safe White Fluted Ceramic Ramekins Baking Supplies, 5oz Capacity",14.99,100,ok,353,100,5,5,yes,yes,yes,yes,no,1,
127389768398,SON-LSTTSWC1210A8I-4PC-14X4X25-SLVR,"3pc Large Serrated Tweezer Tong Set with Case- 12, 10, and 8 Inch",14.09,93,ok,197,100,3,6,yes,yes,yes,yes,no,1,"thin (<200 words)"
127389768400,SON-FSMPFWSS-SML-BLCK-ASR-BUN,"ASR Outdoor Magnesium Fire Starter Camping Survival Pocket Flint Grip Handle",13.09,93,ok,262,100,3,6,yes,yes,yes,yes,no,1,
127389768402,UNV-DWBKATSAT-BUN-12X6X6-BLCK-BNDL,"Universal Tool Deluxe Wood Burning Kit Assorted Tips Stencils and Tweezers",44.99,89,ok,341,80,0,0,yes,yes,yes,yes,no,1,
127389768403,SON-COMPANIONWHISTLES-ORG,"ASR Outdoor Hiking Companion Whistles Emergency Survival Tools 105 dB Rating",10.99,98,ok,244,100,5,6,yes,yes,yes,yes,no,1,
127389768404,SON-UEGAWRSK-12PC,"250 Piece Universal Eye Glasses And Watch Repair Screw Kit Revolving Organizer",14.79,100,ok,281,100,3,3,yes,yes,yes,yes,no,1,
127389768405,FLL-HNHSTBAT,"Flatline Ops Nylon Hanging Strap Bag Attachment Snap Hook (Tan)",22.39,82,ok,105,100,3,4,yes,yes,yes,yes,no,1,"thin (<200 words)"
127389768406,SON-GUNBRUSHES3-3PC,"ASR Outdoor Double Sided Gun Cleaning Brushes Versatile Bristles 3 Piece Set",11.69,93,ok,507,100,3,6,yes,yes,yes,yes,no,1,
127389768407,SON-HSSADF40IW-STD-WHT-IR-TT,"White Hook and Loop 3/4 wide Fabric Tape Roll  Self Adhesive 40 inch Fastener",10.52,93,ok,471,100,2,4,yes,yes,yes,yes,no,1,
