item_id	new policy
236345160651	Sub $15 Listing Shipping Surcharge Flat Fee
365879935262	Sub $15 Listing Shipping Surcharge Flat Fee
365879907955	Sub $15 Listing Shipping Surcharge Flat Fee
364893803735	Sub $15 Listing Shipping Surcharge Flat Fee
236345137165	Sub $15 Listing Shipping Surcharge Flat Fee
236345069154	Sub $15 Listing Shipping Surcharge Flat Fee
127389768427	Sub $15 Listing Shipping Surcharge Flat Fee
127389878159	Sub $15 Listing Shipping Surcharge Flat Fee
127389878200	Sub $15 Listing Shipping Surcharge Flat Fee
236260873098	$3.5 Under 1lb Domestic Only
236345031469	$3.5 Under 1lb Domestic Only
126454417969	$3.5 Under 1lb Domestic Only
235436886860	$3.5 Under 1lb Domestic Only
127389838890	Sub $15 Listing Shipping Surcharge Flat Fee
127389932589	Sub $15 Listing Shipping Surcharge Flat Fee
365879996344	Sub $15 Listing Shipping Surcharge Flat Fee
236345056394	Sub $15 Listing Shipping Surcharge Flat Fee
236345137176	Sub $15 Listing Shipping Surcharge Flat Fee
363018083245	Sub $15 Listing Shipping Surcharge Flat Fee
126489346392	Sub $15 Listing Shipping Surcharge Flat Fee
364852422084	Sub $15 Listing Shipping Surcharge Flat Fee
365879832383	Sub $15 Listing Shipping Surcharge Flat Fee
126273747000	Sub $15 Listing Shipping Surcharge Flat Fee
127389878173	Sub $15 Listing Shipping Surcharge Flat Fee
127389932558	Sub $15 Listing Shipping Surcharge Flat Fee
365879950565	Sub $15 Listing Shipping Surcharge Flat Fee
365879950542	Sub $15 Listing Shipping Surcharge Flat Fee
127389946579	Sub $15 Listing Shipping Surcharge Flat Fee
365879996377	Sub $15 Listing Shipping Surcharge Flat Fee
236345031410	Sub $15 Listing Shipping Surcharge Flat Fee
236345056395	Sub $15 Listing Shipping Surcharge Flat Fee
236815069329	Sub $15 Listing Shipping Surcharge Flat Fee
127389857880	Sub $15 Listing Shipping Surcharge Flat Fee
127389932553	$3.5 Under 1lb Domestic Only
365242110528	$3.5 Under 1lb Domestic Only
235480965677	$3.5 Under 1lb Domestic Only
364858699591	Sub $15 Listing Shipping Surcharge Flat Fee
236344962442	Sub $15 Listing Shipping Surcharge Flat Fee
127850350544	Sub $15 Listing Shipping Surcharge Flat Fee
127389857883	Sub $15 Listing Shipping Surcharge Flat Fee
127389768398	Sub $15 Listing Shipping Surcharge Flat Fee
365879996397	Sub $15 Listing Shipping Surcharge Flat Fee
365879950531	Sub $15 Listing Shipping Surcharge Flat Fee
364743674714	Sub $15 Listing Shipping Surcharge Flat Fee
127389857848	Sub $15 Listing Shipping Surcharge Flat Fee
127389857816	Sub $15 Listing Shipping Surcharge Flat Fee
235586463818	$3.5 Under 1lb Domestic Only
126414603429	$3.5 Under 1lb Domestic Only
365879996342	Sub $15 Listing Shipping Surcharge Flat Fee
236345137220	Sub $15 Listing Shipping Surcharge Flat Fee
127389857812	Sub $15 Listing Shipping Surcharge Flat Fee
364760331441	Sub $15 Listing Shipping Surcharge Flat Fee
127389838937	Sub $15 Listing Shipping Surcharge Flat Fee
127389969229	Sub $15 Listing Shipping Surcharge Flat Fee
235396232983	Sub $15 Listing Shipping Surcharge Flat Fee
365879832389	Sub $15 Listing Shipping Surcharge Flat Fee
236345031435	Sub $15 Listing Shipping Surcharge Flat Fee
364835511265	Sub $15 Listing Shipping Surcharge Flat Fee
235555762740	Sub $15 Listing Shipping Surcharge Flat Fee
127389838946	Sub $15 Listing Shipping Surcharge Flat Fee
365879832374	Sub $15 Listing Shipping Surcharge Flat Fee
127389838916	Sub $15 Listing Shipping Surcharge Flat Fee
127389932566	Sub $15 Listing Shipping Surcharge Flat Fee
236344962467	Sub $15 Listing Shipping Surcharge Flat Fee
127389838965	Sub $15 Listing Shipping Surcharge Flat Fee
236344962472	Sub $15 Listing Shipping Surcharge Flat Fee
365879950573	Sub $15 Listing Shipping Surcharge Flat Fee
127389878170	Sub $15 Listing Shipping Surcharge Flat Fee
365879950548	Sub $15 Listing Shipping Surcharge Flat Fee
124443107633	Sub $15 Listing Shipping Surcharge Flat Fee
127389878231	Sub $15 Listing Shipping Surcharge Flat Fee
236345069171	Sub $15 Listing Shipping Surcharge Flat Fee
127389932582	Sub $15 Listing Shipping Surcharge Flat Fee
127389857839	Sub $15 Listing Shipping Surcharge Flat Fee
127389932578	Sub $15 Listing Shipping Surcharge Flat Fee
365879832356	Sub $15 Listing Shipping Surcharge Flat Fee
365879832363	Sub $15 Listing Shipping Surcharge Flat Fee
236345137192	$3.5 Under 1lb Domestic Only
236345137224	$3.5 Under 1lb Domestic Only
127877523832	Sub $15 Listing Shipping Surcharge Flat Fee
365879950530	Sub $15 Listing Shipping Surcharge Flat Fee
365879908004	Sub $15 Listing Shipping Surcharge Flat Fee
236345056400	Sub $15 Listing Shipping Surcharge Flat Fee
235450751834	Sub $15 Listing Shipping Surcharge Flat Fee
364776659031	Sub $15 Listing Shipping Surcharge Flat Fee
127389932550	Sub $15 Listing Shipping Surcharge Flat Fee
365879935314	Sub $15 Listing Shipping Surcharge Flat Fee
127389878167	Sub $15 Listing Shipping Surcharge Flat Fee
365879935285	Sub $15 Listing Shipping Surcharge Flat Fee
365879907946	Sub $15 Listing Shipping Surcharge Flat Fee
126383530718	Sub $15 Listing Shipping Surcharge Flat Fee
236345137158	Sub $15 Listing Shipping Surcharge Flat Fee
236344962435	Sub $15 Listing Shipping Surcharge Flat Fee
236345137152	Sub $15 Listing Shipping Surcharge Flat Fee
127389838857	Sub $15 Listing Shipping Surcharge Flat Fee
365879996399	Sub $15 Listing Shipping Surcharge Flat Fee
365879935325	Sub $15 Listing Shipping Surcharge Flat Fee
236345146202	Sub $15 Listing Shipping Surcharge Flat Fee
127389932539	Sub $15 Listing Shipping Surcharge Flat Fee
127389857856	Sub $15 Listing Shipping Surcharge Flat Fee
126447017429	Sub $15 Listing Shipping Surcharge Flat Fee
127389838940	Sub $15 Listing Shipping Surcharge Flat Fee
365879832353	Sub $15 Listing Shipping Surcharge Flat Fee
236345137197	Sub $15 Listing Shipping Surcharge Flat Fee
127389969239	Sub $15 Listing Shipping Surcharge Flat Fee
365879950552	Sub $15 Listing Shipping Surcharge Flat Fee
365879950550	Sub $15 Listing Shipping Surcharge Flat Fee
236345137183	Sub $15 Listing Shipping Surcharge Flat Fee
127389838926	Sub $15 Listing Shipping Surcharge Flat Fee
363197736680	Sub $15 Listing Shipping Surcharge Flat Fee
235188782222	Sub $15 Listing Shipping Surcharge Flat Fee
235325362709	Sub $15 Listing Shipping Surcharge Flat Fee
364705553974	Sub $15 Listing Shipping Surcharge Flat Fee
363809308977	Sub $15 Listing Shipping Surcharge Flat Fee
126428136149	$3.5 Under 1lb Domestic Only
235523607549	$3.5 Under 1lb Domestic Only
235537299734	Sub $15 Listing Shipping Surcharge Flat Fee
126450542814	Sub $15 Listing Shipping Surcharge Flat Fee
235540665153	Sub $15 Listing Shipping Surcharge Flat Fee
235566257605	Sub $15 Listing Shipping Surcharge Flat Fee
235249667109	Sub $15 Listing Shipping Surcharge Flat Fee
126335800057	Sub $15 Listing Shipping Surcharge Flat Fee
126672923175	Sub $15 Listing Shipping Surcharge Flat Fee
235505374432	Sub $15 Listing Shipping Surcharge Flat Fee
235483317325	Sub $15 Listing Shipping Surcharge Flat Fee
235515601661	Sub $15 Listing Shipping Surcharge Flat Fee
235480965695	$3.5 Under 1lb Domestic Only
126165743707	Sub $15 Listing Shipping Surcharge Flat Fee
235528772889	Sub $15 Listing Shipping Surcharge Flat Fee
364857922960	Sub $15 Listing Shipping Surcharge Flat Fee
364911624436	Sub $15 Listing Shipping Surcharge Flat Fee
127196591598	Sub $15 Listing Shipping Surcharge Flat Fee
235456017127	Sub $15 Listing Shipping Surcharge Flat Fee
127226971822	Sub $15 Listing Shipping Surcharge Flat Fee
127389768411	$3.5 Under 1lb Domestic Only
365879832385	Sub $15 Listing Shipping Surcharge Flat Fee
365879832390	Sub $15 Listing Shipping Surcharge Flat Fee
365879832393	$3.5 Under 1lb Domestic Only
365879832397	Sub $15 Listing Shipping Surcharge Flat Fee
127389838879	Sub $15 Listing Shipping Surcharge Flat Fee
127389838894	Sub $15 Listing Shipping Surcharge Flat Fee
127389838909	Sub $15 Listing Shipping Surcharge Flat Fee
127389838930	$3.5 Under 1lb Domestic Only
127389838955	Sub $15 Listing Shipping Surcharge Flat Fee
236345031486	Sub $15 Listing Shipping Surcharge Flat Fee
365879907961	Sub $15 Listing Shipping Surcharge Flat Fee
365879907990	Sub $15 Listing Shipping Surcharge Flat Fee
365879907991	Sub $15 Listing Shipping Surcharge Flat Fee
365879907995	$3.5 Under 1lb Domestic Only
127389857886	Sub $15 Listing Shipping Surcharge Flat Fee
236345056410	Sub $15 Listing Shipping Surcharge Flat Fee
236345056438	Sub $15 Listing Shipping Surcharge Flat Fee
236345056442	$3.5 Under 1lb Domestic Only
365879935280	Sub $15 Listing Shipping Surcharge Flat Fee
365879935323	Sub $15 Listing Shipping Surcharge Flat Fee
127389878171	Sub $15 Listing Shipping Surcharge Flat Fee
127389878181	Sub $15 Listing Shipping Surcharge Flat Fee
127389878199	Sub $15 Listing Shipping Surcharge Flat Fee
127389878201	Sub $15 Listing Shipping Surcharge Flat Fee
236345069132	$3.5 Under 1lb Domestic Only
236345069172	Sub $15 Listing Shipping Surcharge Flat Fee
365879950524	Sub $15 Listing Shipping Surcharge Flat Fee
365879950526	Sub $15 Listing Shipping Surcharge Flat Fee
365879950529	Sub $15 Listing Shipping Surcharge Flat Fee
365879950554	Sub $15 Listing Shipping Surcharge Flat Fee
236345069177	$3.5 Under 1lb Domestic Only
236345069184	Sub $15 Listing Shipping Surcharge Flat Fee
365879950562	Sub $15 Listing Shipping Surcharge Flat Fee
365879950566	$3.5 Under 1lb Domestic Only
365879950575	Sub $15 Listing Shipping Surcharge Flat Fee
365879950591	Sub $15 Listing Shipping Surcharge Flat Fee
127389932535	Sub $15 Listing Shipping Surcharge Flat Fee
127389932579	Sub $15 Listing Shipping Surcharge Flat Fee
127389932583	Sub $15 Listing Shipping Surcharge Flat Fee
236345137172	Sub $15 Listing Shipping Surcharge Flat Fee
365879996421	$3.5 Under 1lb Domestic Only
236345137233	Sub $15 Listing Shipping Surcharge Flat Fee
127389946569	Sub $15 Listing Shipping Surcharge Flat Fee
236345146196	$3.5 Under 1lb Domestic Only
365880019102	Sub $15 Listing Shipping Surcharge Flat Fee
236345160668	Sub $15 Listing Shipping Surcharge Flat Fee
365906269227	Sub $15 Listing Shipping Surcharge Flat Fee
236402678858	$3.5 Under 1lb Domestic Only
236345146199	Sub $15 Listing Shipping Surcharge Flat Fee
236679296423	$3.5 Under 1lb Domestic Only
