"sku","parent.sku","name","age_group","battery_technology_ebay","blade_edge_type_amazon","blade_length_ebay","blade_material_ebay","capacity","care_instructions_amazon","character_ebay","dexterity_walmart","fabric_type_amazon","fill_material_type_amazon","formulation","fragrance","frame_material","handle_material_ebay","ingredients_amazon","occasion","power_source","recommended_age_range","style_ebay","voltage_ebay","sport_type_amazon"
"4SN-DOVEHANDSOAP-PNK","4SN-DOVEHANDSOAP-PARENT","Dove Pink Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body 4oz","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-DOVEHANDSOAP-REJ","4SN-DOVEHANDSOAP-PARENT","Dove Go Fresh Beauty Bar Rejuvenate Soap Hand Body Cream for Soft Skin 4.75oz","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-DOVEHANDSOAP-WHT","4SN-DOVEHANDSOAP-PARENT","Dove Original Formula Cream Moisturizer Beauty Bar Hand and Facial Soap 4.75oz","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-GARDENTOOL-HOE","4SN-GARDENTOOLS-PARENT","ToolTreaux Wooden Steel Handheld Garden Hoe Cultivator Combo Gardening Tool","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-GARDENTOOL-RAKE","4SN-GARDENTOOLS-PARENT","ToolTreaux Wooden Steel Handheld Triple Claw 3 Prong Garden Rake Cultivator","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-GARDENTOOLS-3PC-BUN","4SN-GARDENTOOLS-PARENT","ToolTreaux Wooden Steel Handheld Garden Tools Set Rake Shovel Hoe 3 Pieces","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-GARDENTOOL-SHOV","4SN-GARDENTOOLS-PARENT","ToolTreaux Wooden Steel Handheld Garden Round Point Shovel Trowel Tool 14 Inch","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-LSPEEDSTICK-PDF","4SN-LSPEEDSTICK-PARENT","Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant Powder Fresh","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-LSPEEDSTICK-SBL","4SN-LSPEEDSTICK-PARENT","Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant Shower Fresh","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-LSPEEDSTICK-SBL-NEW","4SN-LSPEEDSTICK-PARENT","Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant Spring Blossom","","","","","","","","","","","","","","","","","","","","","",""
"4SN-LSPEEDSTICK-WLF","4SN-LSPEEDSTICK-PARENT","Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant Wild Freesia","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-PINCHBOWL-47332-12PC-BUN","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 12pc","Adult","","","","","","","","","","","","","","","","","","","12 Pack","",""
"4SN-PINCHBOWL-47332-2PC-BUN","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 2pc","Adult","","","","","","","","","","","","","","","","","","","2 Pack","",""
"4SN-PINCHBOWL-47332-4PC-IH","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 4pc","Adult","","","","","","","","","","","","","","","","","","","4 Pack","",""
"4SN-PINCHBOWL-47332-8PC-BUN","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 8pc","Adult","","","","","","","","","","","","","","","","","","","8 Pack","",""
"4SN-SAVBANK-AVG-15267-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Marvel Avengers Kids Tin Piggy Bank Learning Savings Tools for Kids","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-BAT-15281-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","DC Comics Batman Kids Tin Piggy Bank Learning Savings Tools for Kids","","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-FRZN-VAR","4SN-SAVBANK-CHARACTER-PARENT","Disney Frozen 2 Tin Piggy Bank Money Learning Savings Tools for Kids","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-JOJO-24635-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Nickelodeon JoJo Siwa Kids Tin Piggy Bank Learning Savings Tools for Kids","","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-LIO-15283-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Disney The Lion King Kids Tin Piggy Bank Learning Savings Tools for Kids","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-LOL-15268-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","LOL Surprise Kids Tin Piggy Bank Learning Savings Tools for Kids","","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-MIC22201-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Disney Mickey Mouse Kids Tin Piggy Bank Learning Savings Tools for Kids","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-MIN-22202-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Disney Minnie Mouse Kids Tin Piggy Bank Learning Savings Tools for Kids","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-PAW-15272-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Nickelodeon Paw Patrol Kids Tin Piggy Bank Learning Savings Tools for Kids","","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-SPIDERMAN-VAR","4SN-SAVBANK-CHARACTER-PARENT","Spiderman Tin Piggy Bank Learning Savings Tools for Kids, Assorted Designs","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-SPIDERMAN-WAL-VAR","4SN-SAVBANK-CHARACTER-PARENT","Spiderman Tin Piggy Bank Learning Savings Tools for Kids, Assorted Designs","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SAVBANK-TS4-15282-CHARVAR","4SN-SAVBANK-CHARACTER-PARENT","Disney Pixar Toy Story 4 Kids Tin Piggy Bank Learning Savings Tools for Kids","Child","","","","","","","","","","","","","","","","","","","","",""
"4SN-SPORTSBOTTLE-GRY","4SN-SPORTSBOTTLE-PARENT","ASR Outdoor Pop Top Sports Water Bottle 33oz Fitness Daily Hydration - Grey","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-SPORTSBOTTLE-PURP","4SN-SPORTSBOTTLE-PARENT","ASR Outdoor Pop Top Sports Water Bottle 33oz Fitness Daily Hydration - Purple","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-SPORTSBOTTLE-TEA","4SN-SPORTSBOTTLE-PARENT","ASR Outdoor Pop Top Sports Water Bottle 33oz Fitness Daily Hydration - Teal","Adult","","","","","","","","","","","","","","","","","","","","",""
"4SN-TOUCHWATCH-AVG-56919","4SN-TOUCHWATCH-56920-PARENT","Licensed Avengers LED Display Digital Touch Screen Watch for Kids - Black","Adult","","","","","","","Avengers","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-BAT-56919","4SN-TOUCHWATCH-56920-PARENT","Licensed Batman LED Display Digital Touch Screen Watch for Kids - Black","","","","","","","","Batman","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-BBY-56903","4SN-TOUCHWATCH-56920-PARENT","Licensed Baby Yoda LED Display Digital Touch Screen Watch for Kids - Black","","","","","","","","Baby Yoda","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-BLP-56919","4SN-TOUCHWATCH-56920-PARENT","Licensed Black Panther LED Display Digital Touch Screen Watch for Kids - Black","","","","","","","","Black Panther","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-FRZ-56920","4SN-TOUCHWATCH-56920-PARENT","Licensed Frozen 2 LED Display Digital Touch Screen Watch for Kids - Pink","Adult","","","","","","","Frozen 2","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-HLK-56920","4SN-TOUCHWATCH-56920-PARENT","Licensed Hello Kitty LED Display Digital Touch Screen Watch for Kids - Pink","","","","","","","","Hello Kitty","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-JOJ-56920","4SN-TOUCHWATCH-56920-PARENT","Licensed JoJo Siwa LED Display Digital Touch Screen Watch for Kids - Pink","Adult","","","","","","","JoJo Siwa","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-JOJ-56920-AMZ","4SN-TOUCHWATCH-56920-PARENT","Licensed JoJo Siwa LED Display Digital Touch Screen Watch for Kids - Pink","","","","","","","","JoJo Siwa","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-LAS-56903","4SN-TOUCHWATCH-56920-PARENT","Licensed Lilo and Stitch LED Display Digital Touch Screen Watch for Kids - Blue","Adult","","","","","","","Lilo and Stitch","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-LAS-56903-AMZ","4SN-TOUCHWATCH-56920-PARENT","Licensed Lilo and Stitch LED Display Digital Touch Screen Watch for Kids - Blue","","","","","","","","Lilo and Stitch","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-LOL-56920","4SN-TOUCHWATCH-56920-PARENT","Licensed LOL Surprise LED Display Digital Touch Screen Watch for Kids - Pink","Adult","","","","","","","LOL Surprise","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-MAR-56903","4SN-TOUCHWATCH-56920-PARENT","Licensed Super Mario LED Display Digital Touch Screen Watch for Kids - Blue","","","","","","","","Super Mario","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-MIC-56903","4SN-TOUCHWATCH-56920-PARENT","Licensed Mickey Mouse LED Display Digital Touch Screen Watch for Kids - Black","","","","","","","","Mickey Mouse","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-MIN-56920","4SN-TOUCHWATCH-56920-PARENT","Licensed Minnie Mouse LED Display Digital Touch Screen Watch for Kids - Pink","","","","","","","","Minnie Mouse","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-PRP-56920","4SN-TOUCHWATCH-56920-PARENT","Licensed Disney Princess LED Display Digital Touch Screen Watch for Kids Purple","","","","","","","","Princess","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-SPI-56919","4SN-TOUCHWATCH-56920-PARENT","Licensed Spiderman LED Display Digital Touch Screen Watch for Kids - Blue","","","","","","","","Spiderman","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-STW-56903","4SN-TOUCHWATCH-56920-PARENT","Licensed Star Wars LED Display Digital Touch Screen Watch for Kids - Black","Adult","","","","","","","Star Wars","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-SUP-56919","4SN-TOUCHWATCH-56920-PARENT","Licensed Superman LED Display Digital Touch Screen Watch for Kids - Blue","Adult","","","","","","","Superman","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-TS4-56903","4SN-TOUCHWATCH-56920-PARENT","Licensed Toy Story 4 LED Display Digital Touch Screen Watch for Kids - Blue","Adult","","","","","","","Toy Story 4","","","","","","","","","","","","1 Pack","",""
"4SN-TOUCHWATCH-WWM-56919","4SN-TOUCHWATCH-56920-PARENT","Licensed Wonder Woman LED Display Digital Touch Screen Watch for Kids - White","","","","","","","","Wonder Woman","","","","","","","","","","","","1 Pack","",""
"4SN-WALLCLOCK-CAPT-62678","4SN-WALLCLOCK-PARENT","Marvel Captain America Kids Analog Wall Clock Kids Bedroom Home Decor Wall Art","","","","","","","","Licensed","","","","","","","","","","","","","",""
"4SN-WALLCLOCK-SONIC-55513","4SN-WALLCLOCK-PARENT","Sonic the Hedgehog Kids Analog Wall Clock Kids Bedroom Home Decor Wall Art","","","","","","","","Licensed","","","","","","","","","","","","","",""
"4SN-WALLCLOCK-TOY-62675","4SN-WALLCLOCK-PARENT","Disney Pixar Toy Story Kids Analog Wall Clock Kids Bedroom Home Decor Wall Art","","","","","","","","Licensed","","","","","","","","","","","","","",""
"4SN-XMASSTOCKING-80554X-RUZ","DLT-CHARSTOCKS-PARENT","Kids Red Jumbo Holiday Stocking with Plush Faux Fur Trim 18 Inch Tall","Child","","","","","","","Licensed","","","","","","","","","Christmas","","","","",""
"ABC-FIRETRUCK-7040","ABC-FIRETRUCKPOLCAR-PARENT","Kidplokio 360 Degree Bump and Go Fire Truck Lights and Sounds Boys Ages 3 and Up","","","","","","","","First Responders","","","","","","","","","","","","1 Pack","",""
"ABC-FIRETRUCKPOLCAR-BUN","ABC-FIRETRUCKPOLCAR-PARENT","Kidplokio 2pc 360 Degree Bump and Go Fire Truck and Police Car Bundle Toy Set","","","","","","","","First Responders","","","","","","","","","","","","1 Pack","",""
"ABC-POLICECAR-8618","ABC-FIRETRUCKPOLCAR-PARENT","Kidplokio 360 Degree Bump and Go Police Car Lights and Sounds Boys Ages 3 and Up","","","","","","","","First Responders","","","","","","","","","","","","1 Pack","",""
"ALI-11ISBCCMTWCC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Black Function Credit Card Sized Tool with Sheath","","","","","","","","","","","","","","","","","","","","","",""
"ALI-PARANECK-SER-BLK","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Serrated Fire Starter Striker Tool - Black","Adult","","","","","","","","","","","","","","","","","","","1 Pack","",""
"ALI-PARANECK-SER-ORG","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Serrated Fire Starter Striker Tool - Orange","Adult","","","","","","","","","","","","","","","","","","","1 Pack","",""
"ALI-PARANECK-STR-BLK","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Straight Blade Fire Starter Striker Tool - Black","Adult","","","","","","","","","","","","","","","","","","","1 Pack","",""
"ALI-PARANECK-STR-ORG","ALI-PARANECK-PARENT","ASR Outdoor Paracord Necklace with Straight Blade Fire Starter Striker Tool - Orange","Adult","","","","","","","","","","","","","","","","","","","1 Pack","",""
"ALI-PINCHBOWL-SMALL-1INCH-12PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 12pc","Adult","","","","","","","","","","","","","","","","","","","12 Pack","",""
"SON-SSSWCTS-7PC","SON-SSDESWCT-PARENT","Universal Tool Spatula Wax Carver Ceramic Pottery Double Ended Tool Set, 7pc","Adult","","","","","","","","","","","","","","","","","","","","",""
"ALI-PINCHBOWL-SMALL-1INCH-2PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 2pc","Adult","","","","","","","","","","","","","","","","","","","2 Pack","",""
"ALI-PINCHBOWL-SMALL-1INCH-4PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 4pc","Adult","","","","","","","","","","","","","","","","","","","4 Pack","",""
"ALI-PINCHBOWL-SMALL-1INCH-8PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 8pc","Adult","","","","","","","","","","","","","","","","","","","8 Pack","",""
